step,sim_t,x,y,yaw,s,ey,epsi,raw_steer,safe_steer,rules_fired
252,12.6000,1.5317,0.2590,-1.3170,2.3829,0.0751,-0.0731,-0.6448,-0.6448,
253,12.6500,1.5341,0.2493,-1.3297,2.3829,0.0743,-0.0858,-0.6134,-0.6134,
254,12.7000,1.5365,0.2396,-1.3418,2.3829,0.0734,-0.0980,-0.5819,-0.5819,
255,12.7500,1.5387,0.2299,-1.3533,2.3829,0.0724,-0.1094,-0.5504,-0.5504,
256,12.8000,1.5408,0.2201,-1.3641,2.3829,0.0712,-0.1203,-0.5188,-0.5188,
257,12.8500,1.5428,0.2103,-1.3743,2.3829,0.0700,-0.1305,-0.4873,-0.4873,
258,12.9000,1.5447,0.2005,-1.3839,2.4810,0.0702,-0.0101,-1.0000,-0.6373,C-06
259,12.9500,1.5465,0.1906,-1.3965,2.4810,0.0700,-0.0227,-0.6955,-0.6955,
260,13.0000,1.5482,0.1808,-1.4103,2.4810,0.0697,-0.0365,-0.6538,-0.6538,
261,13.0500,1.5497,0.1709,-1.4233,2.4810,0.0693,-0.0495,-0.6281,-0.6281,
262,13.1000,1.5511,0.1610,-1.4357,2.4810,0.0687,-0.0619,-0.5994,-0.5994,
263,13.1500,1.5524,0.1511,-1.4475,2.4810,0.0681,-0.0737,-0.5709,-0.5709,
264,13.2000,1.5536,0.1411,-1.4588,2.4810,0.0673,-0.0849,-0.5423,-0.5423,
265,13.2500,1.5546,0.1312,-1.4694,2.4810,0.0664,-0.0956,-0.5135,-0.5135,
266,13.3000,1.5556,0.1212,-1.4795,2.4810,0.0654,-0.1057,-0.4847,-0.4847,
267,13.3500,1.5565,0.1113,-1.4890,2.4810,0.0643,-0.1152,-0.4560,-0.4560,
268,13.4000,1.5572,0.1013,-1.4980,2.5791,0.0637,0.0075,-1.0000,-0.6060,C-06
269,13.4500,1.5579,0.0913,-1.5099,2.5791,0.0637,-0.0044,-0.6634,-0.6634,
270,13.5000,1.5584,0.0814,-1.5231,2.5791,0.0636,-0.0176,-0.6254,-0.6254,
271,13.5500,1.5589,0.0714,-1.5354,2.5791,0.0634,-0.0299,-0.6026,-0.6026,
272,13.6000,1.5591,0.0614,-1.5473,2.5791,0.0630,-0.0418,-0.5769,-0.5769,
273,13.6500,1.5593,0.0514,-1.5587,2.5791,0.0626,-0.0532,-0.5514,-0.5514,
274,13.7000,1.5594,0.0414,-1.5696,2.5791,0.0620,-0.0640,-0.5255,-0.5255,
275,13.7500,1.5594,0.0314,-1.5799,2.5791,0.0613,-0.0744,-0.4995,-0.4995,
276,13.8000,1.5592,0.0214,-1.5897,2.5791,0.0605,-0.0842,-0.4735,-0.4735,
277,13.8500,1.5590,0.0114,-1.5990,2.5791,0.0596,-0.0935,-0.4473,-0.4473,
278,13.9000,1.5587,0.0014,-1.6078,2.5791,0.0586,-0.1023,-0.4212,-0.4212,
279,13.9500,1.5582,-0.0086,-1.6160,2.6772,0.0587,0.0201,-1.0000,-0.5712,C-06
280,14.0000,1.5577,-0.0186,-1.6273,2.6772,0.0588,0.0088,-0.6377,-0.6377,
281,14.0500,1.5571,-0.0286,-1.6399,2.6772,0.0588,-0.0038,-0.6011,-0.6011,
282,14.1000,1.5564,-0.0386,-1.6517,2.6772,0.0588,-0.0157,-0.5808,-0.5808,
283,14.1500,1.5555,-0.0485,-1.6632,2.6772,0.0585,-0.0271,-0.5573,-0.5573,
284,14.2000,1.5545,-0.0585,-1.6742,2.6772,0.0582,-0.0381,-0.5340,-0.5340,
285,14.2500,1.5534,-0.0684,-1.6847,2.6772,0.0578,-0.0486,-0.5104,-0.5104,
286,14.3000,1.5522,-0.0783,-1.6947,2.6772,0.0572,-0.0586,-0.4865,-0.4865,
287,14.3500,1.5510,-0.0883,-1.7043,2.6772,0.0566,-0.0682,-0.4626,-0.4626,
288,14.4000,1.5496,-0.0982,-1.7133,2.6772,0.0559,-0.0773,-0.4385,-0.4385,
289,14.4500,1.5481,-0.1081,-1.7219,2.6772,0.0551,-0.0859,-0.4144,-0.4144,
290,14.5000,1.5466,-0.1179,-1.7300,2.7753,0.0559,0.0377,-1.0000,-0.5644,C-06
291,14.5500,1.5449,-0.1278,-1.7412,2.7753,0.0562,0.0266,-0.6446,-0.6446,
292,14.6000,1.5432,-0.1376,-1.7539,2.7753,0.0564,0.0139,-0.6077,-0.6077,
293,14.6500,1.5413,-0.1475,-1.7659,2.7753,0.0565,0.0019,-0.5892,-0.5892,
294,14.7000,1.5393,-0.1573,-1.7775,2.7753,0.0564,-0.0097,-0.5673,-0.5673,
295,14.7500,1.5372,-0.1670,-1.7887,2.7753,0.0563,-0.0209,-0.5454,-0.5454,
296,14.8000,1.5350,-0.1768,-1.7994,2.7753,0.0560,-0.0317,-0.5231,-0.5231,
297,14.8500,1.5327,-0.1865,-1.8097,2.7753,0.0557,-0.0419,-0.5005,-0.5005,
298,14.9000,1.5302,-0.1962,-1.8196,2.7753,0.0552,-0.0518,-0.4777,-0.4777,
299,14.9500,1.5277,-0.2059,-1.8289,2.7753,0.0546,-0.0612,-0.4548,-0.4548,
300,15.0000,1.5251,-0.2156,-1.8379,2.8734,0.0549,0.0598,-1.0000,-0.6048,C-06
301,15.0500,1.5224,-0.2252,-1.8498,2.8734,0.0555,0.0479,-0.6745,-0.6745,
302,15.1000,1.5196,-0.2348,-1.8632,2.8734,0.0559,0.0345,-0.6404,-0.6404,
303,15.1500,1.5167,-0.2443,-1.8758,2.8734,0.0562,0.0219,-0.6226,-0.6226,
304,15.2000,1.5136,-0.2539,-1.8881,2.8734,0.0563,0.0096,-0.6014,-0.6014,
305,15.2500,1.5104,-0.2633,-1.9000,2.8734,0.0564,-0.0023,-0.5802,-0.5802,
306,15.3000,1.5072,-0.2728,-1.9114,2.8734,0.0563,-0.0137,-0.5586,-0.5586,
307,15.3500,1.5038,-0.2822,-1.9224,2.8734,0.0561,-0.0247,-0.5365,-0.5365,
308,15.4000,1.5003,-0.2916,-1.9330,2.8734,0.0558,-0.0353,-0.5142,-0.5142,
309,15.4500,1.4967,-0.3009,-1.9431,2.8734,0.0554,-0.0454,-0.4916,-0.4916,
310,15.5000,1.4930,-0.3102,-1.9528,2.8734,0.0549,-0.0551,-0.4688,-0.4688,
311,15.5500,1.4892,-0.3195,-1.9620,2.9715,0.0559,0.0670,-1.0000,-0.6188,C-06
312,15.6000,1.4854,-0.3287,-1.9742,2.9715,0.0565,0.0548,-0.6991,-0.6991,
313,15.6500,1.4814,-0.3378,-1.9881,2.9715,0.0570,0.0409,-0.6630,-0.6630,
314,15.7000,1.4773,-0.3470,-2.0012,2.9715,0.0573,0.0278,-0.6453,-0.6453,
315,15.7500,1.4730,-0.3560,-2.0140,2.9715,0.0576,0.0150,-0.6239,-0.6239,
316,15.8000,1.4687,-0.3650,-2.0263,2.9715,0.0576,0.0027,-0.6024,-0.6024,
317,15.8500,1.4642,-0.3740,-2.0382,2.9715,0.0576,-0.0092,-0.5804,-0.5804,
318,15.9000,1.4597,-0.3829,-2.0496,2.9715,0.0575,-0.0206,-0.5580,-0.5580,
319,15.9500,1.4550,-0.3917,-2.0606,2.9715,0.0572,-0.0316,-0.5353,-0.5353,
320,16.0000,1.4503,-0.4005,-2.0711,2.9715,0.0568,-0.0422,-0.5123,-0.5123,
321,16.0500,1.4454,-0.4093,-2.0812,3.0697,0.0572,0.0784,-1.0000,-0.6623,C-06
322,16.1000,1.4405,-0.4180,-2.0943,3.0697,0.0580,0.0653,-0.7316,-0.7316,
323,16.1500,1.4354,-0.4266,-2.1089,3.0697,0.0585,0.0508,-0.6970,-0.6970,
324,16.2000,1.4302,-0.4352,-2.1227,3.0697,0.0590,0.0370,-0.6788,-0.6788,
325,16.2500,1.4249,-0.4436,-2.1361,3.0697,0.0593,0.0235,-0.6571,-0.6571,
326,16.3000,1.4195,-0.4520,-2.1492,3.0697,0.0594,0.0105,-0.6352,-0.6352,
327,16.3500,1.4140,-0.4604,-2.1617,3.0697,0.0595,-0.0021,-0.6128,-0.6128,
328,16.4000,1.4084,-0.4687,-2.1738,3.0697,0.0594,-0.0142,-0.5899,-0.5899,
329,16.4500,1.4027,-0.4769,-2.1855,3.0697,0.0592,-0.0258,-0.5667,-0.5667,
330,16.5000,1.3969,-0.4850,-2.1966,3.0697,0.0589,-0.0370,-0.5431,-0.5431,
331,16.5500,1.3910,-0.4931,-2.2073,3.0697,0.0585,-0.0477,-0.5192,-0.5192,
332,16.6000,1.3850,-0.5011,-2.2175,3.1678,0.0594,0.0737,-1.0000,-0.6692,C-06
333,16.6500,1.3789,-0.5090,-2.2308,3.1678,0.0601,0.0605,-0.7455,-0.7455,
334,16.7000,1.3727,-0.5169,-2.2456,3.1678,0.0606,0.0457,-0.7086,-0.7086,
335,16.7500,1.3664,-0.5246,-2.2597,3.1678,0.0610,0.0316,-0.6896,-0.6896,
336,16.8000,1.3600,-0.5323,-2.2734,3.1678,0.0612,0.0179,-0.6669,-0.6669,
337,16.8500,1.3535,-0.5399,-2.2866,3.1678,0.0613,0.0047,-0.6441,-0.6441,
338,16.9000,1.3469,-0.5474,-2.2993,3.1678,0.0613,-0.0080,-0.6208,-0.6208,
339,16.9500,1.3402,-0.5548,-2.3116,3.1678,0.0612,-0.0203,-0.5970,-0.5970,
340,17.0000,1.3334,-0.5622,-2.3233,3.1678,0.0609,-0.0321,-0.5728,-0.5728,
341,17.0500,1.3265,-0.5694,-2.3346,3.1678,0.0605,-0.0434,-0.5484,-0.5484,
342,17.1000,1.3195,-0.5766,-2.3454,3.2659,0.0607,0.0757,-1.0000,-0.6984,C-06
343,17.1500,1.3125,-0.5837,-2.3593,3.2659,0.0614,0.0618,-0.7597,-0.7597,
344,17.2000,1.3054,-0.5907,-2.3744,3.2659,0.0619,0.0467,-0.7247,-0.7247,
345,17.2500,1.2981,-0.5976,-2.3888,3.2659,0.0623,0.0323,-0.7048,-0.7048,
346,17.3000,1.2908,-0.6044,-2.4028,3.2659,0.0626,0.0183,-0.6816,-0.6816,
347,17.3500,1.2833,-0.6111,-2.4163,3.2659,0.0627,0.0048,-0.6583,-0.6583,
348,17.4000,1.2758,-0.6176,-2.4293,3.2659,0.0627,-0.0082,-0.6344,-0.6344,
349,17.4500,1.2682,-0.6241,-2.4419,3.2659,0.0625,-0.0208,-0.6101,-0.6101,
350,17.5000,1.2605,-0.6305,-2.4539,3.2659,0.0623,-0.0328,-0.5854,-0.5854,
351,17.5500,1.2527,-0.6368,-2.4655,3.2659,0.0619,-0.0444,-0.5604,-0.5604,
352,17.6000,1.2449,-0.6430,-2.4765,3.2659,0.0614,-0.0554,-0.5352,-0.5352,
353,17.6500,1.2370,-0.6492,-2.4871,3.3639,0.0619,0.0657,-1.0000,-0.6852,C-06
354,17.7000,1.2290,-0.6552,-2.5006,3.3639,0.0625,0.0521,-0.7551,-0.7551,
355,17.7500,1.2210,-0.6611,-2.5157,3.3639,0.0630,0.0371,-0.7177,-0.7177,
356,17.8000,1.2128,-0.6669,-2.5299,3.3639,0.0633,0.0228,-0.6973,-0.6973,
357,17.8500,1.2046,-0.6726,-2.5438,3.3639,0.0634,0.0090,-0.6734,-0.6734,
358,17.9000,1.1963,-0.6782,-2.5571,3.3639,0.0634,-0.0044,-0.6495,-0.6495,
359,17.9500,1.1879,-0.6837,-2.5700,3.3639,0.0633,-0.0172,-0.6250,-0.6250,
360,18.0000,1.1795,-0.6890,-2.5823,3.3639,0.0631,-0.0296,-0.6001,-0.6001,
361,18.0500,1.1710,-0.6943,-2.5941,3.3639,0.0628,-0.0414,-0.5749,-0.5749,
362,18.1000,1.1624,-0.6994,-2.6055,3.3639,0.0623,-0.0527,-0.5494,-0.5494,
363,18.1500,1.1538,-0.7045,-2.6163,3.3639,0.0617,-0.0636,-0.5237,-0.5237,
364,18.2000,1.1451,-0.7095,-2.6266,3.4621,0.0627,0.0568,-1.0000,-0.6737,C-06
365,18.2500,1.1364,-0.7143,-2.6399,3.4621,0.0632,0.0435,-0.7464,-0.7464,
366,18.3000,1.1276,-0.7191,-2.6548,3.4621,0.0635,0.0286,-0.7079,-0.7079,
367,18.3500,1.1187,-0.7237,-2.6688,3.4621,0.0637,0.0146,-0.6872,-0.6872,
368,18.4000,1.1097,-0.7282,-2.6825,3.4621,0.0638,0.0009,-0.6628,-0.6628,
369,18.4500,1.1008,-0.7325,-2.6956,3.4621,0.0638,-0.0122,-0.6384,-0.6384,
370,18.5000,1.0917,-0.7368,-2.7082,3.4621,0.0636,-0.0248,-0.6135,-0.6135,
371,18.5500,1.0826,-0.7409,-2.7203,3.4621,0.0633,-0.0369,-0.5883,-0.5883,
372,18.6000,1.0735,-0.7450,-2.7319,3.4621,0.0628,-0.0485,-0.5628,-0.5628,
373,18.6500,1.0643,-0.7489,-2.7430,3.4621,0.0623,-0.0596,-0.5370,-0.5370,
374,18.7000,1.0550,-0.7527,-2.7536,3.5602,0.0625,0.0611,-1.0000,-0.6870,C-06
375,18.7500,1.0457,-0.7565,-2.7672,3.5602,0.0630,0.0475,-0.7509,-0.7509,
376,18.8000,1.0364,-0.7601,-2.7822,3.5602,0.0634,0.0325,-0.7141,-0.7141,
377,18.8500,1.0270,-0.7635,-2.7963,3.5602,0.0637,0.0183,-0.6932,-0.6932,
378,18.9000,1.0176,-0.7668,-2.8101,3.5602,0.0638,0.0046,-0.6691,-0.6691,
379,18.9500,1.0081,-0.7700,-2.8233,3.5602,0.0638,-0.0087,-0.6448,-0.6448,
380,19.0000,0.9986,-0.7731,-2.8361,3.5602,0.0636,-0.0214,-0.6201,-0.6201,
381,19.0500,0.9890,-0.7760,-2.8484,3.5602,0.0633,-0.0337,-0.5949,-0.5949,
382,19.1000,0.9794,-0.7789,-2.8601,3.5602,0.0629,-0.0454,-0.5695,-0.5695,
383,19.1500,0.9698,-0.7816,-2.8713,3.5602,0.0624,-0.0566,-0.5438,-0.5438,
384,19.2000,0.9602,-0.7842,-2.8820,3.5602,0.0618,-0.0673,-0.5179,-0.5179,
385,19.2500,0.9505,-0.7867,-2.8922,3.6583,0.0624,0.0524,-1.0000,-0.6679,C-06
386,19.3000,0.9408,-0.7891,-2.9054,3.6583,0.0628,0.0392,-0.7344,-0.7344,
387,19.3500,0.9311,-0.7914,-2.9200,3.6583,0.0632,0.0246,-0.6970,-0.6970,
388,19.4000,0.9213,-0.7935,-2.9339,3.6583,0.0633,0.0107,-0.6760,-0.6760,
389,19.4500,0.9115,-0.7955,-2.9473,3.6583,0.0634,-0.0027,-0.6517,-0.6517,
390,19.5000,0.9017,-0.7974,-2.9601,3.6583,0.0633,-0.0156,-0.6274,-0.6274,
391,19.5500,0.8918,-0.7991,-2.9725,3.6583,0.0631,-0.0280,-0.6025,-0.6025,
392,19.6000,0.8819,-0.8008,-2.9844,3.6583,0.0627,-0.0398,-0.5774,-0.5774,
393,19.6500,0.8721,-0.8023,-2.9958,3.6583,0.0623,-0.0512,-0.5520,-0.5520,
394,19.7000,0.8622,-0.8037,-3.0067,3.6583,0.0617,-0.0621,-0.5263,-0.5263,
395,19.7500,0.8522,-0.8050,-3.0170,3.6583,0.0610,-0.0724,-0.5005,-0.5005,
396,19.8000,0.8423,-0.8062,-3.0269,3.7564,0.0621,0.0494,-1.0000,-0.6505,C-06
397,19.8500,0.8324,-0.8072,-3.0397,3.7564,0.0625,0.0366,-0.7275,-0.7275,
398,19.9000,0.8224,-0.8082,-3.0542,3.7564,0.0628,0.0221,-0.6885,-0.6885,
399,19.9500,0.8124,-0.8090,-3.0679,3.7564,0.0629,0.0085,-0.6679,-0.6679,
400,20.0000,0.8025,-0.8097,-3.0811,3.7564,0.0630,-0.0048,-0.6436,-0.6436,
401,20.0500,0.7925,-0.8102,-3.0938,3.7564,0.0628,-0.0175,-0.6193,-0.6193,
402,20.1000,0.7825,-0.8106,-3.1061,3.7564,0.0626,-0.0297,-0.5946,-0.5946,
403,20.1500,0.7725,-0.8109,-3.1178,3.7564,0.0623,-0.0415,-0.5696,-0.5696,
404,20.2000,0.7625,-0.8111,-3.1290,3.7564,0.0618,-0.0527,-0.5443,-0.5443,
405,20.2500,0.7525,-0.8112,-3.1397,3.7564,0.0612,-0.0634,-0.5188,-0.5188,
406,20.3000,0.7425,-0.8111,3.1333,3.8545,0.0611,-0.0083,-1.0000,-0.6688,C-06
407,20.3500,0.7325,-0.8110,3.1200,3.8545,0.0610,-0.0216,-0.5845,-0.5845,
408,20.4000,0.7225,-0.8107,3.1085,3.8545,0.0607,-0.0331,-0.5703,-0.5703,
409,20.4500,0.7125,-0.8103,3.0973,3.8545,0.0603,-0.0443,-0.5443,-0.5443,
410,20.5000,0.7025,-0.8098,3.0865,3.8545,0.0598,-0.0551,-0.5198,-0.5198,
411,20.5500,0.6925,-0.8092,3.0763,3.8545,0.0592,-0.0653,-0.4950,-0.4950,
412,20.6000,0.6826,-0.8085,3.0666,3.8545,0.0585,-0.0750,-0.4700,-0.4700,
413,20.6500,0.6726,-0.8077,3.0574,3.8545,0.0577,-0.0842,-0.4449,-0.4449,
414,20.7000,0.6626,-0.8068,3.0487,3.8545,0.0568,-0.0929,-0.4199,-0.4199,
415,20.7500,0.6527,-0.8059,3.0404,3.8545,0.0559,-0.1012,-0.3948,-0.3948,
416,20.8000,0.6427,-0.8048,3.0327,3.9545,0.0548,-0.1089,-0.3699,-0.3699,
417,20.8500,0.6328,-0.8037,3.0255,3.9545,0.0537,-0.1161,-0.3451,-0.3451,
418,20.9000,0.6229,-0.8025,3.0187,3.9545,0.0525,-0.1229,-0.3204,-0.3204,
419,20.9500,0.6130,-0.8013,3.0125,3.9545,0.0513,-0.1291,-0.2960,-0.2960,
420,21.0000,0.6030,-0.7999,3.0067,3.9545,0.0499,-0.1349,-0.2718,-0.2718,
421,21.0500,0.5931,-0.7986,3.0014,3.9545,0.0486,-0.1402,-0.2479,-0.2479,
422,21.1000,0.5832,-0.7971,2.9966,3.9545,0.0471,-0.1450,-0.2243,-0.2243,
423,21.1500,0.5733,-0.7957,2.9922,3.9545,0.0457,-0.1494,-0.2011,-0.2011,
424,21.2000,0.5635,-0.7942,2.9883,3.9545,0.0442,-0.1533,-0.1783,-0.1783,
425,21.2500,0.5536,-0.7926,2.9848,3.9545,0.0426,-0.1568,-0.1559,-0.1559,
426,21.3000,0.5437,-0.7911,2.9818,4.0545,0.0411,-0.1598,-0.1340,-0.1340,
427,21.3500,0.5338,-0.7894,2.9792,4.0545,0.0394,-0.1624,-0.1126,-0.1126,
428,21.4000,0.5240,-0.7878,2.9770,4.0545,0.0378,-0.1646,-0.0917,-0.0917,
429,21.4500,0.5141,-0.7862,2.9752,4.0545,0.0362,-0.1664,-0.0713,-0.0713,
430,21.5000,0.5042,-0.7845,2.9738,4.0545,0.0345,-0.1678,-0.0515,-0.0515,
431,21.5500,0.4944,-0.7828,2.9728,4.0545,0.0328,-0.1688,-0.0323,-0.0323,
432,21.6000,0.4845,-0.7812,2.9722,4.0545,0.0312,-0.1694,-0.0137,-0.0137,
433,21.6500,0.4747,-0.7795,2.9719,4.0545,0.0295,-0.1697,0.0043,0.0043,
434,21.7000,0.4648,-0.7778,2.9720,4.0545,0.0278,-0.1696,0.0217,0.0217,
435,21.7500,0.4550,-0.7761,2.9724,4.0545,0.0261,-0.1692,0.0385,0.0385,
436,21.8000,0.4451,-0.7744,2.9732,4.1545,0.0244,-0.1684,0.0546,0.0546,
437,21.8500,0.4352,-0.7727,2.9742,4.1545,0.0227,-0.1674,0.0700,0.0700,
438,21.9000,0.4254,-0.7711,2.9756,4.1545,0.0211,-0.1660,0.0847,0.0847,
439,21.9500,0.4155,-0.7694,2.9772,4.1545,0.0194,-0.1644,0.0988,0.0988,
440,22.0000,0.4056,-0.7678,2.9791,4.1545,0.0178,-0.1624,0.1122,0.1122,
441,22.0500,0.3958,-0.7662,2.9813,4.1545,0.0162,-0.1603,0.1249,0.1249,
442,22.1000,0.3859,-0.7646,2.9838,4.1545,0.0146,-0.1578,0.1369,0.1369,
443,22.1500,0.3760,-0.7631,2.9864,4.1545,0.0131,-0.1552,0.1482,0.1482,
444,22.2000,0.3661,-0.7615,2.9893,4.1545,0.0115,-0.1523,0.1589,0.1589,
445,22.2500,0.3563,-0.7600,2.9924,4.1545,0.0100,-0.1492,0.1688,0.1688,
446,22.3000,0.3464,-0.7586,2.9957,4.2545,0.0086,-0.1459,0.1781,0.1781,
447,22.3500,0.3365,-0.7571,2.9992,4.2545,0.0071,-0.1424,0.1867,0.1867,
448,22.4000,0.3266,-0.7557,3.0028,4.2545,0.0057,-0.1388,0.1946,0.1946,
449,22.4500,0.3167,-0.7544,3.0066,4.2545,0.0044,-0.1350,0.2018,0.2018,
450,22.5000,0.3068,-0.7530,3.0105,4.2545,0.0030,-0.1311,0.2084,0.2084,
451,22.5500,0.2968,-0.7517,3.0146,4.2545,0.0017,-0.1270,0.2144,0.2144,
452,22.6000,0.2869,-0.7505,3.0187,4.2545,0.0005,-0.1228,0.2197,0.2197,
453,22.6500,0.2770,-0.7493,3.0230,4.2545,-0.0007,-0.1186,0.2244,0.2244,
454,22.7000,0.2671,-0.7481,3.0274,4.2545,-0.0019,-0.1142,0.2284,0.2284,
455,22.7500,0.2571,-0.7470,3.0319,4.2545,-0.0030,-0.1097,0.2319,0.2319,
456,22.8000,0.2472,-0.7459,3.0364,4.3545,-0.0041,-0.1052,0.2348,0.2348,
457,22.8500,0.2372,-0.7449,3.0409,4.3545,-0.0051,-0.1006,0.2371,0.2371,
458,22.9000,0.2273,-0.7439,3.0456,4.3545,-0.0061,-0.0960,0.2388,0.2388,
459,22.9500,0.2173,-0.7430,3.0502,4.3545,-0.0070,-0.0914,0.2400,0.2400,
460,23.0000,0.2074,-0.7421,3.0549,4.3545,-0.0079,-0.0867,0.2407,0.2407,
461,23.0500,0.1974,-0.7413,3.0596,4.3545,-0.0087,-0.0820,0.2409,0.2409,
462,23.1000,0.1874,-0.7405,3.0643,4.3545,-0.0095,-0.0773,0.2405,0.2405,
463,23.1500,0.1775,-0.7397,3.0690,4.3545,-0.0103,-0.0726,0.2397,0.2397,
464,23.2000,0.1675,-0.7390,3.0736,4.3545,-0.0110,-0.0679,0.2385,0.2385,
465,23.2500,0.1575,-0.7384,3.0783,4.3545,-0.0116,-0.0633,0.2368,0.2368,
466,23.3000,0.1475,-0.7378,3.0829,4.4545,-0.0122,-0.0587,0.2347,0.2347,
467,23.3500,0.1375,-0.7372,3.0875,4.4545,-0.0128,-0.0541,0.2322,0.2322,
468,23.4000,0.1275,-0.7367,3.0920,4.4545,-0.0133,-0.0496,0.2293,0.2293,
469,23.4500,0.1176,-0.7362,3.0965,4.4545,-0.0138,-0.0451,0.2260,0.2260,
470,23.5000,0.1076,-0.7358,3.1009,4.4545,-0.0142,-0.0407,0.2224,0.2224,
471,23.5500,0.0976,-0.7354,3.1052,4.4545,-0.0146,-0.0364,0.2185,0.2185,
472,23.6000,0.0876,-0.7350,3.1095,4.4545,-0.0150,-0.0321,0.2142,0.2142,
473,23.6500,0.0776,-0.7347,3.1136,4.4545,-0.0153,-0.0280,0.2097,0.2097,
474,23.7000,0.0676,-0.7345,3.1177,4.4545,-0.0155,-0.0239,0.2049,0.2049,
475,23.7500,0.0576,-0.7343,3.1217,4.4545,-0.0157,-0.0199,0.1999,0.1999,
476,23.8000,0.0476,-0.7341,3.1256,4.5545,-0.0159,-0.0160,0.1946,0.1946,
477,23.8500,0.0376,-0.7339,3.1294,4.5545,-0.0161,-0.0122,0.1891,0.1891,
478,23.9000,0.0276,-0.7338,3.1331,4.5545,-0.0162,-0.0085,0.1835,0.1835,
479,23.9500,0.0176,-0.7338,3.1367,4.5545,-0.0162,-0.0049,0.1776,0.1776,
480,24.0000,0.0076,-0.7337,3.1401,4.5545,-0.0163,-0.0015,0.1716,0.1716,
481,24.0500,-0.0024,-0.7337,-3.1397,4.5545,-0.0163,0.0019,0.1655,0.1655,
482,24.1000,-0.0124,-0.7338,-3.1365,4.5545,-0.0162,0.0051,0.1592,0.1592,
483,24.1500,-0.0224,-0.7338,-3.1334,4.5545,-0.0162,0.0082,0.1529,0.1529,
484,24.2000,-0.0324,-0.7339,-3.1304,4.5545,-0.0161,0.0112,0.1464,0.1464,
485,24.2500,-0.0424,-0.7341,-3.1276,4.5545,-0.0159,0.0140,0.1399,0.1399,
486,24.3000,-0.0524,-0.7342,-3.1249,4.6545,-0.0158,0.0167,0.1333,0.1333,
487,24.3500,-0.0624,-0.7344,-3.1223,4.6545,-0.0156,0.0193,0.1267,0.1267,
488,24.4000,-0.0724,-0.7346,-3.1198,4.6545,-0.0154,0.0218,0.1200,0.1200,
489,24.4500,-0.0824,-0.7348,-3.1175,4.6545,-0.0152,0.0241,0.1134,0.1134,
490,24.5000,-0.0924,-0.7351,-3.1153,4.6545,-0.0149,0.0263,0.1067,0.1067,
491,24.5500,-0.1024,-0.7354,-3.1132,4.6545,-0.0146,0.0284,0.1001,0.1001,
492,24.6000,-0.1124,-0.7357,-3.1112,4.6545,-0.0143,0.0304,0.0935,0.0935,
493,24.6500,-0.1224,-0.7360,-3.1094,4.6545,-0.0140,0.0322,0.0869,0.0869,
494,24.7000,-0.1324,-0.7363,-3.1077,4.6545,-0.0137,0.0339,0.0804,0.0804,
495,24.7500,-0.1424,-0.7366,-3.1062,4.6545,-0.0134,0.0354,0.0739,0.0739,
496,24.8000,-0.1524,-0.7370,-3.1047,4.7545,-0.0130,0.0369,0.0675,0.0675,
497,24.8500,-0.1624,-0.7374,-3.1034,4.7545,-0.0126,0.0382,0.0612,0.0612,
498,24.9000,-0.1723,-0.7378,-3.1022,4.7545,-0.0122,0.0394,0.0550,0.0550,
499,24.9500,-0.1823,-0.7382,-3.1012,4.7545,-0.0118,0.0404,0.0489,0.0489,
500,25.0000,-0.1923,-0.7386,-3.1002,4.7545,-0.0114,0.0414,0.0429,0.0429,
501,25.0500,-0.2023,-0.7390,-3.0994,4.7545,-0.0110,0.0422,0.0370,0.0370,
502,25.1000,-0.2123,-0.7394,-3.0987,4.7545,-0.0106,0.0429,0.0313,0.0313,
503,25.1500,-0.2223,-0.7398,-3.0980,4.7545,-0.0102,0.0435,0.0257,0.0257,
504,25.2000,-0.2323,-0.7403,-3.0975,4.7545,-0.0097,0.0440,0.0202,0.0202,
505,25.2500,-0.2423,-0.7407,-3.0972,4.7545,-0.0093,0.0444,0.0149,0.0149,
506,25.3000,-0.2523,-0.7412,-3.0969,4.8545,-0.0088,0.0447,0.0098,0.0098,
507,25.3500,-0.2623,-0.7416,-3.0967,4.8545,-0.0084,0.0449,0.0047,0.0047,
508,25.4000,-0.2723,-0.7421,-3.0966,4.8545,-0.0079,0.0450,-0.0001,-0.0001,
509,25.4500,-0.2822,-0.7425,-3.0966,4.8545,-0.0075,0.0450,-0.0048,-0.0048,
510,25.5000,-0.2922,-0.7430,-3.0967,4.8545,-0.0070,0.0449,-0.0093,-0.0093,
511,25.5500,-0.3022,-0.7434,-3.0969,4.8545,-0.0066,0.0447,-0.0136,-0.0136,
512,25.6000,-0.3122,-0.7439,-3.0971,4.8545,-0.0061,0.0445,-0.0177,-0.0177,
513,25.6500,-0.3222,-0.7443,-3.0975,4.8545,-0.0057,0.0441,-0.0217,-0.0217,
514,25.7000,-0.3322,-0.7447,-3.0979,4.8545,-0.0053,0.0437,-0.0255,-0.0255,
515,25.7500,-0.3422,-0.7452,-3.0984,4.8545,-0.0048,0.0432,-0.0291,-0.0291,
516,25.8000,-0.3522,-0.7456,-3.0989,4.9545,-0.0044,0.0426,-0.0325,-0.0325,
517,25.8500,-0.3622,-0.7460,-3.0996,4.9545,-0.0040,0.0420,-0.0358,-0.0358,
518,25.9000,-0.3722,-0.7465,-3.1003,4.9545,-0.0035,0.0413,-0.0388,-0.0388,
