episode,step,sim_time_s,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,raw_throttle,safe_throttle,throttle_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,3.020000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098156,0.000000,-0.098156,0.875509,-0.500000,-1.375509,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
0,2,3.120000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098008,0.000000,-0.098008,0.875551,-0.500000,-1.375551,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
0,3,3.220000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098277,0.000000,-0.098277,0.875424,-0.500000,-1.375424,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
0,4,3.340000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098094,0.000000,-0.098094,0.875568,-0.500000,-1.375568,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
0,5,3.440000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098197,0.000000,-0.098197,0.875538,-0.500000,-1.375538,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
0,6,3.540000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098116,0.000000,-0.098116,0.875558,-0.500000,-1.375558,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
0,7,3.640000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098147,0.000000,-0.098147,0.875474,-0.500000,-1.375474,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
0,8,3.740000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098124,0.000000,-0.098124,0.875503,-0.500000,-1.375503,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
0,9,3.860000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098116,0.000000,-0.098116,0.875552,-0.500000,-1.375552,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
0,10,3.980000,-0.838935,-1.603391,0.007025,0.019109,0.007025,2.000000,0.000000,0.098030,0.000000,-0.098030,0.875524,-0.500000,-1.375524,CAGE-NODE,1,0,0,0,0,1,0.000000,0.000000,0.0000,0.0000,0.0000,0,no_line_features
