timestamp,action,reason,resets_issued
1788170425.813326,withheld,cage rules active: C-02,0
1788170426.103097,withheld,still moving (0.178 m/s),0
1788170426.212631,withheld,still moving (0.179 m/s),0
1788170426.306365,withheld,still moving (0.142 m/s),0
1788170426.398854,withheld,still moving (0.127 m/s),0
1788170426.509012,withheld,still moving (0.114 m/s),0
1788170426.604918,withheld,still moving (0.111 m/s),0
1788170426.709233,withheld,still moving (0.084 m/s),0
1788170426.817197,withheld,still moving (0.080 m/s),0
1788170426.900103,withheld,still moving (0.060 m/s),0
1788170427.108995,withheld,still moving (0.040 m/s),0
1788170427.204104,withheld,still moving (0.029 m/s),0
1788170427.298409,withheld,still moving (0.024 m/s),0
1788170427.506298,withheld,healthy for 0.00 s of 1.00,0
1788170427.606155,withheld,healthy for 0.10 s of 1.00,0
1788170427.722667,withheld,healthy for 0.22 s of 1.00,0
1788170427.803945,withheld,healthy for 0.30 s of 1.00,0
1788170427.892260,withheld,healthy for 0.39 s of 1.00,0
1788170427.998255,withheld,healthy for 0.49 s of 1.00,0
1788170428.119067,withheld,healthy for 0.61 s of 1.00,0
1788170428.204029,withheld,healthy for 0.70 s of 1.00,0
1788170428.309557,withheld,still moving (0.024 m/s),0
1788170428.404388,withheld,still moving (0.026 m/s),0
1788170428.602877,withheld,still moving (0.029 m/s),0
1788170428.906742,withheld,still moving (0.028 m/s),0
1788170429.004900,withheld,still moving (0.032 m/s),0
1788170429.110426,withheld,still moving (0.028 m/s),0
1788170429.312296,withheld,still moving (0.031 m/s),0
1788170429.431484,withheld,still moving (0.030 m/s),0
1788170429.604434,withheld,still moving (0.027 m/s),0
1788170429.702286,withheld,still moving (0.029 m/s),0
1788170429.813259,withheld,still moving (0.030 m/s),0
1788170429.919692,withheld,still moving (0.028 m/s),0
1788170430.201150,withheld,still moving (0.024 m/s),0
1788170430.304429,withheld,still moving (0.025 m/s),0
1788170430.399639,withheld,still moving (0.023 m/s),0
1788170430.514448,withheld,still moving (0.025 m/s),0
1788170430.612189,withheld,still moving (0.023 m/s),0
1788170430.704144,withheld,still moving (0.021 m/s),0
1788170430.907571,withheld,healthy for 0.00 s of 1.00,0
1788170430.995545,withheld,still moving (0.021 m/s),0
1788170431.104235,withheld,healthy for 0.00 s of 1.00,0
1788170431.186116,withheld,healthy for 0.08 s of 1.00,0
1788170431.297543,withheld,healthy for 0.19 s of 1.00,0
1788170431.403914,withheld,healthy for 0.30 s of 1.00,0
