episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,-0.838935,-1.628798,0.584925,-0.006298,0.584925,2.000000,0.000000,0.281661,0.166616,-0.115044,C-02;C-01;C-05,1,1,0,1,1,0,-0.231077,0.574856,0.5625,-0.0759,0.2701,2,ok
