step,sim_t,x,y,yaw,s,ey,epsi,raw_steer,safe_steer,rules_fired
190,9.5000,-0.0662,1.9414,1.9938,1.9019,-0.0577,-0.1424,0.8565,0.8565,
191,9.5500,-0.0704,1.9505,2.0109,1.9019,-0.0590,-0.1252,0.8388,0.8388,
192,9.6000,-0.0747,1.9595,2.0277,1.9019,-0.0602,-0.1084,0.8205,0.8205,
193,9.6500,-0.0792,1.9685,2.0441,1.9019,-0.0612,-0.0920,0.8011,0.8011,
194,9.7000,-0.0839,1.9773,2.0601,1.9019,-0.0620,-0.0760,0.7808,0.7808,
195,9.7500,-0.0886,1.9861,2.0757,1.9019,-0.0627,-0.0604,0.7596,0.7596,
196,9.8000,-0.0935,1.9948,2.0908,1.9019,-0.0632,-0.0453,0.7376,0.7376,
197,9.8500,-0.0986,2.0035,2.1055,1.9019,-0.0636,-0.0306,0.7149,0.7149,
198,9.9000,-0.1037,2.0120,2.1197,2.0023,-0.0645,-0.1420,1.0000,0.8649,C-06
199,9.9500,-0.1090,2.0205,2.1371,2.0023,-0.0658,-0.1247,0.9177,0.9177,
200,10.0000,-0.1145,2.0289,2.1555,2.0023,-0.0670,-0.1062,0.8841,0.8841,
201,10.0500,-0.1200,2.0372,2.1733,2.0023,-0.0679,-0.0884,0.8641,0.8641,
202,10.1000,-0.1258,2.0454,2.1906,2.0023,-0.0687,-0.0711,0.8406,0.8406,
203,10.1500,-0.1317,2.0535,2.2075,2.0023,-0.0694,-0.0542,0.8166,0.8166,
204,10.2000,-0.1377,2.0615,2.2238,2.0023,-0.0698,-0.0379,0.7918,0.7918,
205,10.2500,-0.1438,2.0694,2.2396,2.0023,-0.0701,-0.0221,0.7662,0.7662,
206,10.3000,-0.1501,2.0772,2.2549,2.0023,-0.0703,-0.0068,0.7400,0.7400,
207,10.3500,-0.1564,2.0849,2.2696,2.0023,-0.0703,0.0079,0.7133,0.7133,
208,10.4000,-0.1629,2.0925,2.2837,2.0023,-0.0701,0.0220,0.6860,0.6860,
209,10.4500,-0.1695,2.1000,2.2973,2.1027,-0.0706,-0.0905,1.0000,0.8360,C-06
210,10.5000,-0.1762,2.1074,2.3141,2.1027,-0.0714,-0.0738,0.8826,0.8826,
211,10.5500,-0.1831,2.1147,2.3318,2.1027,-0.0720,-0.0560,0.8455,0.8455,
212,10.6000,-0.1900,2.1219,2.3487,2.1027,-0.0725,-0.0391,0.8217,0.8217,
213,10.6500,-0.1971,2.1290,2.3652,2.1027,-0.0728,-0.0227,0.7948,0.7948,
214,10.7000,-0.2043,2.1359,2.3810,2.1027,-0.0730,-0.0068,0.7676,0.7676,
215,10.7500,-0.2116,2.1428,2.3963,2.1027,-0.0730,0.0085,0.7398,0.7398,
216,10.8000,-0.2190,2.1495,2.4111,2.1027,-0.0728,0.0232,0.7115,0.7115,
217,10.8500,-0.2265,2.1561,2.4252,2.1027,-0.0725,0.0373,0.6827,0.6827,
218,10.9000,-0.2341,2.1626,2.4387,2.1027,-0.0720,0.0509,0.6536,0.6536,
219,10.9500,-0.2417,2.1690,2.4517,2.1027,-0.0715,0.0638,0.6242,0.6242,
220,11.0000,-0.2495,2.1754,2.4640,2.2033,-0.0716,-0.0484,1.0000,0.7742,C-06
221,11.0500,-0.2573,2.1816,2.4794,2.2033,-0.0720,-0.0330,0.8141,0.8141,
222,11.1000,-0.2653,2.1876,2.4957,2.2033,-0.0722,-0.0167,0.7765,0.7765,
223,11.1500,-0.2733,2.1936,2.5112,2.2033,-0.0723,-0.0013,0.7511,0.7511,
224,11.2000,-0.2814,2.1994,2.5261,2.2033,-0.0722,0.0137,0.7231,0.7231,
225,11.2500,-0.2896,2.2052,2.5405,2.2033,-0.0720,0.0281,0.6949,0.6949,
