episode,step,sim_time_s,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,raw_throttle,safe_throttle,throttle_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,1.060000,-0.838935,-1.617296,0.383489,0.005204,0.383489,2.000000,0.000000,-0.628101,-0.589246,0.038855,0.857468,-0.500000,-1.357468,C-02;C-05,1,1,0,1,1,0,0.065102,0.589246,0.4583,-0.0263,0.2648,3,ok
