episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency
0,1,-0.001890,-0.019935,0.189568,0.102382,0.302978,8.787775,0.043442,-0.777984,-0.777984,0.000000,,0
0,2,0.007438,-0.020046,0.118680,0.102364,0.169324,0.011240,0.107062,-0.928888,-0.927984,0.000904,C-06,0
0,3,0.024447,-0.020273,0.056148,0.102154,0.106793,0.028249,0.171171,-0.770583,-0.777984,-0.007401,C-06,0
0,4,0.047802,-0.020595,0.000199,0.101855,0.050844,0.051604,0.200018,-0.669991,-0.669991,0.000000,,0
0,5,0.067797,-0.020871,-0.038408,0.101598,0.012237,0.071599,0.199887,-0.551103,-0.551103,0.000000,,0
0,6,0.091758,-0.021202,-0.074209,0.101290,-0.023564,0.095560,0.199492,-0.436548,-0.436548,0.000000,,0
0,7,0.111686,-0.021674,-0.095552,0.100826,-0.082490,0.115586,0.199224,-0.317576,-0.317576,0.000000,,0
0,8,0.131583,-0.023053,-0.106783,0.099447,-0.093721,0.135483,0.199432,-0.130138,-0.167576,-0.037438,C-06,0
0,9,0.151466,-0.025064,-0.109370,0.097436,-0.096308,0.155366,0.199851,-0.037880,-0.037880,0.000000,,0
0,10,0.175326,-0.027645,-0.107255,0.094855,-0.094193,0.179226,0.200009,0.027442,0.027442,0.000000,,0
0,11,0.199193,-0.030226,-0.102894,0.092274,-0.089832,0.203093,0.200098,0.055295,0.055295,0.000000,,0
0,12,0.219091,-0.032378,-0.098824,0.090122,-0.098631,0.222991,0.200179,0.061573,0.061573,0.000000,,0
0,13,0.239000,-0.034529,-0.092713,0.087971,-0.092521,0.242900,0.200294,0.092331,0.092331,0.000000,,0
0,14,0.262905,-0.037080,-0.085179,0.085420,-0.084986,0.266805,0.200342,0.094151,0.094151,0.000000,,0
0,15,0.286824,-0.039422,-0.078643,0.083078,-0.078451,0.290724,0.200273,0.081171,0.081171,0.000000,,0
0,16,0.306766,-0.041201,-0.074314,0.081299,-0.074314,0.310666,0.200202,0.064212,0.064212,0.000000,,0
0,17,0.326713,-0.042851,-0.070899,0.079649,-0.070899,0.330613,0.200151,0.050524,0.050524,0.000000,,0
