episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,2.160922,-1.680983,-0.038153,-0.012929,0.012331,5.002058,0.044226,0.168505,0.168505,0.000000,,0,0,0,1,1,0,-0.001109,-0.099288,0.6667,0.2568,0.2494,2,ok
0,2,2.170362,-1.680840,-0.023982,-0.012287,0.026502,5.011478,0.107834,0.170486,0.170486,0.000000,,0,0,0,1,1,0,-0.000949,-0.099243,0.6667,0.2525,0.2492,2,ok
0,3,2.187436,-1.680583,-0.011087,-0.011125,0.039397,5.028514,0.171462,0.152562,0.152562,0.000000,,0,0,0,1,1,0,0.000634,-0.082105,0.7083,0.2809,0.2480,2,ok
0,4,2.206803,-1.680291,-0.000587,-0.009962,0.039973,5.047737,0.200023,0.148638,0.148638,0.000000,,0,0,0,1,1,0,-0.006789,-0.071298,0.7292,0.6398,0.2690,2,ok
0,5,2.230802,-1.679929,0.006450,-0.008576,0.047010,5.071699,0.200019,0.078296,0.078296,0.000000,,0,0,0,1,1,0,-0.004154,-0.074043,0.6875,0.6622,0.2691,2,ok
0,6,2.250802,-1.679699,0.008193,-0.007592,0.036229,5.091568,0.200006,0.020719,0.020719,0.000000,,0,0,0,1,1,0,-0.001917,-0.081279,0.6667,0.6646,0.2661,2,ok
0,7,2.270800,-1.679474,0.021806,-0.006787,0.049842,5.111551,0.199969,0.213179,0.213179,0.000000,C-06,0,0,0,1,1,0,-0.004252,-0.094051,0.6667,0.7492,0.2718,2,ok
0,8,2.294791,-1.679205,0.032863,-0.005820,0.060899,5.135523,0.199908,0.129051,0.129051,0.000000,,0,0,0,1,1,0,0.000787,-0.098953,0.7083,0.6882,0.2676,2,ok
0,9,2.314777,-1.678905,0.040611,-0.005168,0.053874,5.155433,0.199998,-0.026585,-0.026585,0.000000,C-06,0,0,0,1,1,0,0.001295,-0.095033,0.7917,0.7581,0.2699,2,ok
0,10,2.338752,-1.677933,0.050629,-0.003781,0.063892,5.179388,0.199913,0.133759,0.133759,0.000000,C-06,0,0,0,1,1,0,0.003339,-0.095922,0.7708,0.7581,0.2652,2,ok
