episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence
0,1,-0.003898,-0.120819,0.592097,0.001577,0.705507,8.792261,0.000000,-1.000000,0.198656,1.198656,C-02;C-01;C-05,1,1,1,0,-0.252438,0.587768,0.5417
