stamp_s,why,ey_m,epsi_rad,lane_width_m,n_lines,confidence,reason
1788183772.020,unpaired,0.02326,-0.27521,0.24500,3,0.188,single_line
1788183772.020,unpaired,0.02326,-0.27521,0.24500,3,0.188,single_line
1788183772.120,unpaired,0.02113,-0.26901,0.24500,3,0.250,single_line
1788183772.170,unpaired,0.01767,-0.25245,0.24500,3,0.208,single_line
1788183772.220,unpaired,0.02426,-0.27954,0.24500,3,0.208,single_line
1788183772.270,unpaired,0.02417,-0.27974,0.24500,3,0.208,single_line
1788183772.321,unpaired,0.01842,-0.25109,0.24500,3,0.167,single_line
1788183772.420,unpaired,0.02346,-0.28077,0.24500,3,0.250,single_line
1788183772.470,unpaired,0.02416,-0.27941,0.24500,3,0.208,single_line
1788183772.520,unpaired,0.01668,-0.24658,0.24500,4,0.229,single_line
1788183772.570,unpaired,0.01839,-0.25516,0.24500,3,0.208,single_line
1788183772.670,unpaired,0.02008,-0.26042,0.24500,3,0.208,single_line
1788183772.720,bad_width,0.05306,-0.25160,0.17048,4,0.292,ok
1788183772.770,unpaired,0.03297,-0.28624,0.23010,3,0.188,single_line
1788183772.820,unpaired,0.02463,-0.24910,0.23010,3,0.208,single_line
1788183772.870,unpaired,0.03116,-0.27720,0.23010,3,0.208,single_line
1788183772.970,unpaired,0.02774,-0.26129,0.23010,4,0.208,single_line
1788183773.020,unpaired,0.03211,-0.28188,0.23010,3,0.188,single_line
1788183773.070,unpaired,0.03168,-0.27992,0.23010,3,0.229,single_line
1788183773.120,unpaired,0.02399,-0.24248,0.23010,3,0.188,single_line
1788183773.170,unpaired,0.02464,-0.24535,0.23010,3,0.188,single_line
1788183773.220,bad_width,0.05210,-0.27048,0.17804,3,0.312,ok
1788183773.320,unpaired,0.03696,-0.28041,0.21969,3,0.188,single_line
1788183773.370,unpaired,0.03203,-0.25698,0.21969,3,0.208,single_line
1788183773.420,unpaired,0.03661,-0.27851,0.21969,3,0.208,single_line
1788183773.470,unpaired,0.03699,-0.28016,0.21969,3,0.208,single_line
1788183773.520,bad_width,0.05305,-0.27795,0.17949,3,0.312,ok
1788183773.620,unpaired,0.04081,-0.27928,0.21165,3,0.188,single_line
1788183773.670,unpaired,0.04181,-0.28444,0.21165,3,0.208,single_line
1788183773.720,unpaired,0.03893,-0.27168,0.21165,3,0.208,single_line
1788183773.770,unpaired,0.02797,-0.21870,0.21165,3,0.188,single_line
1788183773.870,unpaired,0.03812,-0.26562,0.21165,3,0.188,single_line
1788183773.920,unpaired,0.03660,-0.26105,0.21165,3,0.208,single_line
1788183773.970,unpaired,0.03569,-0.25357,0.21165,3,0.167,single_line
1788183774.021,unpaired,0.03569,-0.25357,0.21165,3,0.167,single_line
1788183774.070,unpaired,0.04220,-0.28624,0.21165,3,0.188,single_line
1788183774.170,unpaired,0.03897,-0.27180,0.21165,4,0.229,single_line
1788183774.220,unpaired,0.03569,-0.25357,0.21165,3,0.167,single_line
1788183774.270,unpaired,0.03744,-0.26630,0.21165,3,0.229,single_line
1788183774.320,unpaired,0.04185,-0.28447,0.21165,3,0.188,single_line
1788183774.370,unpaired,0.03411,-0.25073,0.21165,3,0.208,single_line
1788183774.421,unpaired,0.03546,-0.25367,0.21165,3,0.208,single_line
1788183774.520,unpaired,0.04133,-0.28188,0.21165,3,0.188,single_line
1788183774.570,unpaired,-0.02366,-0.60217,0.21165,3,0.083,single_line
1788183774.620,unpaired,0.03782,-0.26440,0.21165,4,0.188,single_line
1788183774.670,unpaired,0.01418,-0.05999,0.21165,3,0.250,single_line
1788183774.721,unpaired,0.03961,-0.27539,0.21165,3,0.229,single_line
1788183774.721,unpaired,0.03961,-0.27539,0.21165,3,0.229,single_line
1788183774.870,unpaired,0.03557,-0.25654,0.21165,3,0.208,single_line
1788183774.920,bad_width,-0.02073,-0.25357,0.31234,4,0.312,ok
1788183774.970,unpaired,0.02758,-0.26365,0.23179,3,0.208,single_line
1788183775.020,unpaired,0.03205,-0.28580,0.23179,3,0.208,single_line
1788183775.120,unpaired,0.02562,-0.25357,0.23179,3,0.167,single_line
1788183775.170,bad_width,0.05348,-0.27669,0.17823,3,0.271,ok
1788183775.220,unpaired,0.03298,-0.26365,0.22107,3,0.188,single_line
1788183775.270,unpaired,0.03714,-0.28447,0.22107,3,0.188,single_line
1788183775.320,unpaired,0.02914,-0.24910,0.22107,3,0.208,single_line
1788183775.420,unpaired,0.02760,-0.23905,0.22107,3,0.167,single_line
1788183775.470,unpaired,0.03098,-0.25357,0.22107,3,0.167,single_line
1788183775.520,unpaired,0.03835,-0.29075,0.22107,3,0.188,single_line
1788183775.570,unpaired,0.03558,-0.27669,0.22107,3,0.188,single_line
1788183775.620,bad_width,-0.05203,-0.30059,0.32785,3,0.396,ok
1788183775.720,unpaired,0.02209,-0.26486,0.24243,3,0.188,single_line
1788183775.770,bad_width,0.05160,-0.27521,0.18123,3,0.292,ok
1788183775.820,unpaired,0.02911,-0.26700,0.23019,3,0.208,single_line
1788183775.870,unpaired,0.03157,-0.27941,0.23019,3,0.208,single_line
1788183776.070,unpaired,0.02360,-0.27669,0.24504,3,0.188,single_line
1788183776.120,unpaired,0.01746,-0.25121,0.24504,3,0.229,single_line
1788183776.170,bad_width,-0.34658,0.74404,0.17024,4,0.271,ok
1788183776.220,unpaired,0.02386,-0.24448,0.23008,3,0.208,single_line
1788183776.320,unpaired,0.02648,-0.25357,0.23008,3,0.167,single_line
1788183776.370,unpaired,0.03382,-0.29012,0.23008,3,0.208,single_line
1788183776.420,unpaired,0.02826,-0.26486,0.23008,3,0.188,single_line
1788183776.470,unpaired,0.02341,-0.24308,0.23008,3,0.208,single_line
1788183776.520,unpaired,0.02937,-0.26999,0.23008,3,0.250,single_line
1788183776.620,unpaired,0.03174,-0.28181,0.23008,3,0.208,single_line
1788183776.670,unpaired,0.03212,-0.28188,0.23008,3,0.188,single_line
1788183776.670,unpaired,0.03212,-0.28188,0.23008,3,0.188,single_line
1788183776.770,unpaired,0.03108,-0.27669,0.23008,3,0.188,single_line
1788183776.870,unpaired,0.02860,-0.26440,0.23008,3,0.188,single_line
1788183776.870,unpaired,0.02860,-0.26440,0.23008,3,0.188,single_line
1788183776.970,unpaired,0.02648,-0.25357,0.23008,3,0.167,single_line
1788183777.021,unpaired,0.02648,-0.25357,0.23008,3,0.167,single_line
1788183777.070,unpaired,0.02848,-0.26365,0.23008,3,0.188,single_line
1788183777.123,unpaired,0.02610,-0.25155,0.23008,3,0.167,single_line
1788183777.220,unpaired,0.03007,-0.27140,0.23008,3,0.188,single_line
1788183777.270,unpaired,0.03344,-0.28822,0.23008,3,0.208,single_line
1788183777.320,unpaired,0.03182,-0.28004,0.23008,3,0.188,single_line
1788183777.370,unpaired,0.02648,-0.25357,0.23008,3,0.167,single_line
1788183777.420,bad_width,-0.02426,-0.22319,0.31022,4,0.312,ok
1788183777.520,bad_width,0.05074,-0.26627,0.18002,3,0.292,ok
1788183777.570,unpaired,0.03071,-0.28188,0.23289,3,0.188,single_line
1788183777.620,unpaired,0.02915,-0.27423,0.23289,3,0.188,single_line
1788183777.720,unpaired,0.03189,-0.27669,0.22846,3,0.188,single_line
1788183777.820,unpaired,0.03449,-0.28963,0.22846,3,0.188,single_line
1788183777.870,unpaired,0.03189,-0.27669,0.22846,3,0.188,single_line
1788183777.921,unpaired,0.02729,-0.25357,0.22846,4,0.167,single_line
1788183777.970,unpaired,0.03345,-0.28447,0.22846,3,0.188,single_line
1788183778.120,unpaired,0.01977,-0.25008,0.24026,3,0.208,single_line
1788183778.170,unpaired,0.02720,-0.28300,0.24026,3,0.188,single_line
1788183778.220,unpaired,0.02599,-0.27669,0.24026,3,0.188,single_line
1788183778.270,unpaired,0.01853,-0.24346,0.24026,3,0.208,single_line
1788183778.320,unpaired,0.02381,-0.26562,0.24026,3,0.188,single_line
1788183778.370,unpaired,0.02356,-0.26429,0.24026,3,0.188,single_line
1788183778.470,unpaired,0.01830,-0.24294,0.24026,4,0.229,single_line
1788183778.520,unpaired,0.02139,-0.25357,0.24026,3,0.167,single_line
