timestep,raw_steer,raw_throttle
10,-0.302122,0.500000
20,0.936185,0.500000
30,-0.864931,0.500000
40,-0.948105,0.500000
50,-0.143630,0.500000
60,-1.000000,0.500000
70,0.540699,0.500000
80,0.190656,0.500000
90,-0.158559,0.500000
100,0.113576,0.500000
110,-0.096133,0.500000
120,1.000000,0.500000
130,1.000000,0.500000
140,-1.000000,0.500000
150,-1.000000,0.500000
160,0.194589,0.500000
170,0.184214,0.500000
180,0.740721,0.500000
190,0.031587,0.500000
200,-0.719534,0.500000
210,1.000000,0.500000
220,-0.458627,0.500000
230,0.120256,0.500000
240,-0.445074,0.500000
250,1.000000,0.500000
260,1.000000,0.500000
270,0.222091,0.500000
280,-1.000000,0.500000
290,0.607791,0.500000
300,-0.209614,0.500000
310,-0.007276,0.500000
320,0.443923,0.500000
330,1.000000,0.500000
340,-0.732457,0.500000
350,-1.000000,0.500000
360,0.152650,0.500000
370,-0.011913,0.500000
380,-1.000000,0.500000
390,-0.105376,0.500000
400,0.965230,0.500000
410,0.168171,0.500000
420,1.000000,0.500000
430,1.000000,0.500000
440,0.236673,0.500000
450,0.055193,0.500000
460,-0.231660,0.500000
470,1.000000,0.500000
480,-0.610654,0.500000
490,-0.112902,0.500000
500,1.000000,0.500000
510,1.000000,0.500000
520,-1.000000,0.500000
530,0.246035,0.500000
540,-1.000000,0.500000
550,1.000000,0.500000
560,1.000000,0.500000
570,-0.488502,0.500000
580,-0.043068,0.500000
590,1.000000,0.500000
600,0.935791,0.500000
610,0.659250,0.500000
620,1.000000,0.500000
630,-0.803806,0.500000
640,-0.134217,0.500000
650,-0.932401,0.500000
660,-0.462160,0.500000
670,-0.112369,0.500000
680,-0.026143,0.500000
690,-0.718226,0.500000
700,1.000000,0.500000
710,-1.000000,0.500000
720,-0.529271,0.500000
730,-1.000000,0.500000
740,0.349074,0.500000
750,-1.000000,0.500000
760,-1.000000,0.500000
770,0.222189,0.500000
780,0.887498,0.500000
790,0.993607,0.500000
800,-1.000000,0.500000
810,0.724218,0.500000
820,0.298399,0.500000
830,-0.227114,0.500000
840,0.361718,0.500000
850,0.691482,0.500000
860,0.107559,0.500000
870,1.000000,0.500000
880,-1.000000,0.500000
890,1.000000,0.500000
900,-0.555430,0.500000
910,-0.587753,0.500000
920,1.000000,0.500000
930,0.946209,0.500000
940,-1.000000,0.500000
950,-0.517694,0.500000
960,0.531061,0.500000
970,0.060825,0.500000
980,-0.606619,0.500000
990,0.039252,0.500000
1000,1.000000,0.500000
1010,1.000000,0.500000
1020,-0.544323,0.500000
1030,0.706745,0.500000
1040,-1.000000,0.500000
1050,-1.000000,0.500000
1060,-0.156479,0.500000
1070,-1.000000,0.500000
1080,0.495179,0.500000
1090,-1.000000,0.500000
1100,0.806720,0.500000
1110,-0.188419,0.500000
1120,-0.223248,0.500000
1130,-0.508344,0.500000
1140,-0.102774,0.500000
1150,0.806329,0.500000
1160,-0.253604,0.500000
1170,1.000000,0.500000
1180,1.000000,0.500000
1190,-0.568216,0.500000
1200,-0.628809,0.500000
1210,-0.594168,0.500000
1220,-0.646773,0.500000
1230,-1.000000,0.500000
1240,0.287278,0.500000
1250,1.000000,0.500000
1260,0.840198,0.500000
1270,-0.853520,0.500000
1280,1.000000,0.500000
1290,-0.430139,0.500000
1300,-1.000000,0.500000
1310,0.692293,0.500000
1320,1.000000,0.500000
1330,1.000000,0.500000
1340,-1.000000,0.500000
1350,-1.000000,0.500000
1360,-1.000000,0.500000
1370,1.000000,0.500000
1380,-0.498210,0.500000
1390,0.649061,0.500000
1400,-0.237547,0.500000
1410,-0.398531,0.500000
1420,-0.887578,0.500000
1430,1.000000,0.500000
1440,0.262499,0.500000
1450,1.000000,0.500000
1460,-0.958228,0.500000
1470,1.000000,0.500000
1480,0.301970,0.500000
1490,1.000000,0.500000
1500,-1.000000,0.500000
1510,-0.793798,0.500000
1520,-0.354391,0.500000
1530,-0.034705,0.500000
1540,-0.515389,0.500000
1550,0.369160,0.500000
1560,0.203597,0.500000
1570,-0.691644,0.500000
1580,-1.000000,0.500000
1590,0.817935,0.500000
1600,1.000000,0.500000
1610,0.660581,0.500000
1620,1.000000,0.500000
1630,-1.000000,0.500000
1640,1.000000,0.500000
1650,-1.000000,0.500000
1660,-1.000000,0.500000
1670,0.264353,0.500000
1680,0.447645,0.500000
1690,-0.705685,0.500000
1700,-0.111436,0.500000
1710,0.238945,0.500000
1720,0.295330,0.500000
1730,-0.386835,0.500000
1740,0.665486,0.500000
1750,-0.514252,0.500000
1760,-0.880137,0.500000
1770,-0.858029,0.500000
1780,-1.000000,0.500000
1790,1.000000,0.500000
1800,0.775299,0.500000
1810,0.878724,0.500000
1820,0.327813,0.500000
1830,-0.742232,0.500000
1840,0.014112,0.500000
1850,0.321509,0.500000
1860,0.282063,0.500000
1870,-0.001733,0.500000
1880,0.290148,0.500000
1890,0.903789,0.500000
1900,1.000000,0.500000
1910,0.387790,0.500000
1920,-0.629393,0.500000
1930,1.000000,0.500000
1940,1.000000,0.500000
1950,0.480544,0.500000
1960,-0.531535,0.500000
1970,1.000000,0.500000
1980,0.039934,0.500000
1990,0.905604,0.500000
2000,-1.000000,0.500000
2010,1.000000,0.500000
2020,0.533244,0.500000
2030,-1.000000,0.500000
2040,-0.097230,0.500000
2050,-0.809498,0.500000
2060,-0.913372,0.500000
2070,-1.000000,0.500000
2080,-1.000000,0.500000
2090,0.449614,0.500000
2100,1.000000,0.500000
2110,1.000000,0.500000
2120,0.282992,0.500000
2130,-0.226822,0.500000
2140,0.692805,0.500000
2150,-1.000000,0.500000
2160,1.000000,0.500000
2170,0.211700,0.500000
2180,0.996440,0.500000
2190,-0.581847,0.500000
2200,-0.520096,0.500000
2210,-1.000000,0.500000
2220,0.507912,0.500000
2230,0.772867,0.500000
2240,-0.837529,0.500000
2250,0.120106,0.500000
2260,-0.330653,0.500000
2270,-0.712947,0.500000
2280,0.429392,0.500000
2290,0.661183,0.500000
2300,1.000000,0.500000
2310,-1.000000,0.500000
2320,-0.229134,0.500000
2330,1.000000,0.500000
2340,-1.000000,0.500000
2350,-0.678014,0.500000
2360,0.413970,0.500000
2370,-0.046580,0.500000
2380,1.000000,0.500000
2390,1.000000,0.500000
2400,-1.000000,0.500000
2410,-0.584881,0.500000
2420,-0.311391,0.500000
2430,-0.044274,0.500000
2440,-0.573347,0.500000
2450,-1.000000,0.500000
2460,-1.000000,0.500000
2470,0.024804,0.500000
2480,1.000000,0.500000
2490,-0.707058,0.500000
2500,0.576341,0.500000
2510,-0.210137,0.500000
2520,0.886362,0.500000
2530,0.548147,0.500000
2540,1.000000,0.500000
2550,0.917374,0.500000
2560,-0.013766,0.500000
2570,0.433704,0.500000
2580,-0.431178,0.500000
2590,-0.774423,0.500000
2600,-0.817307,0.500000
2610,-1.000000,0.500000
2620,0.493067,0.500000
2630,-0.436285,0.500000
2640,-1.000000,0.500000
2650,1.000000,0.500000
2660,0.756306,0.500000
2670,-0.371154,0.500000
2680,-1.000000,0.500000
2690,-0.025320,0.500000
2700,-0.313906,0.500000
2710,1.000000,0.500000
2720,-0.243620,0.500000
2730,-1.000000,0.500000
2740,-0.147020,0.500000
2750,0.030931,0.500000
2760,-0.212156,0.500000
2770,-0.601374,0.500000
2780,0.539506,0.500000
2790,-1.000000,0.500000
2800,0.338338,0.500000
2810,-1.000000,0.500000
2820,0.375930,0.500000
2830,-0.710360,0.500000
2840,-0.133007,0.500000
2850,1.000000,0.500000
2860,-0.698184,0.500000
2870,0.230438,0.500000
2880,-1.000000,0.500000
2890,0.304091,0.500000
2900,-0.355711,0.500000
2910,1.000000,0.500000
2920,-1.000000,0.500000
2930,0.640814,0.500000
