episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,raw_throttle,safe_throttle,throttle_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,-0.835902,-1.611358,0.008823,0.011142,0.008823,2.003033,0.054328,-0.273001,-0.273001,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.024641,0.026600,0.6667,-0.0338,0.2666,2,ok
0,2,-0.827555,-1.611484,-0.007633,0.011016,-0.007633,2.011381,0.107334,-0.229594,-0.229594,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.023369,0.013740,0.6250,-0.0381,0.2661,2,ok
0,3,-0.810545,-1.611740,-0.024527,0.010760,-0.024527,2.028391,0.170894,0.146389,-0.079594,-0.225984,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.020916,-0.004045,0.6458,-0.0377,0.2658,2,ok
0,4,-0.791212,-1.612146,-0.020448,0.010354,-0.020448,2.047723,0.199999,0.351059,0.070406,-0.280653,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.017512,-0.025573,0.6042,-0.0339,0.2659,2,ok
0,5,-0.767215,-1.612636,-0.009915,0.009864,-0.009915,2.071720,0.200031,0.128928,0.128928,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.017646,-0.023427,0.5833,-0.0320,0.2663,2,ok
0,6,-0.747216,-1.612999,-0.006079,0.009501,-0.006079,2.091720,0.200024,0.048873,0.048873,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.018905,-0.016534,0.5208,-0.0433,0.2642,2,ok
0,7,-0.727216,-1.613220,-0.004092,0.009280,-0.004092,2.111719,0.200008,0.027074,0.027074,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.019455,-0.012271,0.5417,-0.0443,0.2643,2,ok
0,8,-0.703216,-1.613394,-0.002492,0.009106,-0.002492,2.135135,0.200004,0.018369,0.018369,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.018272,-0.007205,0.5625,-0.0245,0.2664,2,ok
0,9,-0.679216,-1.613546,0.000823,0.008954,0.000823,2.159719,0.200004,0.040331,0.040331,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.018543,-0.006109,0.5625,-0.0258,0.2664,2,ok
0,10,-0.659216,-1.613626,0.002820,0.008874,0.002820,2.179719,0.200000,0.027192,0.027192,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.018390,0.001268,0.5000,-0.0357,0.2645,2,ok
0,11,-0.639216,-1.613658,0.004592,0.008842,0.004592,2.199719,0.199998,0.024929,0.024929,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.018797,0.002003,0.4583,-0.0314,0.2651,2,ok
0,12,-0.619217,-1.613619,0.005654,0.008881,0.005654,2.219719,0.199998,0.014422,0.014422,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.017978,-0.012801,0.3333,-0.0619,0.2640,1,single_line
0,13,-0.595217,-1.613499,0.005996,0.009001,0.005996,2.243718,0.199999,0.003412,0.003412,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.017656,-0.007644,0.3125,-0.0476,0.2640,1,single_line
0,14,-0.575217,-1.613394,0.005179,0.009106,0.005179,2.263718,0.200000,-0.012211,-0.012211,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.019009,-0.015912,0.3125,-0.0750,0.2640,1,single_line
0,15,-0.555218,-1.613288,0.007934,0.009212,0.007934,2.283718,0.199997,0.043232,0.043232,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.017384,-0.004206,0.2708,-0.0355,0.2640,1,single_line
0,16,-0.535219,-1.613182,0.013143,0.009318,0.013143,2.303717,0.199986,0.076107,0.076107,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.020699,-0.022305,0.2500,-0.0899,0.2640,1,single_line
