episode,step,sim_time_s,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,raw_throttle,safe_throttle,throttle_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,0.980000,-0.838935,-1.554500,0.412468,0.068000,0.412468,2.000000,0.000000,-0.142209,0.042475,0.184683,0.813573,-0.500000,-1.313573,C-02;C-01;C-05,1,1,0,1,1,0,-0.148317,0.649745,0.6250,-0.0549,0.2680,2,ok
