timestamp,mode,cage_version,raw_steering,raw_throttle,safe_steering,safe_throttle,emergency,rules_fired,cycles_since_last_state,oscillation_persistent,osc_rate_c01,osc_rate_c02,osc_rate_c03,ey,epsi,speed,kappa_ahead
1788187658.007492,monitoring,0.6.1,-0.1847052425146103,0.8006041049957275,-0.1847052425146103,0.8006041049957275,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29246325426771774,0.34525736097538995,0.0003124671486995356,-0.7330982719116587
1788187658.111021,monitoring,0.6.1,-0.18452244997024536,0.8006821274757385,-0.18452244997024536,0.8006821274757385,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2946498123757282,0.3574448370706818,0.00012029438284926454,-0.7224334505507839
1788187658.213938,monitoring,0.6.1,-0.18132467567920685,0.8006715178489685,-0.18132467567920685,0.8006715178489685,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2968995906737768,0.3574448370706818,0.00036428087242158894,-0.7144714675765502
1788187658.311460,monitoring,0.6.1,-0.18458452820777893,0.8011647462844849,-0.18458452820777893,0.8011647462844849,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2968995906737768,0.3574448370706818,0.00036428087242158894,-0.7144714675765502
1788187658.417505,monitoring,0.6.1,-0.1828603446483612,0.8015535473823547,-0.1828603446483612,0.8015535473823547,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29487470978526076,0.3574448370706818,0.00016543632635525484,-0.7305162511279202
1788187658.507720,monitoring,0.6.1,-0.18330462276935577,0.8011119365692139,-0.18330462276935577,0.8011119365692139,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29487470978526076,0.3574448370706818,0.00016543632635525484,-0.7305162511279202
1788187658.615893,monitoring,0.6.1,-0.18417753279209137,0.8019808828830719,-0.18417753279209137,0.8019808828830719,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29376161454702177,0.34525736097538995,0.00015602064575580325,-0.7261344363188569
1788187658.715903,monitoring,0.6.1,-0.18264968693256378,0.8018260896205902,-0.18264968693256378,0.8018260896205902,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2985244654823911,0.34525736097538995,0.00012430127236684604,-0.7125788010970567
1788187658.795675,monitoring,0.6.1,-0.1831004023551941,0.8007818758487701,-0.1831004023551941,0.8007818758487701,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.2985244654823911,0.34525736097538995,0.00012430127236684604,-0.7125788010970567
1788187658.910088,monitoring,0.6.1,-0.18356241285800934,0.8004982173442841,-0.18356241285800934,0.8004982173442841,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29141578763111153,0.3574448370706818,0.00027238991429563876,-0.7444288184064171
1788187658.995577,monitoring,0.6.1,-0.1823386549949646,0.8023722767829895,-0.1823386549949646,0.8023722767829895,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29141578763111153,0.3574448370706818,0.00027238991429563876,-0.7444288184064171
1788187659.091270,monitoring,0.6.1,-0.18267329037189484,0.8012901842594147,-0.18267329037189484,0.8012901842594147,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29141578763111153,0.3574448370706818,0.00027238991429563876,-0.7444288184064171
1788187659.211157,monitoring,0.6.1,-0.18301308155059814,0.8005684018135071,-0.18301308155059814,0.8005684018135071,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29469651740258096,0.3574448370706818,7.342700240783022e-05,-0.7168065952642741
1788187659.283500,monitoring,0.6.1,-0.18151915073394775,0.8009530901908875,-0.18151915073394775,0.8009530901908875,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29469651740258096,0.3574448370706818,7.342700240783022e-05,-0.7168065952642741
1788187659.525532,monitoring,0.6.1,-0.18496865034103394,0.8013589084148407,-0.18496865034103394,0.8013589084148407,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29644063347240374,0.3733166522485431,0.00024702696871852566,-0.7125628779812321
1788187659.607269,monitoring,0.6.1,-0.18739457428455353,0.8008603453636169,-0.18739457428455353,0.8008603453636169,1,C-01;C-05,0,0,0.0,0.0,0.0,-0.29881789438603384,0.3574448370706818,5.5024067203009244e-05,-0.7046454395798467
