episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency
0,1,-0.001320,-0.112210,-0.029602,0.010335,0.083808,8.792361,0.049543,0.011881,0.011881,0.000000,,0
0,2,0.008755,-0.112419,-0.031450,0.009994,0.019195,0.012645,0.113129,-0.022552,-0.022552,0.000000,,0
0,3,0.026459,-0.112928,-0.030781,0.009501,0.019864,0.030350,0.176744,0.008309,0.008309,0.000000,,0
0,4,0.050046,-0.113581,-0.033250,0.008871,0.017395,0.053938,0.199966,-0.030102,-0.030102,0.000000,,0
0,5,0.070034,-0.114131,-0.037148,0.008340,0.013497,0.073926,0.199939,-0.056663,-0.056663,0.000000,,0
0,6,0.094015,-0.114811,-0.041795,0.007683,0.008850,0.097908,0.199918,-0.056183,-0.056183,0.000000,,0
0,7,0.113996,-0.115504,-0.044705,0.006996,-0.031643,0.117896,0.199931,-0.042191,-0.042191,0.000000,,0
0,8,0.133978,-0.116374,-0.039988,0.006126,-0.026926,0.137878,0.200028,0.070627,0.070627,0.000000,,0
0,9,0.153965,-0.117245,-0.032601,0.005255,-0.019539,0.157865,0.200081,0.107397,0.107397,0.000000,,0
0,10,0.177955,-0.118290,-0.023823,0.004210,-0.010761,0.181855,0.200131,0.105306,0.105306,0.000000,,0
0,11,0.201950,-0.119196,-0.016780,0.003304,-0.003718,0.203900,0.200090,0.083883,0.083883,0.000000,,0
0,12,0.221948,-0.119737,-0.012652,0.002763,-0.012460,0.225848,0.200047,0.058641,0.058641,0.000000,,0
0,13,0.241947,-0.120228,-0.007575,0.002272,-0.007382,0.245847,0.200047,0.072355,0.072355,0.000000,,0
0,14,0.265947,-0.120677,-0.001989,0.001823,-0.001796,0.269847,0.200026,0.065910,0.065910,0.000000,,0
0,15,0.289947,-0.120928,0.002236,0.001572,0.002428,0.293847,0.200007,0.049625,0.049625,0.000000,,0
0,16,0.309947,-0.120998,0.004529,0.001502,0.004529,0.313847,0.199999,0.032298,0.032298,0.000000,,0
0,17,0.329946,-0.120977,0.005935,0.001523,0.005935,0.333847,0.199997,0.019669,0.019669,0.000000,,0
0,18,0.349946,-0.120896,0.006690,0.001604,0.006690,0.353846,0.199998,0.010622,0.010622,0.000000,,0
0,19,0.373946,-0.120755,0.007086,0.001745,0.007086,0.377846,0.199999,0.004646,0.004646,0.000000,,0
0,20,0.397945,-0.120588,0.007153,0.001912,0.007153,0.401845,0.200000,0.000758,0.000758,0.000000,,0
0,21,0.417944,-0.120448,0.007053,0.002052,0.007053,0.421844,0.200000,-0.001444,-0.001444,0.000000,,0
0,22,0.437944,-0.120308,0.006882,0.002192,0.006882,0.441844,0.200000,-0.002436,-0.002436,0.000000,,0
0,23,0.457943,-0.120168,0.006690,0.002332,0.006690,0.461844,0.200000,-0.002736,-0.002736,0.000000,,0
0,24,0.481943,-0.120000,0.006463,0.002500,0.006463,0.485843,0.200001,-0.002688,-0.002688,0.000000,,0
0,25,0.501943,-0.119862,0.006288,0.002638,0.006288,0.503900,0.200001,-0.002470,-0.002470,0.000000,,0
0,26,0.521942,-0.119729,0.006130,0.002771,0.006130,0.525842,0.200001,-0.002249,-0.002249,0.000000,,0
