episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,raw_throttle,safe_throttle,throttle_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,-0.836037,-1.614206,0.059542,0.008294,0.059542,2.002898,0.054772,0.751773,0.751773,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.019112,0.009735,0.8125,-0.0204,0.2675,3,ok
0,2,-0.827670,-1.614080,0.109624,0.008420,0.109624,2.011266,0.107251,0.748291,0.748291,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.020080,0.012780,0.8125,-0.0301,0.2689,3,ok
0,3,-0.810870,-1.613385,0.153572,0.009115,0.153572,2.028066,0.164402,-0.593838,-0.593838,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.028645,0.092583,0.7708,-0.0108,0.2668,3,ok
0,4,-0.791707,-1.610968,0.115230,0.011532,0.115230,2.047228,0.200077,-0.597086,-0.597086,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.037695,0.162341,0.6875,-0.0134,0.2653,3,ok
0,5,-0.767860,-1.608272,0.113726,0.014228,0.113726,2.071076,0.199960,0.026381,0.026381,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.037020,0.120805,0.7083,-0.0359,0.2660,3,ok
0,6,-0.747986,-1.606012,0.111001,0.016488,0.111001,2.090949,0.200048,-0.045484,-0.045484,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.036845,0.114942,0.6458,-0.0023,0.2672,3,ok
0,7,-0.728112,-1.603797,0.114113,0.018703,0.114113,2.110823,0.199930,0.056151,0.056151,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.038881,0.115142,0.6250,0.0005,0.2667,3,ok
0,8,-0.704298,-1.601144,0.136328,0.021356,0.136328,2.134638,0.199403,0.306128,0.306128,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.039714,0.116823,0.6458,-0.0025,0.2654,3,ok
0,9,-0.680494,-1.597885,0.116451,0.024615,0.116451,2.158441,0.200500,-0.291055,-0.291055,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.046234,0.125341,0.7083,-0.0183,0.2669,3,ok
0,10,-0.660610,-1.595147,0.098420,0.027353,0.098420,2.178326,0.200888,-0.272320,-0.272320,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.048758,0.120838,0.7083,-0.0087,0.2661,3,ok
0,11,-0.640709,-1.593125,0.102156,0.029375,0.102156,2.198227,0.199931,0.084000,0.084000,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.049027,0.108971,0.7083,-0.0134,0.2635,3,ok
0,12,-0.620808,-1.591084,0.095917,0.031416,0.095917,2.218128,0.200123,-0.111828,-0.111828,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.051937,0.098763,0.6875,-0.0141,0.2676,3,ok
0,13,-0.596906,-1.588628,0.084836,0.033872,0.084836,2.242029,0.200321,-0.140487,-0.140487,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.053424,0.101400,0.6875,-0.0207,0.2687,3,ok
0,14,-0.576982,-1.586868,0.090737,0.035632,0.090737,2.261953,0.199941,0.108331,0.108331,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.055230,0.089514,0.6667,-0.0317,0.2665,3,ok
0,15,-0.557055,-1.585052,0.078231,0.037448,0.078231,2.281880,0.200207,-0.216557,-0.216557,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.055842,0.085973,0.6250,-0.0053,0.2679,3,ok
0,16,-0.537100,-1.583230,0.053012,0.039270,0.053012,2.301836,0.200533,-0.388450,-0.388450,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.058939,0.088130,0.5833,-0.0401,0.2631,3,ok
0,17,-0.517123,-1.581852,0.045119,0.040648,0.045119,2.321812,0.200209,-0.093978,-0.093978,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.056979,0.071675,0.6875,-0.0256,0.2632,3,ok
0,18,-0.493141,-1.580323,0.029671,0.042177,0.029671,2.345795,0.200313,-0.194225,-0.194225,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.056405,0.049495,0.7083,-0.0219,0.2657,3,ok
0,19,-0.469147,-1.578942,0.015456,0.043558,0.015456,2.369789,0.200237,-0.168634,-0.168634,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.056667,0.037528,0.7292,-0.0270,0.2663,3,ok
0,20,-0.449150,-1.578547,0.021002,0.043953,0.021002,2.389785,0.199987,0.103919,0.103919,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.054913,0.020760,0.7292,-0.0048,0.2646,3,ok
0,21,-0.429156,-1.578204,0.027853,0.044296,0.027853,2.409779,0.199954,0.098052,0.098052,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.055520,0.021039,0.7292,-0.0076,0.2638,3,ok
0,22,-0.409166,-1.577862,0.035059,0.044638,0.035059,2.429770,0.199909,0.104485,0.104485,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.057157,0.031762,0.6875,-0.0170,0.2645,3,ok
0,23,-0.385187,-1.577451,0.049151,0.045049,0.049151,2.453748,0.199794,0.173990,0.173990,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.058484,0.035019,0.6875,-0.0079,0.2656,3,ok
0,24,-0.365218,-1.577072,0.062098,0.045428,0.062098,2.473717,0.199679,0.190709,0.190709,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.058956,0.050483,0.6250,0.0117,0.2643,3,ok
0,25,-0.345249,-1.575913,0.044689,0.046587,0.044689,2.493686,0.200161,-0.312420,-0.312420,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.062307,0.055794,0.6250,-0.0072,0.2685,3,ok
0,26,-0.325260,-1.574694,0.019583,0.047806,0.019583,2.513675,0.200327,-0.367108,-0.367108,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.063295,0.055345,0.6042,-0.0075,0.2667,3,ok
0,27,-0.301262,-1.573547,0.004015,0.048953,0.004015,2.535635,0.200165,-0.171215,-0.171215,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.061066,0.037760,0.6667,-0.0152,0.2633,3,ok
0,28,-0.277262,-1.572855,-0.008423,0.049645,-0.008423,2.561673,0.200046,-0.145223,-0.145223,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.059288,0.011944,0.7500,-0.0110,0.2637,3,ok
0,29,-0.257263,-1.572990,-0.008863,0.049510,-0.008863,2.581673,0.200001,0.005894,0.005894,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.058923,-0.002028,0.7500,-0.0139,0.2642,3,ok
0,30,-0.233264,-1.573211,0.019808,0.049289,0.019808,2.605671,0.199975,0.379717,0.379717,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.059009,-0.007751,0.7292,-0.0243,0.2675,3,ok
0,31,-0.209270,-1.572858,0.024497,0.049642,0.024497,2.629665,0.199972,0.031889,0.031889,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.061804,0.015298,0.6667,-0.0172,0.2674,3,ok
0,32,-0.185280,-1.572426,0.031854,0.050074,0.031854,2.653656,0.199933,0.091522,0.091522,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.062382,0.027226,0.6667,-0.0107,0.2651,3,ok
0,33,-0.161293,-1.571732,0.033566,0.050768,0.033566,2.677643,0.199979,0.016203,0.016203,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.062186,0.034434,0.6250,0.0088,0.2650,3,ok
0,34,-0.141299,-1.571075,0.010623,0.051425,0.010623,2.697636,0.200094,-0.380527,-0.380527,0.000000,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.064374,0.032471,0.5833,0.0080,0.2676,3,ok
