episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency
0,1,-0.003758,0.024919,0.336208,0.147023,0.449618,8.783026,0.000000,-1.000000,-0.040535,0.959465,C-02;C-01;C-05,1
