timestamp,mode,cage_version,raw_steering,raw_throttle,safe_steering,safe_throttle,emergency,rules_fired,cycles_since_last_state,oscillation_persistent,osc_rate_c01,osc_rate_c02,osc_rate_c03
0.000000,enforcement,0.5.0,-0.5323940052268687,0.5,-0.5323940052268687,0.5,0,,0,0,0.0,0.0,0.0
0.050000,enforcement,0.5.0,-0.2349472213487294,0.5,-0.3823940052268687,0.5,0,C-06,0,0,0.0,0.0,0.0
0.100000,enforcement,0.5.0,-0.21925421400100376,0.5,-0.23239400522686873,0.5,0,C-06,0,0,0.0,0.0,0.0
0.150000,enforcement,0.5.0,-0.21024951751204385,0.5,-0.21024951751204385,0.5,0,,0,0,0.0,0.0,0.0
0.200000,enforcement,0.5.0,-0.20201753615220797,0.5,-0.20201753615220797,0.5,0,,0,0,0.0,0.0,0.0
0.250000,enforcement,0.5.0,-0.19388569825506066,0.5,-0.19388569825506066,0.5,0,,0,0,0.0,0.0,0.0
0.300000,enforcement,0.5.0,-0.18583156247130822,0.5,-0.18583156247130822,0.5,0,,0,0,0.0,0.0,0.0
0.350000,enforcement,0.5.0,-0.1778603245494424,0.5,-0.1778603245494424,0.5,0,,0,0,0.0,0.0,0.0
0.400000,enforcement,0.5.0,-0.16997698521915958,0.5,-0.16997698521915958,0.5,0,,0,0,0.0,0.0,0.0
0.450000,enforcement,0.5.0,-0.1621862973319272,0.5,-0.1621862973319272,0.5,0,,0,0,0.0,0.0,0.0
0.500000,enforcement,0.5.0,-0.15449276927691954,0.5,-0.15449276927691954,0.5,0,,0,0,0.0,0.0,0.0
0.550000,enforcement,0.5.0,-0.14690066864145698,0.5,-0.14690066864145698,0.5,0,,0,0,0.0,0.0,0.0
0.600000,enforcement,0.5.0,-0.1394140259924485,0.5,-0.1394140259924485,0.5,0,,0,0,0.0,0.0,0.0
0.650000,enforcement,0.5.0,-0.13203663876869587,0.5,-0.13203663876869587,0.5,0,,0,0,0.0,0.0,0.0
0.700000,enforcement,0.5.0,-0.12477207527460155,0.5,-0.12477207527460155,0.5,0,,0,0,0.0,0.0,0.0
0.750000,enforcement,0.5.0,-0.11762367876625485,0.5,-0.11762367876625485,0.5,0,,0,0,0.0,0.0,0.0
0.800000,enforcement,0.5.0,-0.11059457162128596,0.5,-0.11059457162128596,0.5,0,,0,0,0.0,0.0,0.0
0.850000,enforcement,0.5.0,-0.10368765958430345,0.5,-0.10368765958430345,0.5,0,,0,0,0.0,0.0,0.0
0.900000,enforcement,0.5.0,-0.0969056360801015,0.5,-0.0969056360801015,0.5,0,,0,0,0.0,0.0,0.0
0.950000,enforcement,0.5.0,-0.09025098658722228,0.5,-0.09025098658722228,0.5,0,,0,0,0.0,0.0,0.0
1.000000,enforcement,0.5.0,-0.08372599306480899,0.5,-0.08372599306480899,0.5,0,,0,0,0.0,0.0,0.0
1.050000,enforcement,0.5.0,-0.07733273842603605,0.5,-0.07733273842603605,0.5,0,,0,0,0.0,0.0,0.0
1.100000,enforcement,0.5.0,-0.07107311105173235,0.5,-0.07107311105173235,0.5,0,,0,0,0.0,0.0,0.0
1.150000,enforcement,0.5.0,-0.06494880933813255,0.5,-0.06494880933813255,0.5,0,,0,0,0.0,0.0,0.0
1.200000,enforcement,0.5.0,-0.058961346272975085,0.5,-0.058961346272975085,0.5,0,,0,0,0.0,0.0,0.0
1.250000,enforcement,0.5.0,-0.05311205403446888,0.5,-0.05311205403446888,0.5,0,,0,0,0.0,0.0,0.0
1.300000,enforcement,0.5.0,-0.047402088607898366,0.5,-0.047402088607898366,0.5,0,,0,0,0.0,0.0,0.0
1.350000,enforcement,0.5.0,-0.04183243441490053,0.5,-0.04183243441490053,0.5,0,,0,0,0.0,0.0,0.0
1.400000,enforcement,0.5.0,-0.03640390895067876,0.5,-0.03640390895067876,0.5,0,,0,0,0.0,0.0,0.0
1.450000,enforcement,0.5.0,-0.031117167424644265,0.5,-0.031117167424644265,0.5,0,,0,0,0.0,0.0,0.0
1.500000,enforcement,0.5.0,-0.0259727074001872,0.5,-0.0259727074001872,0.5,0,,0,0,0.0,0.0,0.0
1.550000,enforcement,0.5.0,-0.020970873429471737,0.5,-0.020970873429471737,0.5,0,,0,0,0.0,0.0,0.0
1.600000,enforcement,0.5.0,-0.01611186167934342,0.5,-0.01611186167934342,0.5,0,,0,0,0.0,0.0,0.0
1.650000,enforcement,0.5.0,-0.011395724544603192,0.5,-0.011395724544603192,0.5,0,,0,0,0.0,0.0,0.0
1.700000,enforcement,0.5.0,-0.0068223752450728425,0.5,-0.0068223752450728425,0.5,0,,0,0,0.0,0.0,0.0
1.750000,enforcement,0.5.0,-0.0023915924030271096,0.5,-0.0023915924030271096,0.5,0,,0,0,0.0,0.0,0.0
1.800000,enforcement,0.5.0,0.0018969754022842011,0.5,0.0018969754022842011,0.5,0,,0,0,0.0,0.0,0.0
1.850000,enforcement,0.5.0,0.006043805106167921,0.5,0.006043805106167921,0.5,0,,0,0,0.0,0.0,0.0
1.900000,enforcement,0.5.0,0.01004949465907945,0.5,0.01004949465907945,0.5,0,,0,0,0.0,0.0,0.0
1.950000,enforcement,0.5.0,0.013914758559168447,0.5,0.013914758559168447,0.5,0,,0,0,0.0,0.0,0.0
2.000000,enforcement,0.5.0,0.017640423419547774,0.5,0.017640423419547774,0.5,0,,0,0,0.0,0.0,0.0
2.050000,enforcement,0.5.0,0.021227423572946783,0.5,0.021227423572946783,0.5,0,,0,0,0.0,0.0,0.0
2.100000,enforcement,0.5.0,0.024676796716304017,0.5,0.024676796716304017,0.5,0,,0,0,0.0,0.0,0.0
2.150000,enforcement,0.5.0,0.027989679597753406,0.5,0.027989679597753406,0.5,0,,0,0,0.0,0.0,0.0
2.200000,enforcement,0.5.0,0.031167303748357925,0.5,0.031167303748357925,0.5,0,,0,0,0.0,0.0,0.0
2.250000,enforcement,0.5.0,0.034210991260850074,0.5,0.034210991260850074,0.5,0,,0,0,0.0,0.0,0.0
2.300000,enforcement,0.5.0,0.03712215061755077,0.5,0.03712215061755077,0.5,0,,0,0,0.0,0.0,0.0
2.350000,enforcement,0.5.0,0.039902272569541555,0.5,0.039902272569541555,0.5,0,,0,0,0.0,0.0,0.0
2.400000,enforcement,0.5.0,0.04255292606908563,0.5,0.04255292606908563,0.5,0,,0,0,0.0,0.0,0.0
2.450000,enforcement,0.5.0,0.04507575425719905,0.5,0.04507575425719905,0.5,0,,0,0,0.0,0.0,0.0
2.500000,enforcement,0.5.0,0.04747247050819535,0.5,0.04747247050819535,0.5,0,,0,0,0.0,0.0,0.0
2.550000,enforcement,0.5.0,0.04974485453294039,0.5,0.04974485453294039,0.5,0,,0,0,0.0,0.0,0.0
2.600000,enforcement,0.5.0,0.051894748542470816,0.5,0.051894748542470816,0.5,0,,0,0,0.0,0.0,0.0
2.650000,enforcement,0.5.0,0.05392405347354886,0.5,0.05392405347354886,0.5,0,,0,0,0.0,0.0,0.0
2.700000,enforcement,0.5.0,0.055834725277644714,0.5,0.055834725277644714,0.5,0,,0,0,0.0,0.0,0.0
2.750000,enforcement,0.5.0,0.057628771274752855,0.5,0.057628771274752855,0.5,0,,0,0,0.0,0.0,0.0
2.800000,enforcement,0.5.0,0.05930824657337264,0.5,0.05930824657337264,0.5,0,,0,0,0.0,0.0,0.0
2.850000,enforcement,0.5.0,0.06087525055789722,0.5,0.06087525055789722,0.5,0,,0,0,0.0,0.0,0.0
2.900000,enforcement,0.5.0,0.06233192344457712,0.5,0.06233192344457712,0.5,0,,0,0,0.0,0.0,0.0
2.950000,enforcement,0.5.0,0.06368044290714148,0.5,0.06368044290714148,0.5,0,,0,0,0.0,0.0,0.0
3.000000,enforcement,0.5.0,0.06492302077308044,0.5,0.06492302077308044,0.5,0,,0,0,0.0,0.0,0.0
3.050000,enforcement,0.5.0,0.06606189979150984,0.5,0.06606189979150984,0.5,0,,0,0,0.0,0.0,0.0
3.100000,enforcement,0.5.0,0.06709935047345905,0.5,0.06709935047345905,0.5,0,,0,0,0.0,0.0,0.0
3.150000,enforcement,0.5.0,0.06803766800534132,0.5,0.06803766800534132,0.5,0,,0,0,0.0,0.0,0.0
3.200000,enforcement,0.5.0,0.06887916923628684,0.5,0.06887916923628684,0.5,0,,0,0,0.0,0.0,0.0
3.250000,enforcement,0.5.0,0.06962618973993577,0.5,0.06962618973993577,0.5,0,,0,0,0.0,0.0,0.0
3.300000,enforcement,0.5.0,0.07028108095121136,0.5,0.07028108095121136,0.5,0,,0,0,0.0,0.0,0.0
3.350000,enforcement,0.5.0,0.07084620737851176,0.5,0.07084620737851176,0.5,0,,0,0,0.0,0.0,0.0
3.400000,enforcement,0.5.0,0.07132394389168115,0.5,0.07132394389168115,0.5,0,,0,0,0.0,0.0,0.0
3.450000,enforcement,0.5.0,0.07171667308604268,0.5,0.07171667308604268,0.5,0,,0,0,0.0,0.0,0.0
3.500000,enforcement,0.5.0,0.07202678272269818,0.5,0.07202678272269818,0.5,0,,0,0,0.0,0.0,0.0
3.550000,enforcement,0.5.0,0.07225666324522279,0.5,0.07225666324522279,0.5,0,,0,0,0.0,0.0,0.0
3.600000,enforcement,0.5.0,0.07240870537280888,0.5,0.07240870537280888,0.5,0,,0,0,0.0,0.0,0.0
3.650000,enforcement,0.5.0,0.07248529776983757,0.5,0.07248529776983757,0.5,0,,0,0,0.0,0.0,0.0
3.700000,enforcement,0.5.0,0.07248882479178514,0.5,0.07248882479178514,0.5,0,,0,0,0.0,0.0,0.0
3.750000,enforcement,0.5.0,0.0724216643072989,0.5,0.0724216643072989,0.5,0,,0,0,0.0,0.0,0.0
3.800000,enforcement,0.5.0,0.07228618559620861,0.5,0.07228618559620861,0.5,0,,0,0,0.0,0.0,0.0
3.850000,enforcement,0.5.0,0.07208474732317004,0.5,0.07208474732317004,0.5,0,,0,0,0.0,0.0,0.0
3.900000,enforcement,0.5.0,0.07181969558657228,0.5,0.07181969558657228,0.5,0,,0,0,0.0,0.0,0.0
3.950000,enforcement,0.5.0,0.07149336204227462,0.5,0.07149336204227462,0.5,0,,0,0,0.0,0.0,0.0
4.000000,enforcement,0.5.0,0.07110806210167692,0.5,0.07110806210167692,0.5,0,,0,0,0.0,0.0,0.0
4.050000,enforcement,0.5.0,0.07066609320356661,0.5,0.07066609320356661,0.5,0,,0,0,0.0,0.0,0.0
4.100000,enforcement,0.5.0,0.07016973315912695,0.5,0.07016973315912695,0.5,0,,0,0,0.0,0.0,0.0
4.150000,enforcement,0.5.0,0.06962123856943492,0.5,0.06962123856943492,0.5,0,,0,0,0.0,0.0,0.0
4.200000,enforcement,0.5.0,0.06902284331472232,0.5,0.06902284331472232,0.5,0,,0,0,0.0,0.0,0.0
4.250000,enforcement,0.5.0,0.06837675711462295,0.5,0.06837675711462295,0.5,0,,0,0,0.0,0.0,0.0
4.300000,enforcement,0.5.0,0.06768516415857778,0.5,0.06768516415857778,0.5,0,,0,0,0.0,0.0,0.0
4.350000,enforcement,0.5.0,0.06695022180552362,0.5,0.06695022180552362,0.5,0,,0,0,0.0,0.0,0.0
4.400000,enforcement,0.5.0,0.06617405935194587,0.5,0.06617405935194587,0.5,0,,0,0,0.0,0.0,0.0
4.450000,enforcement,0.5.0,0.06535877686733219,0.5,0.06535877686733219,0.5,0,,0,0,0.0,0.0,0.0
4.500000,enforcement,0.5.0,0.06450644409602586,0.5,0.06450644409602586,0.5,0,,0,0,0.0,0.0,0.0
4.550000,enforcement,0.5.0,0.06361909942443744,0.5,0.06361909942443744,0.5,0,,0,0,0.0,0.0,0.0
4.600000,enforcement,0.5.0,0.06269874891253967,0.5,0.06269874891253967,0.5,0,,0,0,0.0,0.0,0.0
4.650000,enforcement,0.5.0,0.06174736538853648,0.5,0.06174736538853648,0.5,0,,0,0,0.0,0.0,0.0
4.700000,enforcement,0.5.0,0.06076688760556691,0.5,0.06076688760556691,0.5,0,,0,0,0.0,0.0,0.0
4.750000,enforcement,0.5.0,0.05975921945927583,0.5,0.05975921945927583,0.5,0,,0,0,0.0,0.0,0.0
4.800000,enforcement,0.5.0,0.05872622926505735,0.5,0.05872622926505735,0.5,0,,0,0,0.0,0.0,0.0
4.850000,enforcement,0.5.0,0.05766974909375368,0.5,0.05766974909375368,0.5,0,,0,0,0.0,0.0,0.0
4.900000,enforcement,0.5.0,0.05659157416456915,0.5,0.05659157416456915,0.5,0,,0,0,0.0,0.0,0.0
4.950000,enforcement,0.5.0,0.05549346229394134,0.5,0.05549346229394134,0.5,0,,0,0,0.0,0.0,0.0
5.000000,enforcement,0.5.0,0.05437713339909277,0.5,0.05437713339909277,0.5,0,,0,0,0.0,0.0,0.0
5.050000,enforcement,0.5.0,0.05324426905497226,0.46236250582765775,0.05324426905497226,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.100000,enforcement,0.5.0,0.052096512103280854,0.46236250582765775,0.052096512103280854,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.150000,enforcement,0.5.0,0.05093546631226739,0.46236250582765775,0.05093546631226739,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.200000,enforcement,0.5.0,0.049762696085968644,0.46236250582765775,0.049762696085968644,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.250000,enforcement,0.5.0,0.04857972622156149,0.46236250582765775,0.04857972622156149,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.300000,enforcement,0.5.0,0.04738804171349001,0.46236250582765775,0.04738804171349001,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.350000,enforcement,0.5.0,0.046189087603025196,0.46236250582765775,0.046189087603025196,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.400000,enforcement,0.5.0,0.04498426887191397,0.46236250582765775,0.04498426887191397,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.450000,enforcement,0.5.0,0.043774950378773075,0.46236250582765775,0.043774950378773075,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.500000,enforcement,0.5.0,0.04256245683688462,0.46236250582765775,0.04256245683688462,0.46236250582765775,0,,0,0,0.0,0.0,0.0
5.550000,enforcement,0.5.0,0.0413480728320525,0.38717938980242295,0.0413480728320525,0.38717938980242295,0,,0,0,0.0,0.0,0.0
