timestep,ep_rew_mean,ep_len_mean,explained_variance,value_loss,entropy,approx_kl,clip_fraction,std,intervention_rate,emergency_rate,int_rate_C-01,int_rate_C-02,int_rate_C-03,int_rate_C-04,int_rate_C-05,int_rate_C-06
1024,21.022170,53.684,nan,nan,nan,nan,nan,nan,0.963867,0.012695,0.030273,0.000000,0.139648,0.001953,0.010742,0.958984
2048,23.312903,49.780,0.005311,0.827443,2.823852,0.014294,0.109570,0.986798,0.963867,0.015625,0.024414,0.000000,0.150391,0.000977,0.011719,0.958984
3072,18.278799,42.986,-0.241220,0.502726,2.805438,0.085383,0.180664,0.980535,0.958008,0.019531,0.041992,0.002930,0.155273,0.000977,0.013672,0.950195
4096,14.173271,38.210,0.550868,0.367096,2.798182,0.015888,0.152051,0.980634,0.959961,0.018555,0.031250,0.007812,0.216797,0.002930,0.011719,0.947266
5120,16.113426,37.390,-0.184394,0.706470,2.800301,0.613147,0.173948,0.981543,0.958008,0.019531,0.012695,0.000000,0.147461,0.002930,0.019531,0.957031
6144,18.371904,39.210,0.359935,0.328382,2.792661,0.021239,0.196191,0.973727,0.967773,0.019531,0.002930,0.000000,0.119141,0.002930,0.015625,0.958984
7168,25.660043,44.690,0.325040,0.300697,2.787304,0.043866,0.226562,0.976380,0.967773,0.013672,0.041016,0.000000,0.134766,0.002930,0.011719,0.961914
8192,29.155787,47.080,0.424551,0.343915,2.786403,0.034290,0.246973,0.971787,0.970703,0.014648,0.010742,0.000000,0.142578,0.003906,0.011719,0.962891
9216,34.479758,51.740,0.325481,0.410465,2.782828,0.038529,0.280273,0.973647,0.976562,0.010742,0.041992,0.000000,0.130859,0.000977,0.008789,0.965820
10240,37.385776,52.960,0.602978,0.256480,2.783389,0.042164,0.283398,0.971872,0.968750,0.016602,0.017578,0.000000,0.187500,0.003906,0.015625,0.954102
11264,41.504223,57.520,0.497738,0.319693,2.778086,0.060262,0.340918,0.967725,0.971680,0.010742,0.000000,0.000000,0.089844,0.001953,0.009766,0.968750
