timestamp,mode,cage_version,raw_steering,raw_throttle,safe_steering,safe_throttle,emergency,rules_fired,cycles_since_last_state,oscillation_persistent,osc_rate_c01,osc_rate_c02,osc_rate_c03,ey,epsi,speed,kappa_ahead
1788168523.243398,monitoring,0.6.1,0.002608989365398884,0.8691116571426392,0.002608989365398884,0.8691116571426392,0,,0,0,0.0,0.0,0.0,-0.014808494705106964,-0.0031505154338018876,8.9732595340337e-05,0.13338433942890465
1788168523.363511,monitoring,0.6.1,0.0027904037851840258,0.8680529892444611,0.0027904037851840258,0.8680529892444611,0,,0,0,0.0,0.0,0.0,-0.014454830432019498,-0.0031505154338018876,0.000300086839197998,0.13037747664341973
1788168523.433416,monitoring,0.6.1,0.0030720620416104794,0.8679207861423492,0.0030720620416104794,0.8679207861423492,0,,0,0,0.0,0.0,0.0,-0.014454830432019498,-0.0031505154338018876,0.000300086839197998,0.13037747664341973
1788168523.537983,monitoring,0.6.1,0.0029146531596779823,0.8666450083255768,0.0029146531596779823,0.8666450083255768,0,,0,0,0.0,0.0,0.0,-0.014796484924757249,-0.0031505154338018876,0.00018764632111238486,0.1314006860018695
1788168523.634802,monitoring,0.6.1,0.005385919939726591,0.8663662374019623,0.005385919939726591,0.8663662374019623,0,,0,0,0.0,0.0,0.0,-0.017674410995544163,-0.0031505154338018876,0.0001230437512083667,0.15693028896093014
1788168523.740700,monitoring,0.6.1,0.005630468484014273,0.8654751777648926,0.005630468484014273,0.8654751777648926,0,,0,0,0.0,0.0,0.0,-0.018000525670646077,-0.003279514918162499,0.00023528503204964745,0.1611215487964379
1788168523.881189,monitoring,0.6.1,0.004872462246567011,0.8655775189399719,0.004872462246567011,0.8655775189399719,0,,0,0,0.0,0.0,0.0,-0.029014992247399035,-0.0034755360717845236,0.0002181219619254861,0.24899985007641484
1788168523.954670,monitoring,0.6.1,0.002636238932609558,0.8634776771068573,0.002636238932609558,0.8634776771068573,0,,0,0,0.0,0.0,0.0,-0.029014992247399035,-0.0034755360717845236,0.0002181219619254861,0.24899985007641484
1788168524.030533,monitoring,0.6.1,0.0002941509592346847,0.8654919266700745,0.0002941509592346847,0.8654919266700745,0,,0,0,0.0,0.0,0.0,-0.01821725522748595,-0.0031505154338018876,5.558307344375446e-05,0.16562751823483937
1788168524.161347,monitoring,0.6.1,-0.00402860390022397,0.8643928170204163,-0.00402860390022397,0.8643928170204163,0,,0,0,0.0,0.0,0.0,-0.016737541446806482,-0.0031505154338018876,0.00012646751229755348,0.14764987978657904
1788168524.221915,monitoring,0.6.1,-0.007360225077718496,0.8653654456138611,-0.007360225077718496,0.8653654456138611,0,,0,0,0.0,0.0,0.0,-0.016737541446806482,-0.0031505154338018876,0.00012646751229755348,0.14764987978657904
1788168524.328699,monitoring,0.6.1,-0.003026218619197607,0.8652201592922211,-0.003026218619197607,0.8652201592922211,0,,0,0,0.0,0.0,0.0,-0.018494218340215023,-0.0031505154338018876,6.295307589376234e-05,0.16650845540578654
1788168524.435418,monitoring,0.6.1,-0.0035534407943487167,0.8668434619903564,-0.0035534407943487167,0.8668434619903564,0,,0,0,0.0,0.0,0.0,-0.017175885023113957,-0.0034755360717845236,0.0001044836941438885,0.1537390453105195
1788168524.644353,monitoring,0.6.1,0.004785341210663319,0.8679882884025574,0.004785341210663319,0.8679882884025574,0,,0,0,0.0,0.0,0.0,-0.017778109815689842,-0.0031505154338018876,3.2739594496892e-05,0.1580706275369765
1788168524.759549,monitoring,0.6.1,0.0005281122867017984,0.8696034550666809,0.0005281122867017984,0.8696034550666809,0,,0,0,0.0,0.0,0.0,0.011858750557769401,-0.0031505154338018876,3.139162047203045e-05,-0.15015139404790698
1788168524.830472,monitoring,0.6.1,-0.002242390299215913,0.8636042177677155,-0.002242390299215913,0.8636042177677155,0,,0,0,0.0,0.0,0.0,0.011858750557769401,-0.0031505154338018876,3.139162047203045e-05,-0.15015139404790698
