timestamp,action,reason,resets_issued
1788172039.609912,withheld,cage rules active: C-02,0
1788172039.770817,withheld,still moving (0.183 m/s),0
1788172039.892005,withheld,still moving (0.191 m/s),0
1788172039.984149,withheld,still moving (0.181 m/s),0
1788172040.075288,withheld,still moving (0.187 m/s),0
1788172040.184337,withheld,still moving (0.151 m/s),0
1788172040.292235,withheld,still moving (0.144 m/s),0
1788172040.406334,withheld,still moving (0.127 m/s),0
1788172040.487265,withheld,still moving (0.128 m/s),0
1788172040.712093,withheld,perception still invalid,0
1788172041.757968,withheld,healthy for 0.00 s of 1.00,0
1788172041.883163,withheld,healthy for 0.13 s of 1.00,0
1788172041.984176,withheld,healthy for 0.23 s of 1.00,0
1788172042.112988,withheld,perception still invalid,0
1788172042.580090,withheld,healthy for 0.00 s of 1.00,0
1788172042.700329,withheld,healthy for 0.12 s of 1.00,0
1788172042.788821,withheld,perception still invalid,0
1788172043.768386,withheld,healthy for 0.00 s of 1.00,0
1788172043.875671,withheld,healthy for 0.11 s of 1.00,0
1788172043.980062,withheld,perception still invalid,0
1788172044.173287,withheld,healthy for 0.00 s of 1.00,0
1788172044.385498,withheld,perception still invalid,0
1788172044.714700,withheld,healthy for 0.00 s of 1.00,0
1788172044.792257,withheld,healthy for 0.08 s of 1.00,0
1788172044.875389,withheld,healthy for 0.16 s of 1.00,0
1788172044.978763,withheld,perception still invalid,0
1788172045.580296,withheld,healthy for 0.00 s of 1.00,0
1788172045.706145,withheld,healthy for 0.13 s of 1.00,0
1788172045.784889,withheld,perception still invalid,0
1788172046.483030,withheld,healthy for 0.00 s of 1.00,0
1788172046.586972,withheld,healthy for 0.10 s of 1.00,0
1788172046.684432,withheld,perception still invalid,0
1788172046.878501,withheld,healthy for 0.00 s of 1.00,0
1788172046.984115,withheld,healthy for 0.11 s of 1.00,0
1788172047.101470,withheld,perception still invalid,0
1788172047.194598,withheld,healthy for 0.00 s of 1.00,0
1788172047.282876,withheld,healthy for 0.09 s of 1.00,0
1788172047.377384,withheld,perception still invalid,0
1788172048.413413,withheld,healthy for 0.00 s of 1.00,0
1788172048.493587,withheld,healthy for 0.08 s of 1.00,0
1788172048.605733,withheld,perception still invalid,0
1788172048.982989,withheld,healthy for 0.00 s of 1.00,0
1788172049.083229,withheld,healthy for 0.10 s of 1.00,0
1788172049.202584,withheld,perception still invalid,0
1788172049.991942,withheld,healthy for 0.00 s of 1.00,0
1788172050.100470,withheld,healthy for 0.11 s of 1.00,0
1788172050.172326,withheld,healthy for 0.18 s of 1.00,0
1788172050.287581,withheld,healthy for 0.30 s of 1.00,0
1788172050.385469,withheld,perception still invalid,0
1788172050.583057,withheld,healthy for 0.00 s of 1.00,0
1788172050.680072,withheld,healthy for 0.10 s of 1.00,0
1788172050.808166,withheld,healthy for 0.23 s of 1.00,0
1788172050.885813,withheld,healthy for 0.30 s of 1.00,0
1788172050.985493,withheld,perception still invalid,0
1788172051.285295,withheld,healthy for 0.00 s of 1.00,0
1788172051.411930,withheld,perception still invalid,0
1788172051.598549,withheld,healthy for 0.00 s of 1.00,0
1788172051.901666,withheld,perception still invalid,0
1788172052.076629,withheld,healthy for 0.00 s of 1.00,0
1788172052.181170,withheld,healthy for 0.10 s of 1.00,0
1788172052.291127,withheld,perception still invalid,0
1788172052.690928,withheld,healthy for 0.00 s of 1.00,0
1788172052.804118,withheld,healthy for 0.11 s of 1.00,0
1788172052.900664,withheld,perception still invalid,0
1788172055.324392,withheld,healthy for 0.00 s of 1.00,0
1788172055.381043,withheld,healthy for 0.06 s of 1.00,0
1788172055.532494,withheld,healthy for 0.21 s of 1.00,0
1788172055.569972,withheld,healthy for 0.25 s of 1.00,0
1788172055.684639,withheld,healthy for 0.36 s of 1.00,0
1788172055.778927,withheld,healthy for 0.45 s of 1.00,0
1788172055.872230,withheld,perception still invalid,0
1788172056.875787,withheld,healthy for 0.00 s of 1.00,0
1788172056.981190,withheld,healthy for 0.11 s of 1.00,0
1788172057.086068,withheld,healthy for 0.21 s of 1.00,0
1788172057.197412,withheld,healthy for 0.32 s of 1.00,0
1788172057.314408,withheld,perception still invalid,0
1788172057.877956,withheld,healthy for 0.00 s of 1.00,0
1788172057.972664,withheld,healthy for 0.09 s of 1.00,0
1788172058.091171,withheld,perception still invalid,0
1788172059.888031,withheld,healthy for 0.00 s of 1.00,0
1788172060.022376,withheld,healthy for 0.13 s of 1.00,0
1788172060.180075,withheld,perception still invalid,0
1788172060.583858,withheld,healthy for 0.00 s of 1.00,0
1788172060.670681,withheld,healthy for 0.09 s of 1.00,0
1788172060.782100,withheld,perception still invalid,0
1788172061.118397,withheld,healthy for 0.00 s of 1.00,0
1788172061.175843,withheld,healthy for 0.06 s of 1.00,0
1788172061.283934,withheld,perception still invalid,0
1788172062.382556,withheld,healthy for 0.00 s of 1.00,0
1788172062.475789,withheld,healthy for 0.09 s of 1.00,0
1788172062.576093,withheld,perception still invalid,0
1788172063.783313,withheld,healthy for 0.00 s of 1.00,0
1788172064.007550,withheld,perception still invalid,0
1788172064.672175,withheld,healthy for 0.00 s of 1.00,0
1788172064.783398,withheld,healthy for 0.11 s of 1.00,0
1788172064.979517,withheld,healthy for 0.31 s of 1.00,0
1788172065.075124,withheld,healthy for 0.40 s of 1.00,0
1788172065.173858,withheld,perception still invalid,0
1788172066.319662,withheld,healthy for 0.00 s of 1.00,0
1788172066.385001,withheld,healthy for 0.07 s of 1.00,0
1788172066.488029,withheld,healthy for 0.17 s of 1.00,0
1788172066.621206,withheld,perception still invalid,0
1788172067.173994,withheld,healthy for 0.00 s of 1.00,0
1788172067.283340,withheld,healthy for 0.11 s of 1.00,0
1788172067.387702,withheld,healthy for 0.21 s of 1.00,0
1788172067.513749,withheld,perception still invalid,0
1788172068.094144,withheld,healthy for 0.00 s of 1.00,0
1788172068.177714,withheld,healthy for 0.08 s of 1.00,0
1788172068.301613,withheld,healthy for 0.21 s of 1.00,0
1788172068.416333,withheld,perception still invalid,0
1788172069.424826,withheld,healthy for 0.00 s of 1.00,0
1788172069.576420,withheld,perception still invalid,0
1788172069.681635,withheld,healthy for 0.00 s of 1.00,0
1788172069.781790,withheld,healthy for 0.10 s of 1.00,0
1788172069.905023,withheld,perception still invalid,0
1788172070.295061,withheld,healthy for 0.00 s of 1.00,0
1788172070.381930,withheld,healthy for 0.09 s of 1.00,0
1788172070.490543,withheld,perception still invalid,0
1788172071.552889,withheld,healthy for 0.00 s of 1.00,0
1788172071.580751,withheld,healthy for 0.03 s of 1.00,0
1788172071.678410,withheld,perception still invalid,0
1788172072.279959,withheld,healthy for 0.00 s of 1.00,0
1788172072.381924,withheld,healthy for 0.10 s of 1.00,0
1788172073.783732,withheld,perception still invalid,0
1788172075.179804,withheld,healthy for 0.00 s of 1.00,0
1788172075.274900,withheld,healthy for 0.10 s of 1.00,0
1788172075.514332,withheld,perception still invalid,0
1788172078.976324,withheld,healthy for 0.00 s of 1.00,0
1788172079.077559,withheld,healthy for 0.10 s of 1.00,0
1788172079.199292,withheld,perception still invalid,0
1788172079.277295,withheld,healthy for 0.00 s of 1.00,0
