episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency
0,1,-0.001191,0.037196,-0.017512,0.159440,0.095898,8.784799,0.050084,-0.417419,-0.417419,0.000000,C-01,0
0,2,0.008937,0.037043,-0.062708,0.159455,-0.012064,0.012683,0.113488,-0.550013,-0.550013,0.000000,C-03;C-01,0
0,3,0.026652,0.036775,-0.098208,0.159204,-0.047563,0.030399,0.176478,-0.439732,-0.439732,0.000000,C-01,0
0,4,0.050121,0.035761,-0.127342,0.158213,-0.076698,0.053868,0.198757,-0.368827,-0.368827,0.000000,C-01,0
0,5,0.069934,0.034081,-0.146147,0.156552,-0.095502,0.073683,0.198774,-0.289364,-0.289364,0.000000,C-01,0
0,6,0.093648,0.031285,-0.162408,0.153779,-0.111763,0.097400,0.198955,-0.210775,-0.210775,0.000000,C-01,0
0,7,0.113371,0.028430,-0.170941,0.150930,-0.157879,0.117271,0.199278,-0.133337,-0.133337,0.000000,C-01,0
0,8,0.133082,0.025053,-0.169667,0.147553,-0.156605,0.136982,0.200004,0.021899,0.021899,0.000000,C-06;C-01,0
0,9,0.152804,0.021672,-0.163925,0.144172,-0.150863,0.156704,0.200184,0.091652,0.091652,0.000000,C-01,0
0,10,0.176499,0.017615,-0.155248,0.140115,-0.142186,0.180399,0.200454,0.113656,0.113656,0.000000,C-01,0
0,11,0.200225,0.013574,-0.146826,0.136074,-0.133764,0.203900,0.200605,0.109500,0.109500,0.000000,C-01,0
0,12,0.220019,0.010369,-0.140688,0.132869,-0.140496,0.223919,0.200506,0.095199,0.095199,0.000000,C-01,0
0,13,0.239831,0.007243,-0.133299,0.129743,-0.133106,0.243731,0.200593,0.114490,0.114490,0.000000,C-01,0
0,14,0.263632,0.003673,-0.124678,0.126173,-0.124485,0.267532,0.200544,0.110511,0.110511,0.000000,C-01,0
0,15,0.287456,0.000357,-0.117236,0.122857,-0.117043,0.291356,0.200441,0.094806,0.094806,0.000000,C-01,0
0,16,0.307325,-0.002217,-0.112193,0.120283,-0.112193,0.311225,0.200340,0.076712,0.076712,0.000000,C-01,0
0,17,0.327203,-0.004650,-0.108064,0.117850,-0.108064,0.331103,0.200267,0.062616,0.062616,0.000000,C-01,0
0,18,0.347090,-0.006967,-0.104647,0.115533,-0.104647,0.350990,0.200213,0.051709,0.051709,0.000000,C-01,0
0,19,0.370963,-0.009631,-0.101176,0.112869,-0.101176,0.374863,0.200174,0.043709,0.043709,0.000000,,0
0,20,0.394844,-0.012191,-0.098184,0.110309,-0.098184,0.398744,0.200145,0.037589,0.037589,0.000000,,0
0,21,0.414750,-0.014256,-0.095975,0.108244,-0.095975,0.418650,0.200125,0.033261,0.033261,0.000000,,0
0,22,0.434660,-0.016269,-0.093943,0.106231,-0.093943,0.438560,0.200113,0.030558,0.030558,0.000000,,0
0,23,0.454573,-0.018236,-0.092021,0.104264,-0.092021,0.458474,0.200104,0.028873,0.028873,0.000000,,0
0,24,0.478474,-0.020543,-0.089799,0.101957,-0.089799,0.482374,0.200098,0.027792,0.027792,0.000000,,0
0,25,0.498395,-0.022422,-0.087999,0.100078,-0.087999,0.502295,0.200094,0.026980,0.026980,0.000000,,0
0,26,0.518319,-0.024264,-0.086238,0.098236,-0.086238,0.522220,0.200090,0.026374,0.026374,0.000000,,0
0,27,0.538247,-0.026069,-0.084509,0.096431,-0.084509,0.542147,0.200087,0.025865,0.025865,0.000000,,0
0,28,0.562163,-0.028188,-0.082469,0.094312,-0.082469,0.566063,0.200083,0.025395,0.025395,0.000000,,0
0,29,0.586083,-0.030257,-0.080468,0.092243,-0.080468,0.589983,0.200080,0.024871,0.024871,0.000000,,0
0,30,0.606020,-0.031943,-0.078837,0.090557,-0.078837,0.609920,0.200077,0.024308,0.024308,0.000000,,0
0,31,0.629947,-0.033921,-0.076919,0.088579,-0.076919,0.633847,0.200073,0.023779,0.023779,0.000000,,0
0,32,0.653878,-0.035852,-0.075045,0.086648,-0.075045,0.657778,0.200070,0.023219,0.023219,0.000000,,0
0,33,0.677812,-0.037736,-0.073215,0.084764,-0.073215,0.681712,0.200067,0.022644,0.022644,0.000000,,0
0,34,0.701749,-0.039574,-0.071429,0.082926,-0.071429,0.703900,0.200064,0.022068,0.022068,0.000000,,0
