episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,raw_throttle,safe_throttle,throttle_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,-0.835962,-1.631262,0.032305,-0.008762,0.032305,2.002973,0.053775,0.284780,0.284780,0.000000,0.500000,0.500000,0.000000,,0,0,0,1,1,0,0.000674,0.018137,0.7500,0.0108,0.2688,3,ok
0,2,-0.827674,-1.631137,0.042565,-0.008637,0.042565,2.011261,0.106712,0.043848,0.134780,0.090931,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.002246,0.029470,0.7500,0.0057,0.2673,3,ok
0,3,-0.810746,-1.630752,0.051407,-0.008252,0.051407,2.028190,0.170366,-0.575752,-0.015220,0.560532,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.004208,0.044567,0.7500,0.0079,0.2674,3,ok
0,4,-0.791461,-1.629930,0.041140,-0.007430,0.041140,2.047475,0.199991,-0.582542,-0.165220,0.417322,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.005253,0.049701,0.7500,0.0082,0.2680,3,ok
0,5,-0.767472,-1.628955,0.015923,-0.006455,0.015923,2.071464,0.200136,-0.452985,-0.315220,0.137765,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.005964,0.047641,0.6667,0.0054,0.2655,3,ok
0,6,-0.747473,-1.628147,0.003432,-0.005647,0.003432,2.091463,0.200151,-0.009862,-0.165220,-0.155359,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.004858,0.029335,0.6250,0.0046,0.2645,3,ok
0,7,-0.727473,-1.627990,0.001505,-0.005490,0.001505,2.111463,0.200002,0.397573,-0.015220,-0.412793,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.003356,0.010882,0.6458,0.0078,0.2656,3,ok
0,8,-0.703473,-1.627884,0.011731,-0.005384,0.011731,2.135135,0.199989,0.407551,0.134780,-0.272771,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.003255,0.007654,0.6667,0.0020,0.2653,3,ok
0,9,-0.679480,-1.627778,0.034287,-0.005278,0.034287,2.159456,0.199892,0.346192,0.284780,-0.061413,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.003801,0.010706,0.6458,0.0048,0.2659,3,ok
0,10,-0.659496,-1.627539,0.044433,-0.005039,0.044433,2.179440,0.199835,-0.493928,0.134780,0.628708,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.007009,0.031311,0.6250,0.0120,0.2686,3,ok
0,11,-0.639516,-1.626687,0.044325,-0.004187,0.044325,2.199420,0.200006,-0.595810,-0.015220,0.580589,0.500000,0.500000,0.000000,C-06,0,0,0,1,1,0,0.008222,0.039609,0.6042,0.0082,0.2677,3,ok
0,12,-0.619532,-1.625787,0.034077,-0.003287,0.034077,2.219404,0.200082,-0.616638,-0.165220,0.451417,0.500000,0.500000,0.000000,C-06,0,0,0,1,0,0,-0.275570,0.047485,0.5833,0.1082,0.3027,2,ok
0,13,-0.615157,-1.625648,0.033096,-0.003148,0.033096,2.223778,0.000000,-0.421175,-0.315220,0.105955,0.500000,-0.500000,-1.000000,C-06;C-05,1,0,0,1,0,1,-0.273785,0.042180,0.5833,0.0962,0.3001,2,ok
