episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,-0.838935,-1.628240,0.568240,-0.005740,0.568240,2.000000,0.000000,0.234353,0.162995,-0.071359,C-02;C-01;C-05,1,1,0,1,1,0,-0.228663,0.551160,0.5625,-0.0907,0.2671,2,ok
