timestamp,mode,cage_version,raw_steering,raw_throttle,safe_steering,safe_throttle,emergency,rules_fired,cycles_since_last_state,oscillation_persistent,osc_rate_c01,osc_rate_c02,osc_rate_c03,ey,epsi,speed,kappa_ahead
1787055472.177272,enforcement,0.6.1,0.23377667367458344,0.7181959599256516,0.23377667367458344,-0.5,1,C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055472.312058,enforcement,0.6.1,0.23513200879096985,0.7182830721139908,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055472.409259,enforcement,0.6.1,0.23686861991882324,0.7179218679666519,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055472.515710,enforcement,0.6.1,0.23670315742492676,0.7175082713365555,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055472.615343,enforcement,0.6.1,0.23779210448265076,0.7181147038936615,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055472.695031,enforcement,0.6.1,0.23737068474292755,0.7177695035934448,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055472.800162,enforcement,0.6.1,0.23901696503162384,0.718269407749176,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055472.871084,enforcement,0.6.1,0.2393721044063568,0.7179477512836456,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055473.011828,enforcement,0.6.1,0.23816823959350586,0.7169721871614456,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055473.116133,enforcement,0.6.1,0.23607690632343292,0.7184716612100601,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055473.219078,enforcement,0.6.1,0.23816117644309998,0.7188485562801361,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055473.313993,enforcement,0.6.1,0.23771750926971436,0.7179241478443146,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055473.433161,enforcement,0.6.1,0.2368467003107071,0.7171531021595001,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055473.562821,enforcement,0.6.1,0.23720528185367584,0.7192434668540955,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055473.700592,enforcement,0.6.1,0.2375219762325287,0.719676673412323,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
1787055473.810800,enforcement,0.6.1,0.23699316382408142,0.7185584902763367,0.23377667367458344,-0.5,1,C-06;C-05,0,0,0.0,0.0,0.0,0.07262701803228658,-0.41689975087961495,0.001217186897153101,-0.16953395779726887
