episode,step,sim_time_s,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,raw_throttle,safe_throttle,throttle_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,0.980000,-0.838935,-1.486333,0.315903,0.136167,0.315903,2.000000,0.000000,0.156369,-0.499413,-0.655782,0.973590,-0.500000,-1.473590,C-02;C-05,1,1,0,1,1,0,-0.083377,0.499413,0.6875,-0.0163,0.2707,2,ok
