episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency
0,1,-0.001187,0.013808,0.290520,0.136101,0.403930,8.786306,0.049075,-1.000000,-0.428351,0.571649,C-02,0
0,2,0.008699,0.015225,0.261800,0.137637,0.312444,0.012467,0.112271,-1.000000,-0.403930,0.596070,C-06;C-02,0
0,3,0.026083,0.017623,0.211369,0.140052,0.262014,0.029848,0.175380,-1.000000,-0.704001,0.295999,C-06;C-02;C-03,0
0,4,0.049223,0.022395,0.208286,0.144846,0.258931,0.052983,0.199861,-1.000000,-0.030078,0.969922,C-06;C-03;C-01,0
0,5,0.068795,0.026465,0.205986,0.148935,0.256631,0.072552,0.199953,-0.926123,-0.037270,0.888853,C-06;C-03;C-01,0
0,6,0.092296,0.031349,0.202768,0.153842,0.253412,0.096048,0.200080,-0.932540,-0.043403,0.889137,C-06;C-03;C-01,0
0,7,0.111892,0.035419,0.199622,0.157919,0.212684,0.115792,0.200202,-0.938124,-0.050763,0.887361,C-06;C-03;C-01,0
0,8,0.131502,0.039489,0.196088,0.161989,0.209150,0.135402,0.200337,-0.867372,-0.056879,0.810493,C-06;C-03;C-01,0
0,9,0.134534,0.039901,0.196030,0.162401,0.209093,0.138434,0.000000,-0.870595,-0.062984,0.807611,C-06;C-01;C-05,1
