stamp_s,why,ey_m,epsi_rad,lane_width_m,n_lines,confidence,reason
1788183970.470,bad_width,-0.03481,-0.00378,0.29000,3,0.500,ok
1788183970.521,bad_width,-0.03293,-0.00814,0.29390,3,0.479,ok
1788183972.821,bad_width,-0.03232,-0.00378,0.29391,3,0.479,ok
1788183972.921,bad_width,-0.03481,-0.00378,0.29000,3,0.500,ok
1788183972.970,bad_width,-0.03238,-0.00378,0.29485,3,0.458,ok
1788183973.170,bad_width,-0.03460,-0.00378,0.29041,3,0.500,ok
1788183973.370,bad_width,-0.03476,-0.00378,0.29009,3,0.500,ok
1788183973.620,bad_width,-0.03258,-0.00814,0.29546,3,0.479,ok
1788183973.870,bad_width,-0.03418,-0.00814,0.29017,3,0.500,ok
1788183974.620,bad_width,-0.03206,-0.00814,0.29441,3,0.479,ok
1788183975.520,bad_width,-0.03137,-0.00814,0.29203,3,0.479,ok
1788183975.720,bad_width,-0.03236,-0.00814,0.29381,3,0.479,ok
1788183976.370,bad_width,-0.03327,-0.00814,0.29307,3,0.479,ok
1788183976.520,bad_width,-0.03267,-0.00814,0.29318,3,0.479,ok
1788183977.821,bad_width,-0.03238,-0.00814,0.29485,3,0.479,ok
1788183980.120,bad_width,-0.03322,0.01011,0.29209,3,0.479,ok
1788183980.720,bad_width,-0.03324,-0.00378,0.29475,3,0.479,ok
1788183980.920,bad_width,-0.03284,-0.00378,0.29394,3,0.479,ok
1788183981.221,bad_width,-0.03365,-0.00378,0.29333,3,0.479,ok
1788183981.320,bad_width,-0.03480,-0.00814,0.29001,3,0.479,ok
1788183981.920,bad_width,-0.03271,-0.00814,0.29419,3,0.479,ok
1788183981.920,bad_width,-0.03271,-0.00814,0.29419,3,0.479,ok
1788183982.270,bad_width,-0.03319,-0.00814,0.29322,3,0.479,ok
1788183983.820,bad_width,-0.03300,-0.00814,0.29253,3,0.479,ok
1788183984.920,bad_width,-0.03353,-0.00814,0.29358,3,0.479,ok
1788183985.120,bad_width,-0.03490,-0.00814,0.29082,3,0.500,ok
1788183985.420,bad_width,-0.03236,-0.00814,0.29381,3,0.479,ok
1788183986.420,bad_width,-0.03400,-0.02673,0.29151,3,0.521,ok
1788183986.971,bad_width,-0.03473,-0.00814,0.29032,3,0.500,ok
1788183987.421,bad_width,-0.03369,-0.03286,0.29207,3,0.500,ok
