stamp_s,why,ey_m,epsi_rad,lane_width_m,n_lines,confidence,reason
1788182908.570,bad_width,-0.02230,-0.06949,0.29181,3,0.396,ok
1788182908.620,bad_width,-0.02426,-0.06651,0.29442,3,0.396,ok
1788182908.670,bad_width,-0.02261,-0.06949,0.29121,2,0.438,ok
1788182909.120,bad_width,-0.02673,-0.06223,0.30020,3,0.417,ok
1788182909.170,bad_width,-0.02411,-0.06603,0.29340,2,0.375,ok
1788182909.220,bad_width,-0.02465,-0.06144,0.29627,2,0.417,ok
1788182909.321,bad_width,-0.02441,-0.08473,0.30207,2,0.354,ok
1788182909.371,bad_width,-0.02435,-0.09113,0.30639,2,0.354,ok
1788182909.420,bad_width,-0.02625,-0.10977,0.30832,2,0.375,ok
1788182909.471,bad_width,-0.01524,-0.12412,0.31284,2,0.312,ok
1788182909.520,bad_width,-0.02180,-0.11088,0.30656,3,0.375,ok
1788182909.620,unpaired,-0.01939,-0.07363,0.29620,3,0.250,single_line
1788182909.670,unpaired,-0.01182,-0.11162,0.29620,3,0.229,single_line
1788182909.720,bad_width,-0.01271,-0.14219,0.30253,3,0.333,ok
1788182909.770,bad_width,-0.02343,-0.14219,0.30496,2,0.354,ok
1788182909.820,bad_width,-0.01848,-0.14057,0.30489,3,0.354,ok
1788182909.920,bad_width,-0.00181,-0.14057,0.31748,3,0.333,ok
1788182909.970,bad_width,-0.02707,-0.14057,0.32606,3,0.354,ok
1788182910.020,bad_width,-0.02242,-0.13132,0.31631,3,0.333,ok
1788182910.070,bad_width,-0.02129,-0.13427,0.31550,3,0.354,ok
1788182910.120,unpaired,-0.01607,-0.12266,0.31090,3,0.208,single_line
1788182910.170,unpaired,-0.01952,-0.10516,0.31090,3,0.229,single_line
1788182910.220,bad_width,-0.02298,-0.13994,0.31757,3,0.375,ok
1788182910.320,unpaired,-0.01842,-0.11164,0.31223,2,0.229,single_line
1788182910.370,unpaired,-0.01538,-0.12665,0.31223,3,0.208,single_line
1788182910.420,unpaired,-0.00183,-0.20115,0.31223,3,0.208,single_line
1788182910.470,unpaired,-0.01672,-0.11902,0.31223,2,0.229,single_line
1788182910.520,bad_width,-0.02195,-0.14624,0.31602,3,0.354,ok
1788182910.620,bad_width,-0.02065,-0.14624,0.31541,3,0.375,ok
1788182910.670,bad_width,-0.01893,-0.14624,0.30778,2,0.396,ok
1788182910.720,unpaired,-0.01847,-0.11164,0.31233,3,0.229,single_line
1788182910.770,bad_width,-0.01904,-0.13766,0.32214,2,0.354,ok
1788182910.820,bad_width,-0.01115,-0.14624,0.33796,3,0.312,ok
1788182910.920,unpaired,-0.00519,-0.20216,0.31903,2,0.208,single_line
1788182910.971,unpaired,-0.01878,-0.12665,0.31903,2,0.208,single_line
1788182911.020,bad_width,-0.02255,-0.14624,0.31540,3,0.354,ok
1788182911.070,unpaired,-0.01901,-0.12308,0.31830,2,0.229,single_line
1788182911.120,unpaired,-0.02138,-0.11285,0.31830,2,0.250,single_line
1788182911.220,bad_width,-0.02004,-0.13766,0.31092,3,0.354,ok
1788182911.270,bad_width,-0.02103,-0.13766,0.31504,2,0.396,ok
1788182911.320,bad_width,-0.02294,-0.13766,0.31842,2,0.333,ok
1788182911.370,bad_width,-0.01197,-0.13766,0.32985,3,0.333,ok
1788182911.420,unpaired,-0.02164,-0.11370,0.31946,2,0.250,single_line
1788182911.520,unpaired,-0.01965,-0.12171,0.31946,3,0.208,single_line
1788182911.570,bad_width,-0.01049,-0.13766,0.33118,3,0.333,ok
1788182911.620,bad_width,-0.02004,-0.13766,0.31884,2,0.375,ok
1788182911.670,bad_width,-0.01923,-0.13766,0.31459,3,0.333,ok
1788182911.720,unpaired,-0.00307,-0.21678,0.31989,3,0.208,single_line
1788182911.770,bad_width,-0.01899,-0.13766,0.31304,3,0.375,ok
1788182911.870,unpaired,-0.01907,-0.12351,0.31852,2,0.229,single_line
1788182911.920,unpaired,-0.01891,-0.12372,0.31852,2,0.229,single_line
1788182911.970,bad_width,-0.02081,-0.13766,0.30922,2,0.396,ok
1788182912.020,bad_width,-0.02048,-0.13766,0.31324,2,0.375,ok
1788182912.120,bad_width,-0.01953,-0.13766,0.31672,2,0.354,ok
1788182912.170,bad_width,-0.02100,-0.13766,0.31515,2,0.375,ok
1788182912.220,unpaired,-0.01959,-0.11440,0.31593,3,0.229,single_line
1788182912.270,bad_width,-0.02054,-0.13766,0.31944,3,0.333,ok
1788182912.320,unpaired,-0.01991,-0.11455,0.31663,3,0.250,single_line
1788182912.420,bad_width,-0.02178,-0.13766,0.31730,2,0.333,ok
1788182912.470,bad_width,-0.02029,-0.13766,0.31358,2,0.354,ok
1788182912.520,unpaired,-0.02278,-0.09989,0.31613,2,0.271,single_line
1788182912.620,unpaired,-0.01772,-0.12372,0.31613,2,0.229,single_line
1788182912.670,bad_width,-0.01875,-0.13766,0.31519,2,0.354,ok
1788182912.720,unpaired,-0.01643,-0.12958,0.31594,2,0.229,single_line
1788182912.820,unpaired,-0.01989,-0.11370,0.31594,3,0.250,single_line
1788182912.870,unpaired,-0.01989,-0.11370,0.31594,2,0.250,single_line
1788182912.920,bad_width,-0.02077,-0.13766,0.31452,2,0.333,ok
1788182912.970,unpaired,-0.01880,-0.11750,0.31566,3,0.250,single_line
1788182913.020,bad_width,-0.02067,-0.13766,0.31899,2,0.354,ok
1788182913.120,unpaired,-0.02008,-0.11370,0.31632,2,0.250,single_line
1788182913.170,bad_width,-0.02066,-0.13766,0.31448,2,0.375,ok
1788182913.220,unpaired,-0.02149,-0.10595,0.31595,2,0.271,single_line
1788182913.270,unpaired,-0.01810,-0.12157,0.31595,3,0.229,single_line
1788182913.370,unpaired,-0.02123,-0.10716,0.31595,3,0.250,single_line
1788182913.420,unpaired,-0.01989,-0.11370,0.31595,2,0.250,single_line
1788182913.470,bad_width,-0.02217,-0.13766,0.31747,2,0.354,ok
1788182913.520,bad_width,-0.02029,-0.13766,0.31344,2,0.354,ok
1788182913.570,unpaired,-0.01976,-0.11370,0.31569,2,0.250,single_line
1788182913.670,bad_width,-0.02186,-0.13766,0.32133,2,0.354,ok
1788182913.720,unpaired,-0.01744,-0.12634,0.31682,3,0.229,single_line
1788182913.770,unpaired,-0.01807,-0.12372,0.31682,2,0.229,single_line
1788182913.820,unpaired,-0.02041,-0.11326,0.31682,3,0.229,single_line
1788182913.920,unpaired,-0.01687,-0.12958,0.31682,3,0.229,single_line
1788182913.970,unpaired,-0.02146,-0.10801,0.31682,2,0.250,single_line
1788182914.020,bad_width,-0.01596,-0.13766,0.32707,3,0.312,ok
1788182914.070,unpaired,-0.01855,-0.12635,0.31887,3,0.208,single_line
1788182914.120,bad_width,-0.02262,-0.13766,0.31659,2,0.354,ok
1788182914.220,unpaired,-0.01886,-0.12372,0.31841,2,0.229,single_line
1788182914.270,bad_width,-0.01950,-0.13766,0.31513,3,0.354,ok
1788182914.320,unpaired,-0.01754,-0.12830,0.31776,2,0.229,single_line
1788182914.370,unpaired,-0.00579,-0.19557,0.31776,2,0.229,single_line
1788182914.420,unpaired,-0.01999,-0.11749,0.31776,3,0.229,single_line
1788182914.520,unpaired,-0.02079,-0.11370,0.31776,3,0.250,single_line
1788182914.570,bad_width,-0.01908,-0.13766,0.30651,3,0.396,ok
1788182914.620,unpaired,-0.02012,-0.11142,0.31551,2,0.250,single_line
1788182914.670,bad_width,-0.02080,-0.14396,0.31840,2,0.375,ok
1788182914.720,bad_width,-0.02080,-0.13766,0.31423,2,0.375,ok
1788182914.820,bad_width,-0.02005,-0.13766,0.31882,3,0.333,ok
1788182914.870,bad_width,-0.01547,-0.13766,0.32610,3,0.312,ok
1788182914.920,bad_width,-0.02149,-0.13766,0.31597,2,0.354,ok
1788182914.970,unpaired,-0.02083,-0.11370,0.31782,2,0.250,single_line
1788182915.020,bad_width,-0.02192,-0.13766,0.31516,2,0.375,ok
1788182915.120,unpaired,-0.01799,-0.12624,0.31729,2,0.250,single_line
1788182915.170,bad_width,-0.02071,-0.13766,0.31907,3,0.354,ok
1788182915.220,unpaired,-0.02079,-0.11294,0.31765,2,0.250,single_line
1788182915.270,unpaired,-0.02166,-0.10863,0.31765,2,0.250,single_line
1788182915.320,unpaired,-0.02023,-0.11496,0.31765,2,0.208,single_line
1788182915.419,unpaired,-0.00772,-0.18438,0.31765,2,0.229,single_line
1788182915.470,bad_width,-0.02144,-0.14396,0.32111,3,0.333,ok
1788182915.520,unpaired,-0.01763,-0.12958,0.31834,2,0.229,single_line
1788182915.570,bad_width,-0.02005,-0.13766,0.31882,3,0.333,ok
1788182915.620,unpaired,-0.01991,-0.11891,0.31844,3,0.250,single_line
1788182915.720,bad_width,-0.01926,-0.13766,0.31725,2,0.333,ok
1788182915.770,unpaired,-0.01875,-0.12372,0.31820,2,0.229,single_line
1788182915.820,bad_width,-0.02096,-0.14396,0.31771,3,0.333,ok
1788182915.870,bad_width,-0.01824,-0.13766,0.32376,2,0.333,ok
1788182915.920,unpaired,-0.02263,-0.10839,0.31923,2,0.271,single_line
