episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,-0.838935,-1.631196,0.532300,-0.008696,0.532300,2.000000,0.000000,0.303600,0.174889,-0.128710,C-02;C-01;C-05,1,1,0,1,1,0,-0.236593,0.525408,0.5000,0.0036,0.2689,2,ok
