episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,raw_throttle,safe_throttle,throttle_correction,interventions,emergency,joint_envelope_violated,oscillation_persistent,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence,cv_curvature,cv_lane_width,cv_n_lines,cv_reason
0,1,-2.829425,-1.618170,-0.236023,0.000782,0.028374,0.002767,0.052288,0.474207,0.474207,0.000000,0.883427,0.883427,0.000000,,0,0,0,1,1,0,0.013768,-0.210490,0.6667,0.2028,0.2509,2,ok
0,2,-2.819091,-1.618944,-0.206112,0.002743,0.058285,0.012943,0.115425,0.402755,0.402755,0.000000,0.826553,0.826553,0.000000,,0,0,0,1,1,0,0.015234,-0.195056,0.6667,0.2044,0.2511,2,ok
0,3,-2.801218,-1.621456,-0.186600,0.005002,0.077797,0.030850,0.179618,-0.701379,0.252755,0.954134,0.973432,0.926553,-0.046879,C-06,0,0,0,1,1,0,0.021681,-0.158719,0.6458,0.1886,0.2529,2,ok
0,4,-2.776855,-1.625547,-0.178552,0.007436,0.085845,0.053053,0.212959,-0.481828,0.102755,0.584582,0.970065,0.970065,0.000000,C-06,0,0,0,1,1,0,0.019087,-0.144890,0.6667,0.3514,0.2617,2,ok
0,5,-2.751724,-1.630057,-0.181524,0.008323,0.040152,0.081300,0.212698,-0.328099,-0.047245,0.280853,0.967364,0.967364,0.000000,C-06,0,0,0,1,1,0,0.020488,-0.155149,0.6250,0.3353,0.2624,2,ok
0,6,-2.726909,-1.634607,-0.174538,0.009225,0.047138,0.106512,0.210120,0.273719,0.102755,-0.170964,0.953954,0.953954,0.000000,C-06,0,0,0,1,1,0,0.018290,-0.163561,0.6875,0.3532,0.2613,2,ok
0,7,-2.702060,-1.639159,-0.157446,0.009170,0.021690,0.132159,0.210811,0.233793,0.233793,0.000000,0.954526,0.954526,0.000000,,0,0,0,1,1,0,0.019290,-0.169217,0.7500,0.2916,0.2632,2,ok
0,8,-2.681562,-1.642653,-0.151404,0.009311,0.027732,0.152952,0.207712,0.058904,0.083793,0.024889,0.942030,0.942030,0.000000,C-06,0,0,0,1,1,0,0.019338,-0.163457,0.7292,0.2486,0.2647,2,ok
0,9,-2.656328,-1.646434,-0.155853,0.009408,-0.015500,0.178841,0.213119,-0.180866,-0.066207,0.114659,0.969890,0.969890,0.000000,C-06,0,0,0,1,1,0,0.017136,-0.150556,0.7500,0.2565,0.2632,2,ok
0,10,-2.631172,-1.650196,-0.162220,0.009096,-0.021866,0.204275,0.211810,-0.084165,-0.084165,0.000000,0.964785,0.964785,0.000000,,0,0,0,1,1,0,0.015860,-0.162766,0.7500,0.2144,0.2625,2,ok
0,11,-2.606146,-1.653966,-0.177891,0.008361,-0.071515,0.229876,0.210574,-0.214552,-0.214552,0.000000,0.961492,0.961492,0.000000,,0,0,0,1,1,0,0.013534,-0.176780,0.7292,0.1967,0.2620,2,ok
0,12,-2.580938,-1.658291,-0.183339,0.006617,-0.076964,0.255393,0.213303,0.328571,-0.064552,-0.393123,0.971301,0.971301,0.000000,C-06,0,0,0,1,1,0,0.008210,-0.201194,0.6875,0.2017,0.2633,2,ok
0,13,-2.556121,-1.662879,-0.177764,0.004321,-0.101958,0.280684,0.210108,0.781976,0.085448,-0.696528,0.954092,0.954092,0.000000,C-06,0,0,0,1,1,0,0.004081,-0.213908,0.6458,0.1833,0.2644,2,ok
0,14,-2.531833,-1.667488,-0.160717,0.001451,-0.084911,0.305238,0.205843,0.660249,0.235448,-0.424801,0.931342,0.931342,0.000000,C-06,0,0,0,1,1,0,0.003357,-0.217913,0.6667,0.1429,0.2643,2,ok
0,15,-2.511329,-1.671325,-0.136577,-0.000918,-0.060770,0.325826,0.209162,0.558927,0.385448,-0.173479,0.943565,0.943565,0.000000,C-06,0,0,0,1,1,0,-0.003612,-0.211463,0.7292,0.1887,0.2657,2,ok
0,16,-2.486288,-1.675562,-0.117663,-0.003971,-0.068329,0.351153,0.211753,0.212725,0.235448,0.022723,0.957046,0.957046,0.000000,C-06,0,0,0,1,1,0,-0.004447,-0.196354,0.7292,0.1674,0.2625,2,ok
0,17,-2.465221,-1.678333,-0.111451,-0.005744,-0.062117,0.372328,0.212556,-0.102549,0.085448,0.187997,0.964447,0.964447,0.000000,C-06,0,0,0,1,1,0,-0.006176,-0.180113,0.7083,0.1765,0.2663,2,ok
0,18,-2.440141,-1.681496,-0.103075,-0.008175,-0.076771,0.397335,0.210562,0.106944,0.106944,0.000000,0.955036,0.955036,0.000000,,0,0,0,1,1,0,-0.006183,-0.171892,0.7500,0.1094,0.2626,2,ok
0,19,-2.416347,-1.684377,-0.083809,-0.010514,-0.057505,0.421188,0.198788,0.562424,0.256944,-0.305480,0.900247,0.900247,0.000000,C-06,0,0,0,1,1,0,-0.008110,-0.172644,0.6875,0.0532,0.2616,2,ok
0,20,-2.392234,-1.687241,-0.058413,-0.013089,-0.052133,0.445115,0.202765,0.316427,0.316427,0.000000,0.916883,0.916883,0.000000,,0,0,0,1,1,0,-0.013414,-0.158706,0.6667,0.1576,0.2633,2,ok
0,21,-2.371938,-1.689389,-0.038658,-0.015159,-0.032378,0.465419,0.204069,0.287492,0.287492,0.000000,0.923949,0.923949,0.000000,,0,0,0,1,1,0,-0.011607,-0.141342,0.6458,0.0710,0.2641,2,ok
0,22,-2.347136,-1.691709,-0.002895,-0.017493,-0.014210,0.489928,0.207996,0.445792,0.437492,-0.008300,0.941367,0.941367,0.000000,C-06,0,0,0,1,1,0,-0.012790,-0.108448,0.6458,0.0484,0.2693,2,ok
0,23,-2.323607,-1.693885,0.044920,-0.019986,0.033605,0.513425,0.195389,0.597188,0.587492,-0.009696,0.886137,0.886137,0.000000,C-06,0,0,0,1,1,0,-0.009615,-0.089983,0.6667,-0.0136,0.2663,2,ok
0,24,-2.299935,-1.694731,0.086076,-0.021150,0.074760,0.535804,0.197161,0.503804,0.503804,0.000000,0.899282,0.899282,0.000000,,0,0,0,1,1,0,-0.010786,-0.072556,0.6667,0.0234,0.2653,2,ok
0,25,-2.274544,-1.693804,0.114864,-0.020976,0.088417,0.562164,0.215083,-0.610006,0.353804,0.963810,0.982618,0.982618,0.000000,C-06,0,0,0,1,1,0,-0.005318,-0.001893,0.7292,-0.0149,0.2704,2,ok
0,26,-2.248837,-1.691542,0.131264,-0.019459,0.104818,0.587626,0.215014,-0.158412,0.203804,0.362215,0.981144,0.981144,0.000000,C-06,0,0,0,1,1,0,-0.003697,0.024687,0.7500,0.0112,0.2686,2,ok
0,27,-2.223083,-1.688339,0.136044,-0.017310,0.097058,0.613559,0.216345,-0.424453,0.053804,0.478257,0.984538,0.984538,0.000000,C-06,0,0,0,1,1,0,-0.000560,0.047530,0.7292,0.0207,0.2703,2,ok
