episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency,cv_ok,cv_state_available,cv_perception_invalid,cv_ey,cv_epsi,cv_confidence
0,1,-0.000807,-0.111115,-0.026475,0.011460,0.086935,8.792361,0.055374,-0.493170,-0.493170,0.000000,,0,1,1,0,0.017187,0.010392,0.7708
0,2,0.009962,-0.111278,-0.055585,0.011136,-0.004940,0.013851,0.118823,-0.219585,-0.343170,-0.123585,C-06,0,1,1,0,0.015736,-0.016453,0.7708
0,3,0.028335,-0.111636,-0.071843,0.010795,-0.021198,0.032224,0.182203,0.153894,-0.193170,-0.347064,C-06,0,1,1,0,0.013608,-0.044170,0.7708
0,4,0.048075,-0.112889,-0.075472,0.009561,-0.024827,0.051966,0.199880,0.564937,-0.043170,-0.608107,C-06,0,1,1,0,0.011370,-0.069780,0.7292
0,5,0.072013,-0.114683,-0.067662,0.007790,-0.017018,0.075905,0.200104,0.586219,0.106830,-0.479390,C-06,0,1,1,0,0.009711,-0.074789,0.7292
0,6,0.091977,-0.116189,-0.051112,0.006304,-0.000468,0.095871,0.200295,0.311559,0.256830,-0.054729,C-06,0,1,1,0,0.008536,-0.070772,0.6667
0,7,0.111957,-0.117694,-0.035877,0.004806,-0.022815,0.115858,0.200431,0.218996,0.218996,0.000000,,0,1,1,0,0.008405,-0.060976,0.6667
0,8,0.135945,-0.118846,-0.029401,0.003654,-0.016339,0.139845,0.200104,0.041591,0.068996,0.027405,C-06,0,1,1,0,0.007309,-0.040661,0.6875
0,9,0.155935,-0.119448,-0.033718,0.003052,-0.020656,0.159835,0.199973,-0.073493,-0.073493,0.000000,,0,1,1,0,0.007141,-0.031800,0.7292
0,10,0.179921,-0.120195,-0.035398,0.002305,-0.022336,0.183821,0.199977,-0.016945,-0.016945,0.000000,,0,1,1,0,0.006002,-0.033686,0.7500
0,11,0.199910,-0.120855,-0.029433,0.001645,-0.016370,0.203810,0.200021,0.094280,0.094280,0.000000,,0,1,1,0,0.005251,-0.035425,0.7708
0,12,0.219902,-0.121516,-0.027294,0.000984,-0.027102,0.223802,0.200033,0.026732,0.026732,0.000000,,0,1,1,0,0.005168,-0.033865,0.7917
0,13,0.239895,-0.122156,-0.025389,0.000344,-0.025196,0.243795,0.200032,0.027446,0.027446,0.000000,,0,1,1,0,0.004809,-0.030958,0.7708
0,14,0.263889,-0.122899,-0.019544,-0.000399,-0.019352,0.267789,0.200056,0.072627,0.072627,0.000000,,0,1,1,0,0.003990,-0.027163,0.7292
0,15,0.283887,-0.123518,-0.007605,-0.001018,-0.007413,0.287787,0.200089,0.175668,0.175668,0.000000,,0,1,1,0,0.003480,-0.021700,0.7292
