step,sim_t,x,y,yaw,s,ey,epsi,raw_steer,safe_steer,rules_fired
273,13.6500,2.3487,0.6861,1.4686,10.6283,-0.0579,0.0235,0.5571,0.5571,
274,13.7000,2.3496,0.6960,1.4795,10.6283,-0.0576,0.0345,0.5341,0.5341,
275,13.7500,2.3505,0.7060,1.4900,10.6283,-0.0572,0.0450,0.5109,0.5109,
276,13.8000,2.3513,0.7159,1.5001,10.6283,-0.0567,0.0550,0.4874,0.4874,
277,13.8500,2.3519,0.7259,1.5097,10.6283,-0.0561,0.0646,0.4638,0.4638,
278,13.9000,2.3525,0.7359,1.5188,10.6283,-0.0554,0.0737,0.4400,0.4400,
279,13.9500,2.3530,0.7459,1.5274,10.6283,-0.0546,0.0823,0.4162,0.4162,
280,14.0000,2.3534,0.7559,1.5355,10.7288,-0.0550,-0.0353,1.0000,0.5662,C-06
281,14.0500,2.3536,0.7659,1.5467,10.7288,-0.0552,-0.0241,0.6277,0.6277,
282,14.1000,2.3538,0.7759,1.5591,10.7288,-0.0554,-0.0117,0.5942,0.5942,
283,14.1500,2.3539,0.7859,1.5708,10.7288,-0.0555,0.0000,0.5755,0.5755,
284,14.2000,2.3538,0.7959,1.5822,10.7288,-0.0554,0.0114,0.5539,0.5539,
285,14.2500,2.3537,0.8059,1.5931,10.7288,-0.0553,0.0223,0.5324,0.5324,
286,14.3000,2.3534,0.8159,1.6035,10.7288,-0.0550,0.0327,0.5104,0.5104,
287,14.3500,2.3530,0.8259,1.6136,10.7288,-0.0546,0.0428,0.4882,0.4882,
288,14.4000,2.3525,0.8359,1.6232,10.7288,-0.0541,0.0524,0.4658,0.4658,
289,14.4500,2.3520,0.8458,1.6323,10.7288,-0.0536,0.0615,0.4433,0.4433,
290,14.5000,2.3513,0.8558,1.6410,10.7288,-0.0529,0.0702,0.4206,0.4206,
291,14.5500,2.3506,0.8658,1.6492,10.8292,-0.0537,-0.0473,1.0000,0.5706,C-06
292,14.6000,2.3497,0.8758,1.6605,10.8292,-0.0541,-0.0360,0.6386,0.6386,
293,14.6500,2.3488,0.8857,1.6731,10.8292,-0.0544,-0.0234,0.6050,0.6050,
294,14.7000,2.3477,0.8957,1.6850,10.8292,-0.0546,-0.0115,0.5873,0.5873,
295,14.7500,2.3465,0.9056,1.6966,10.8292,-0.0547,0.0001,0.5664,0.5664,
296,14.8000,2.3452,0.9155,1.7078,10.8292,-0.0546,0.0113,0.5455,0.5455,
297,14.8500,2.3438,0.9254,1.7185,10.8292,-0.0544,0.0220,0.5242,0.5242,
298,14.9000,2.3422,0.9353,1.7288,10.8292,-0.0542,0.0323,0.5026,0.5026,
299,14.9500,2.3406,0.9451,1.7387,10.8292,-0.0538,0.0422,0.4808,0.4808,
300,15.0000,2.3389,0.9550,1.7481,10.8292,-0.0533,0.0516,0.4587,0.4587,
301,15.0500,2.3371,0.9648,1.7571,10.9297,-0.0534,-0.0652,1.0000,0.6087,C-06
302,15.1000,2.3352,0.9746,1.7692,10.9297,-0.0540,-0.0531,0.6668,0.6668,
303,15.1500,2.3331,0.9844,1.7824,10.9297,-0.0544,-0.0399,0.6355,0.6355,
304,15.2000,2.3310,0.9942,1.7949,10.9297,-0.0548,-0.0274,0.6181,0.6181,
305,15.2500,2.3287,1.0039,1.8071,10.9297,-0.0550,-0.0152,0.5977,0.5977,
306,15.3000,2.3263,1.0136,1.8189,10.9297,-0.0551,-0.0034,0.5773,0.5773,
307,15.3500,2.3238,1.0233,1.8303,10.9297,-0.0551,0.0080,0.5563,0.5563,
308,15.4000,2.3212,1.0330,1.8413,10.9297,-0.0549,0.0190,0.5349,0.5349,
309,15.4500,2.3184,1.0426,1.8518,10.9297,-0.0547,0.0295,0.5132,0.5132,
310,15.5000,2.3156,1.0522,1.8619,10.9297,-0.0543,0.0396,0.4913,0.4913,
311,15.5500,2.3127,1.0618,1.8715,10.9297,-0.0539,0.0492,0.4691,0.4691,
312,15.6000,2.3097,1.0713,1.8807,11.0302,-0.0543,-0.0663,1.0000,0.6191,C-06
313,15.6500,2.3066,1.0808,1.8930,11.0302,-0.0549,-0.0541,0.6786,0.6786,
314,15.7000,2.3034,1.0903,1.9064,11.0302,-0.0554,-0.0406,0.6467,0.6467,
315,15.7500,2.3000,1.0997,1.9192,11.0302,-0.0558,-0.0278,0.6290,0.6290,
316,15.8000,2.2965,1.1091,1.9316,11.0302,-0.0560,-0.0154,0.6082,0.6082,
317,15.8500,2.2930,1.1184,1.9436,11.0302,-0.0561,-0.0034,0.5874,0.5874,
318,15.9000,2.2893,1.1277,1.9552,11.0302,-0.0560,0.0082,0.5661,0.5661,
319,15.9500,2.2855,1.1369,1.9664,11.0302,-0.0559,0.0193,0.5443,0.5443,
320,16.0000,2.2815,1.1461,1.9771,11.0302,-0.0557,0.0300,0.5222,0.5222,
321,16.0500,2.2775,1.1553,1.9874,11.0302,-0.0553,0.0403,0.4999,0.4999,
322,16.1000,2.2735,1.1644,1.9972,11.0302,-0.0548,0.0501,0.4773,0.4773,
323,16.1500,2.2693,1.1735,2.0066,11.1306,-0.0556,-0.0666,1.0000,0.6273,C-06
324,16.2000,2.2650,1.1826,2.0190,11.1306,-0.0562,-0.0542,0.6931,0.6931,
325,16.2500,2.2606,1.1915,2.0327,11.1306,-0.0567,-0.0405,0.6595,0.6595,
326,16.3000,2.2561,1.2005,2.0458,11.1306,-0.0570,-0.0274,0.6415,0.6415,
327,16.3500,2.2515,1.2093,2.0584,11.1306,-0.0572,-0.0147,0.6202,0.6202,
328,16.4000,2.2467,1.2181,2.0707,11.1306,-0.0573,-0.0025,0.5989,0.5989,
329,16.4500,2.2419,1.2269,2.0825,11.1306,-0.0573,0.0094,0.5770,0.5770,
330,16.5000,2.2369,1.2356,2.0939,11.1306,-0.0572,0.0207,0.5547,0.5547,
331,16.5500,2.2319,1.2442,2.1048,11.1306,-0.0569,0.0317,0.5321,0.5321,
332,16.6000,2.2268,1.2528,2.1153,11.1306,-0.0565,0.0421,0.5092,0.5092,
333,16.6500,2.2215,1.2613,2.1253,11.1306,-0.0560,0.0521,0.4861,0.4861,
334,16.7000,2.2162,1.2698,2.1348,11.2311,-0.0571,-0.0651,1.0000,0.6361,C-06
335,16.7500,2.2108,1.2782,2.1474,11.2311,-0.0577,-0.0526,0.7059,0.7059,
336,16.8000,2.2053,1.2866,2.1614,11.2311,-0.0582,-0.0385,0.6709,0.6709,
337,16.8500,2.1997,1.2948,2.1747,11.2311,-0.0585,-0.0253,0.6524,0.6524,
338,16.9000,2.1940,1.3030,2.1876,11.2311,-0.0587,-0.0123,0.6304,0.6304,
339,16.9500,2.1881,1.3111,2.2001,11.2311,-0.0587,0.0001,0.6084,0.6084,
340,17.0000,2.1822,1.3192,2.2121,11.2311,-0.0587,0.0121,0.5859,0.5859,
341,17.0500,2.1762,1.3272,2.2236,11.2311,-0.0585,0.0237,0.5630,0.5630,
342,17.1000,2.1700,1.3351,2.2347,11.2311,-0.0582,0.0348,0.5398,0.5398,
343,17.1500,2.1638,1.3429,2.2454,11.2311,-0.0578,0.0454,0.5163,0.5163,
344,17.2000,2.1576,1.3507,2.2555,11.3315,-0.0579,-0.0690,1.0000,0.6663,C-06
345,17.2500,2.1512,1.3584,2.2687,11.3315,-0.0586,-0.0558,0.7182,0.7182,
346,17.3000,2.1447,1.3660,2.2830,11.3315,-0.0590,-0.0416,0.6859,0.6859,
347,17.3500,2.1381,1.3735,2.2966,11.3315,-0.0594,-0.0280,0.6666,0.6666,
348,17.4000,2.1314,1.3810,2.3098,11.3315,-0.0596,-0.0148,0.6445,0.6445,
349,17.4500,2.1246,1.3883,2.3225,11.3315,-0.0597,-0.0020,0.6223,0.6223,
350,17.5000,2.1178,1.3956,2.3348,11.3315,-0.0596,0.0103,0.5994,0.5994,
351,17.5500,2.1108,1.4028,2.3467,11.3315,-0.0595,0.0221,0.5762,0.5762,
352,17.6000,2.1038,1.4099,2.3580,11.3315,-0.0592,0.0335,0.5527,0.5527,
353,17.6500,2.0966,1.4169,2.3689,11.3315,-0.0588,0.0444,0.5288,0.5288,
354,17.7000,2.0894,1.4238,2.3793,11.3315,-0.0583,0.0548,0.5047,0.5047,
355,17.7500,2.0822,1.4307,2.3892,11.4321,-0.0586,-0.0615,1.0000,0.6547,C-06
356,17.8000,2.0748,1.4375,2.4022,11.4321,-0.0592,-0.0485,0.7124,0.7124,
357,17.8500,2.0674,1.4442,2.4163,11.4321,-0.0596,-0.0344,0.6785,0.6785,
358,17.9000,2.0599,1.4508,2.4298,11.4321,-0.0599,-0.0209,0.6590,0.6590,
359,17.9500,2.0523,1.4572,2.4428,11.4321,-0.0600,-0.0079,0.6364,0.6364,
360,18.0000,2.0446,1.4636,2.4554,11.4321,-0.0600,0.0047,0.6137,0.6137,
361,18.0500,2.0368,1.4699,2.4675,11.4321,-0.0599,0.0168,0.5905,0.5905,
362,18.1000,2.0289,1.4761,2.4792,11.4321,-0.0597,0.0285,0.5670,0.5670,
363,18.1500,2.0210,1.4822,2.4903,11.4321,-0.0594,0.0397,0.5431,0.5431,
364,18.2000,2.0130,1.4882,2.5010,11.4321,-0.0589,0.0503,0.5190,0.5190,
365,18.2500,2.0050,1.4942,2.5112,11.4321,-0.0584,0.0605,0.4947,0.4947,
366,18.3000,1.9969,1.5000,2.5209,11.5325,-0.0589,-0.0553,1.0000,0.6447,C-06
367,18.3500,1.9887,1.5058,2.5337,11.5325,-0.0594,-0.0425,0.7038,0.7038,
368,18.4000,1.9805,1.5114,2.5477,11.5325,-0.0597,-0.0286,0.6693,0.6693,
369,18.4500,1.9721,1.5170,2.5609,11.5325,-0.0600,-0.0153,0.6496,0.6496,
370,18.5000,1.9637,1.5224,2.5738,11.5325,-0.0600,-0.0025,0.6268,0.6268,
371,18.5500,1.9553,1.5277,2.5862,11.5325,-0.0600,0.0099,0.6039,0.6039,
372,18.6000,1.9467,1.5330,2.5981,11.5325,-0.0599,0.0218,0.5806,0.5806,
373,18.6500,1.9382,1.5381,2.6095,11.5325,-0.0596,0.0333,0.5569,0.5569,
374,18.7000,1.9295,1.5431,2.6205,11.5325,-0.0592,0.0443,0.5329,0.5329,
375,18.7500,1.9208,1.5480,2.6310,11.5325,-0.0587,0.0547,0.5087,0.5087,
376,18.8000,1.9121,1.5529,2.6410,11.5325,-0.0581,0.0647,0.4843,0.4843,
377,18.8500,1.9033,1.5576,2.6505,11.6329,-0.0589,-0.0511,1.0000,0.6343,C-06
378,18.9000,1.8944,1.5623,2.6630,11.6329,-0.0593,-0.0385,0.6960,0.6960,
379,18.9500,1.8855,1.5668,2.6768,11.6329,-0.0596,-0.0247,0.6610,0.6610,
380,19.0000,1.8765,1.5713,2.6899,11.6329,-0.0598,-0.0116,0.6413,0.6413,
381,19.0500,1.8675,1.5756,2.7026,11.6329,-0.0599,0.0011,0.6184,0.6184,
382,19.1000,1.8584,1.5798,2.7148,11.6329,-0.0598,0.0133,0.5955,0.5955,
383,19.1500,1.8493,1.5839,2.7266,11.6329,-0.0596,0.0250,0.5721,0.5721,
384,19.2000,1.8401,1.5878,2.7378,11.6329,-0.0593,0.0363,0.5484,0.5484,
385,19.2500,1.8309,1.5917,2.7486,11.6329,-0.0589,0.0471,0.5244,0.5244,
386,19.3000,1.8217,1.5955,2.7590,11.6329,-0.0583,0.0574,0.5002,0.5002,
387,19.3500,1.8124,1.5992,2.7688,11.7334,-0.0582,-0.0580,1.0000,0.6502,C-06
388,19.4000,1.8030,1.6028,2.7816,11.7334,-0.0587,-0.0451,0.7003,0.7003,
389,19.4500,1.7937,1.6062,2.7955,11.7334,-0.0591,-0.0312,0.6678,0.6678,
390,19.5000,1.7842,1.6096,2.8088,11.7334,-0.0593,-0.0180,0.6481,0.6481,
391,19.5500,1.7748,1.6128,2.8216,11.7334,-0.0595,-0.0052,0.6257,0.6257,
392,19.6000,1.7652,1.6159,2.8340,11.7334,-0.0595,0.0072,0.6031,0.6031,
393,19.6500,1.7557,1.6188,2.8459,11.7334,-0.0593,0.0191,0.5801,0.5801,
394,19.7000,1.7461,1.6217,2.8573,11.7334,-0.0591,0.0305,0.5567,0.5567,
395,19.7500,1.7365,1.6244,2.8683,11.7334,-0.0587,0.0415,0.5330,0.5330,
396,19.8000,1.7269,1.6271,2.8787,11.7334,-0.0582,0.0520,0.5090,0.5090,
397,19.8500,1.7172,1.6296,2.8887,11.7334,-0.0577,0.0620,0.4849,0.4849,
398,19.9000,1.7075,1.6321,2.8983,11.8338,-0.0578,-0.0551,1.0000,0.6349,C-06
399,19.9500,1.6978,1.6344,2.9108,11.8338,-0.0583,-0.0426,0.6918,0.6918,
400,20.0000,1.6880,1.6367,2.9245,11.8338,-0.0586,-0.0288,0.6582,0.6582,
401,20.0500,1.6782,1.6387,2.9376,11.8338,-0.0588,-0.0158,0.6389,0.6389,
402,20.1000,1.6684,1.6407,2.9502,11.8338,-0.0589,-0.0032,0.6165,0.6165,
403,20.1500,1.6586,1.6426,2.9624,11.8338,-0.0589,0.0090,0.5941,0.5941,
404,20.2000,1.6488,1.6443,2.9741,11.8338,-0.0588,0.0207,0.5712,0.5712,
405,20.2500,1.6389,1.6459,2.9854,11.8338,-0.0585,0.0320,0.5480,0.5480,
406,20.3000,1.6290,1.6474,2.9962,11.8338,-0.0581,0.0428,0.5245,0.5245,
407,20.3500,1.6191,1.6488,3.0065,11.8338,-0.0576,0.0531,0.5007,0.5007,
408,20.4000,1.6092,1.6501,3.0163,11.8338,-0.0571,0.0629,0.4768,0.4768,
409,20.4500,1.5993,1.6513,3.0257,11.9343,-0.0574,-0.0532,1.0000,0.6268,C-06
410,20.5000,1.5893,1.6524,3.0380,11.9343,-0.0579,-0.0408,0.6849,0.6849,
411,20.5500,1.5794,1.6534,3.0516,11.9343,-0.0582,-0.0272,0.6513,0.6513,
412,20.6000,1.5694,1.6542,3.0645,11.9343,-0.0584,-0.0143,0.6321,0.6321,
413,20.6500,1.5594,1.6549,3.0770,11.9343,-0.0585,-0.0019,0.6098,0.6098,
414,20.7000,1.5494,1.6555,3.0891,11.9343,-0.0585,0.0102,0.5875,0.5875,
415,20.7500,1.5395,1.6559,3.1006,11.9343,-0.0583,0.0218,0.5648,0.5648,
416,20.8000,1.5295,1.6563,3.1118,11.9343,-0.0580,0.0329,0.5417,0.5417,
417,20.8500,1.5195,1.6565,3.1224,11.9343,-0.0577,0.0436,0.5183,0.5183,
418,20.9000,1.5095,1.6567,3.1326,11.9343,-0.0572,0.0538,0.4947,0.4947,
419,20.9500,1.4995,1.6567,-3.1409,12.0348,-0.0567,0.0007,1.0000,0.6447,C-06
420,21.0000,1.4895,1.6567,-3.1281,12.0348,-0.0567,0.0135,0.5534,0.5534,
421,21.0500,1.4795,1.6565,-3.1172,12.0348,-0.0565,0.0244,0.5425,0.5425,
422,21.1000,1.4695,1.6562,-3.1065,12.0348,-0.0562,0.0351,0.5182,0.5182,
423,21.1500,1.4595,1.6558,-3.0963,12.0348,-0.0558,0.0453,0.4958,0.4958,
424,21.2000,1.4495,1.6553,-3.0866,12.0348,-0.0553,0.0550,0.4728,0.4728,
425,21.2500,1.4395,1.6547,-3.0773,12.0348,-0.0547,0.0643,0.4497,0.4497,
426,21.3000,1.4295,1.6540,-3.0685,12.0348,-0.0540,0.0731,0.4265,0.4265,
427,21.3500,1.4196,1.6532,-3.0601,12.0348,-0.0532,0.0814,0.4033,0.4033,
428,21.4000,1.4096,1.6524,-3.0523,12.0348,-0.0524,0.0893,0.3800,0.3800,
429,21.4500,1.3996,1.6514,-3.0448,12.1348,-0.0514,0.0968,0.3568,0.3568,
430,21.5000,1.3897,1.6504,-3.0378,12.1348,-0.0504,0.1037,0.3337,0.3337,
431,21.5500,1.3797,1.6494,-3.0313,12.1348,-0.0494,0.1103,0.3107,0.3107,
432,21.6000,1.3698,1.6482,-3.0253,12.1348,-0.0482,0.1163,0.2879,0.2879,
433,21.6500,1.3599,1.6470,-3.0196,12.1348,-0.0470,0.1219,0.2654,0.2654,
434,21.7000,1.3500,1.6458,-3.0145,12.1348,-0.0458,0.1271,0.2430,0.2430,
435,21.7500,1.3400,1.6445,-3.0097,12.1348,-0.0445,0.1319,0.2210,0.2210,
436,21.8000,1.3301,1.6432,-3.0054,12.1348,-0.0432,0.1362,0.1992,0.1992,
437,21.8500,1.3202,1.6418,-3.0015,12.1348,-0.0418,0.1400,0.1779,0.1779,
438,21.9000,1.3103,1.6404,-2.9981,12.1348,-0.0404,0.1435,0.1569,0.1569,
439,21.9500,1.3004,1.6389,-2.9950,12.1348,-0.0389,0.1466,0.1363,0.1363,
440,22.0000,1.2905,1.6375,-2.9924,12.2348,-0.0375,0.1492,0.1162,0.1162,
441,22.0500,1.2807,1.6360,-2.9901,12.2348,-0.0360,0.1515,0.0965,0.0965,
442,22.1000,1.2708,1.6345,-2.9882,12.2348,-0.0345,0.1534,0.0773,0.0773,
443,22.1500,1.2609,1.6329,-2.9867,12.2348,-0.0329,0.1549,0.0586,0.0586,
444,22.2000,1.2510,1.6314,-2.9856,12.2348,-0.0314,0.1560,0.0404,0.0404,
445,22.2500,1.2411,1.6298,-2.9848,12.2348,-0.0298,0.1568,0.0228,0.0228,
446,22.3000,1.2313,1.6282,-2.9844,12.2348,-0.0282,0.1572,0.0058,0.0058,
447,22.3500,1.2214,1.6267,-2.9843,12.2348,-0.0267,0.1573,-0.0107,-0.0107,
448,22.4000,1.2115,1.6251,-2.9845,12.2348,-0.0251,0.1571,-0.0266,-0.0266,
449,22.4500,1.2016,1.6236,-2.9850,12.2348,-0.0236,0.1566,-0.0419,-0.0419,
450,22.5000,1.1917,1.6220,-2.9858,12.3348,-0.0220,0.1558,-0.0566,-0.0566,
451,22.5500,1.1819,1.6205,-2.9869,12.3348,-0.0205,0.1547,-0.0706,-0.0706,
452,22.6000,1.1720,1.6189,-2.9883,12.3348,-0.0189,0.1533,-0.0840,-0.0840,
453,22.6500,1.1621,1.6174,-2.9899,12.3348,-0.0174,0.1517,-0.0968,-0.0968,
454,22.7000,1.1522,1.6159,-2.9918,12.3348,-0.0159,0.1498,-0.1090,-0.1090,
455,22.7500,1.1423,1.6144,-2.9939,12.3348,-0.0144,0.1477,-0.1205,-0.1205,
456,22.8000,1.1324,1.6130,-2.9963,12.3348,-0.0130,0.1453,-0.1314,-0.1314,
457,22.8500,1.1225,1.6115,-2.9988,12.3348,-0.0115,0.1428,-0.1416,-0.1416,
458,22.9000,1.1126,1.6101,-3.0016,12.3348,-0.0101,0.1400,-0.1512,-0.1512,
459,22.9500,1.1027,1.6087,-3.0045,12.3348,-0.0087,0.1371,-0.1602,-0.1602,
460,23.0000,1.0928,1.6074,-3.0076,12.4348,-0.0074,0.1340,-0.1685,-0.1685,
461,23.0500,1.0829,1.6061,-3.0109,12.4348,-0.0061,0.1307,-0.1763,-0.1763,
462,23.1000,1.0730,1.6048,-3.0143,12.4348,-0.0048,0.1273,-0.1833,-0.1833,
463,23.1500,1.0631,1.6035,-3.0179,12.4348,-0.0035,0.1237,-0.1898,-0.1898,
464,23.2000,1.0531,1.6023,-3.0216,12.4348,-0.0023,0.1200,-0.1957,-0.1957,
465,23.2500,1.0432,1.6011,-3.0254,12.4348,-0.0011,0.1162,-0.2009,-0.2009,
466,23.3000,1.0333,1.6000,-3.0293,12.4348,0.0000,0.1123,-0.2056,-0.2056,
467,23.3500,1.0233,1.5989,-3.0333,12.4348,0.0011,0.1083,-0.2097,-0.2097,
468,23.4000,1.0134,1.5978,-3.0374,12.4348,0.0022,0.1042,-0.2133,-0.2133,
469,23.4500,1.0034,1.5968,-3.0416,12.4348,0.0032,0.1000,-0.2163,-0.2163,
470,23.5000,0.9935,1.5958,-3.0458,12.5348,0.0042,0.0958,-0.2187,-0.2187,
471,23.5500,0.9835,1.5949,-3.0501,12.5348,0.0051,0.0915,-0.2206,-0.2206,
472,23.6000,0.9736,1.5940,-3.0543,12.5348,0.0060,0.0872,-0.2220,-0.2220,
473,23.6500,0.9636,1.5932,-3.0587,12.5348,0.0068,0.0829,-0.2229,-0.2229,
474,23.7000,0.9537,1.5923,-3.0630,12.5348,0.0077,0.0786,-0.2234,-0.2234,
475,23.7500,0.9437,1.5916,-3.0674,12.5348,0.0084,0.0742,-0.2233,-0.2233,
476,23.8000,0.9337,1.5909,-3.0717,12.5348,0.0091,0.0699,-0.2228,-0.2228,
477,23.8500,0.9237,1.5902,-3.0761,12.5348,0.0098,0.0655,-0.2219,-0.2219,
478,23.9000,0.9137,1.5896,-3.0804,12.5348,0.0104,0.0612,-0.2206,-0.2206,
479,23.9500,0.9038,1.5890,-3.0847,12.5348,0.0110,0.0569,-0.2188,-0.2188,
480,24.0000,0.8938,1.5884,-3.0889,12.6348,0.0116,0.0526,-0.2167,-0.2167,
481,24.0500,0.8838,1.5879,-3.0932,12.6348,0.0121,0.0484,-0.2142,-0.2142,
482,24.1000,0.8738,1.5874,-3.0973,12.6348,0.0126,0.0442,-0.2114,-0.2114,
483,24.1500,0.8638,1.5870,-3.1015,12.6348,0.0130,0.0401,-0.2083,-0.2083,
484,24.2000,0.8538,1.5866,-3.1055,12.6348,0.0134,0.0361,-0.2048,-0.2048,
485,24.2500,0.8438,1.5863,-3.1095,12.6348,0.0137,0.0321,-0.2010,-0.2010,
486,24.3000,0.8338,1.5860,-3.1134,12.6348,0.0140,0.0282,-0.1970,-0.1970,
487,24.3500,0.8238,1.5857,-3.1173,12.6348,0.0143,0.0243,-0.1927,-0.1927,
488,24.4000,0.8138,1.5855,-3.1210,12.6348,0.0145,0.0206,-0.1881,-0.1881,
489,24.4500,0.8038,1.5853,-3.1247,12.6348,0.0147,0.0169,-0.1834,-0.1834,
490,24.5000,0.7938,1.5852,-3.1282,12.7348,0.0148,0.0133,-0.1784,-0.1784,
491,24.5500,0.7838,1.5851,-3.1317,12.7348,0.0149,0.0099,-0.1733,-0.1733,
492,24.6000,0.7738,1.5850,-3.1351,12.7348,0.0150,0.0065,-0.1679,-0.1679,
493,24.6500,0.7638,1.5849,-3.1384,12.7348,0.0151,0.0032,-0.1625,-0.1625,
494,24.7000,0.7538,1.5849,-3.1415,12.7348,0.0151,0.0001,-0.1568,-0.1568,
495,24.7500,0.7438,1.5849,3.1386,12.7348,0.0151,-0.0030,-0.1511,-0.1511,
496,24.8000,0.7338,1.5850,3.1357,12.7348,0.0150,-0.0059,-0.1452,-0.1452,
497,24.8500,0.7238,1.5850,3.1328,12.7348,0.0150,-0.0088,-0.1393,-0.1393,
498,24.9000,0.7138,1.5851,3.1301,12.7348,0.0149,-0.0115,-0.1333,-0.1333,
499,24.9500,0.7038,1.5853,3.1275,12.7348,0.0147,-0.0141,-0.1272,-0.1272,
500,25.0000,0.6938,1.5854,3.1251,12.8348,0.0146,-0.0165,-0.1211,-0.1211,
501,25.0500,0.6838,1.5856,3.1227,12.8348,0.0144,-0.0189,-0.1149,-0.1149,
502,25.1000,0.6738,1.5858,3.1205,12.8348,0.0142,-0.0211,-0.1088,-0.1088,
503,25.1500,0.6638,1.5860,3.1184,12.8348,0.0140,-0.0232,-0.1026,-0.1026,
504,25.2000,0.6539,1.5863,3.1164,12.8348,0.0137,-0.0252,-0.0964,-0.0964,
505,25.2500,0.6439,1.5865,3.1145,12.8348,0.0135,-0.0271,-0.0903,-0.0903,
506,25.3000,0.6339,1.5868,3.1127,12.8348,0.0132,-0.0289,-0.0841,-0.0841,
507,25.3500,0.6239,1.5871,3.1111,12.8348,0.0129,-0.0305,-0.0781,-0.0781,
508,25.4000,0.6139,1.5874,3.1096,12.8348,0.0126,-0.0320,-0.0720,-0.0720,
509,25.4500,0.6039,1.5877,3.1082,12.8348,0.0123,-0.0334,-0.0661,-0.0661,
510,25.5000,0.5939,1.5881,3.1069,12.9348,0.0119,-0.0347,-0.0602,-0.0602,
511,25.5500,0.5839,1.5884,3.1057,12.9348,0.0116,-0.0359,-0.0544,-0.0544,
512,25.6000,0.5739,1.5888,3.1047,12.9348,0.0112,-0.0369,-0.0486,-0.0486,
513,25.6500,0.5639,1.5892,3.1037,12.9348,0.0108,-0.0379,-0.0430,-0.0430,
514,25.7000,0.5539,1.5896,3.1029,12.9348,0.0104,-0.0387,-0.0375,-0.0375,
515,25.7500,0.5439,1.5900,3.1021,12.9348,0.0100,-0.0394,-0.0321,-0.0321,
516,25.8000,0.5339,1.5903,3.1015,12.9348,0.0097,-0.0401,-0.0269,-0.0269,
517,25.8500,0.5239,1.5908,3.1010,12.9348,0.0092,-0.0406,-0.0217,-0.0217,
518,25.9000,0.5139,1.5912,3.1006,12.9348,0.0088,-0.0410,-0.0167,-0.0167,
519,25.9500,0.5039,1.5916,3.1003,12.9348,0.0084,-0.0413,-0.0118,-0.0118,
520,26.0000,0.4940,1.5920,3.1000,13.0348,0.0080,-0.0416,-0.0071,-0.0071,
521,26.0500,0.4840,1.5924,3.0999,13.0348,0.0076,-0.0417,-0.0025,-0.0025,
522,26.1000,0.4740,1.5928,3.0998,13.0348,0.0072,-0.0418,0.0019,0.0019,
523,26.1500,0.4640,1.5932,3.0999,13.0348,0.0068,-0.0417,0.0062,0.0062,
524,26.2000,0.4540,1.5937,3.1000,13.0348,0.0063,-0.0416,0.0103,0.0103,
525,26.2500,0.4440,1.5941,3.1002,13.0348,0.0059,-0.0414,0.0142,0.0142,
526,26.3000,0.4340,1.5945,3.1005,13.0348,0.0055,-0.0411,0.0180,0.0180,
527,26.3500,0.4240,1.5949,3.1008,13.0348,0.0051,-0.0408,0.0216,0.0216,
528,26.4000,0.4140,1.5953,3.1012,13.0348,0.0047,-0.0404,0.0251,0.0251,
529,26.4500,0.4040,1.5957,3.1017,13.0348,0.0043,-0.0399,0.0283,0.0283,
530,26.5000,0.3940,1.5961,3.1023,13.1348,0.0039,-0.0393,0.0314,0.0314,
531,26.5500,0.3840,1.5965,3.1029,13.1348,0.0035,-0.0387,0.0344,0.0344,
532,26.6000,0.3741,1.5969,3.1036,13.1348,0.0031,-0.0380,0.0371,0.0371,
533,26.6500,0.3641,1.5972,3.1043,13.1348,0.0028,-0.0373,0.0397,0.0397,
534,26.7000,0.3541,1.5976,3.1050,13.1348,0.0024,-0.0365,0.0421,0.0421,
535,26.7500,0.3441,1.5980,3.1059,13.1348,0.0020,-0.0357,0.0444,0.0444,
536,26.8000,0.3341,1.5983,3.1067,13.1348,0.0017,-0.0349,0.0465,0.0465,
537,26.8500,0.3241,1.5987,3.1076,13.1348,0.0013,-0.0340,0.0484,0.0484,
538,26.9000,0.3141,1.5990,3.1086,13.1348,0.0010,-0.0330,0.0501,0.0501,
539,26.9500,0.3041,1.5993,3.1096,13.1348,0.0007,-0.0320,0.0517,0.0517,
540,27.0000,0.2941,1.5996,3.1106,13.2348,0.0004,-0.0310,0.0532,0.0532,
541,27.0500,0.2841,1.6000,3.1116,13.2348,0.0000,-0.0300,0.0544,0.0544,
542,27.1000,0.2741,1.6002,3.1127,13.2348,-0.0002,-0.0289,0.0556,0.0556,
543,27.1500,0.2641,1.6005,3.1137,13.2348,-0.0005,-0.0279,0.0565,0.0565,
544,27.2000,0.2541,1.6008,3.1148,13.2348,-0.0008,-0.0268,0.0574,0.0574,
545,27.2500,0.2441,1.6011,3.1159,13.2348,-0.0011,-0.0256,0.0580,0.0580,
546,27.3000,0.2341,1.6013,3.1171,13.2348,-0.0013,-0.0245,0.0586,0.0586,
547,27.3500,0.2241,1.6016,3.1182,13.2348,-0.0016,-0.0234,0.0590,0.0590,
548,27.4000,0.2141,1.6018,3.1194,13.2348,-0.0018,-0.0222,0.0592,0.0592,
549,27.4500,0.2041,1.6020,3.1205,13.2348,-0.0020,-0.0211,0.0594,0.0594,
550,27.5000,0.1941,1.6022,3.1217,13.3348,-0.0022,-0.0199,0.0594,0.0594,
