timestep,ep_rew_mean,ep_len_mean,explained_variance,value_loss,entropy,approx_kl,clip_fraction,std,intervention_rate,emergency_rate,int_rate_C-01,int_rate_C-02,int_rate_C-03,int_rate_C-04,int_rate_C-05,int_rate_C-06
1024,20.935942,40.760,nan,nan,nan,nan,nan,nan,0.903320,0.024414,0.146484,0.053711,0.247070,0.000000,0.024414,0.867188
2048,20.554681,40.520,-0.000763,36.405507,1.415670,0.001955,0.003418,0.994550,0.905273,0.024414,0.207031,0.031250,0.277344,0.000000,0.024414,0.874023
3072,23.014566,44.221,-0.038975,20.947766,1.408746,0.003069,0.011523,0.982667,0.904297,0.017578,0.125977,0.045898,0.190430,0.000000,0.017578,0.862305
4096,25.411892,47.667,0.015387,29.509733,1.400720,0.002754,0.005469,0.981126,0.908203,0.015625,0.088867,0.032227,0.158203,0.000000,0.015625,0.886719
5120,27.488815,50.500,0.240609,36.130894,1.396268,0.004529,0.032324,0.973784,0.894531,0.015625,0.116211,0.031250,0.181641,0.000000,0.015625,0.869141
6144,30.930383,55.410,0.107216,46.229331,1.386853,0.004461,0.030859,0.962008,0.903320,0.013672,0.110352,0.018555,0.156250,0.000000,0.013672,0.876953
7168,34.036925,60.040,0.360471,41.622216,1.381480,0.009359,0.042578,0.965380,0.901367,0.011719,0.110352,0.024414,0.106445,0.000000,0.011719,0.883789
8192,39.761268,68.170,0.445282,42.686697,1.379536,0.006709,0.064062,0.957024,0.887695,0.006836,0.052734,0.006836,0.070312,0.000000,0.006836,0.878906
9216,45.836140,76.520,0.114510,46.633261,1.370372,0.006242,0.053418,0.944726,0.874023,0.003906,0.026367,0.002930,0.039062,0.000000,0.003906,0.867188
10240,52.834541,85.480,0.393747,44.899137,1.360647,0.004810,0.046680,0.942299,0.909180,0.000977,0.035156,0.023438,0.026367,0.000000,0.000977,0.903320
11264,58.341294,92.370,0.267137,37.593396,1.357788,0.004861,0.031250,0.938139,0.881836,0.001953,0.036133,0.007812,0.020508,0.000000,0.001953,0.876953
12288,65.026377,101.100,0.017282,46.288173,1.354129,0.004609,0.021973,0.936563,0.875000,0.000977,0.007812,0.002930,0.026367,0.000000,0.000977,0.870117
13312,74.359187,112.620,-0.009471,31.743643,1.354114,0.002871,0.040234,0.939001,0.878906,0.001953,0.013672,0.004883,0.024414,0.000000,0.001953,0.873047
14336,81.749617,121.620,0.060820,48.837707,1.352885,0.006022,0.090918,0.930618,0.876953,0.000000,0.000000,0.000000,0.001953,0.000000,0.000000,0.875977
15360,88.475203,129.620,-0.028224,16.855762,1.342933,0.003994,0.047461,0.922065,0.869141,0.000977,0.009766,0.003906,0.012695,0.000000,0.000977,0.866211
16384,95.475549,138.860,-0.002141,35.253780,1.333259,0.010778,0.043457,0.911202,0.891602,0.000977,0.031250,0.002930,0.008789,0.000000,0.000977,0.886719
17408,100.905364,146.570,0.012082,31.683735,1.319092,0.004992,0.063965,0.896366,0.899414,0.002930,0.018555,0.000000,0.020508,0.000000,0.002930,0.898438
18432,107.763370,154.550,0.114493,60.462145,1.310122,0.005588,0.039062,0.897653,0.882812,0.000977,0.008789,0.000000,0.010742,0.000000,0.000977,0.882812
19456,115.893533,163.800,0.298281,30.423272,1.306977,0.003704,0.020996,0.890424,0.875000,0.000000,0.000000,0.002930,0.000000,0.000000,0.000000,0.875000
20480,124.090574,172.910,-0.004567,9.475724,1.299332,0.012224,0.069043,0.879564,0.887695,0.000000,0.000000,0.001953,0.000000,0.000000,0.000000,0.887695
21504,132.174422,182.270,-0.131487,7.503329,1.280325,0.002626,0.017773,0.858559,0.879883,0.000000,0.008789,0.000000,0.003906,0.000000,0.000000,0.878906
22528,139.958527,191.240,0.268937,3.428519,1.252696,0.015484,0.047754,0.825633,0.855469,0.001953,0.016602,0.000000,0.027344,0.000000,0.001953,0.852539
23552,145.633602,197.810,-0.000912,89.160156,1.219391,0.004222,0.115625,0.820302,0.869141,0.000977,0.025391,0.002930,0.017578,0.000000,0.000977,0.865234
24576,153.022631,206.450,-0.002907,46.337004,1.218268,0.013982,0.083984,0.814859,0.886719,0.000000,0.000000,0.000000,0.003906,0.000000,0.000000,0.886719
25600,161.054783,214.970,-0.006497,3.736987,1.208963,0.006798,0.023242,0.804103,0.888672,0.000977,0.006836,0.000000,0.012695,0.000000,0.000977,0.888672
26624,172.844276,227.670,0.086521,26.164108,1.196444,0.004186,0.061133,0.798292,0.876953,0.000000,0.018555,0.002930,0.004883,0.000000,0.000000,0.875977
27648,181.344354,236.510,-0.005583,3.369716,1.186941,0.005692,0.048145,0.778248,0.871094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.871094
28672,189.378111,245.000,0.081768,2.515436,1.157385,0.006497,0.040918,0.750665,0.863281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.863281
29696,198.317406,254.360,0.020556,1.305038,1.116243,0.009651,0.060352,0.723974,0.862305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.862305
30720,206.980335,263.710,-0.102183,1.340190,1.087334,0.004912,0.022852,0.706972,0.837891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.837891
31744,215.690969,272.740,-0.008954,0.751319,1.073153,0.004036,0.043848,0.711572,0.861328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.861328
32768,223.976474,281.260,-0.042721,0.773607,1.070863,0.004892,0.051074,0.696155,0.880859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.880859
33792,231.449345,288.740,0.070921,0.710794,1.045783,0.006790,0.063184,0.678327,0.869141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.869141
34816,240.123061,297.720,0.003299,0.529427,1.017478,0.008384,0.042285,0.657791,0.883789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.883789
35840,248.456808,306.120,0.137015,0.664409,0.987106,0.008252,0.042285,0.638368,0.856445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.856445
36864,256.358882,314.400,0.148396,1.647985,0.964263,0.005600,0.051855,0.632443,0.876953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.876953
