timestep,raw_steer
10,-0.304024
20,0.933218
30,-0.866468
40,-0.949363
50,-0.146763
60,-1.000000
70,0.539055
80,0.191590
90,-0.162104
100,0.111084
110,-0.097734
120,1.000000
130,1.000000
140,-1.000000
150,-1.000000
160,0.192793
170,0.181139
180,0.739018
190,0.029729
200,-0.718398
210,1.000000
220,-0.457509
230,0.119650
240,-0.444498
250,1.000000
260,1.000000
270,0.220976
280,-1.000000
290,0.603543
300,-0.208536
310,-0.005057
320,0.442370
330,1.000000
340,-0.733172
350,-1.000000
360,0.152551
370,-0.015722
380,-1.000000
390,-0.104992
400,0.963765
410,0.164325
420,1.000000
430,1.000000
440,0.235645
450,0.049441
460,-0.230862
470,1.000000
480,-0.613614
490,-0.109710
500,1.000000
510,1.000000
520,-1.000000
530,0.242225
540,-1.000000
550,1.000000
560,1.000000
570,-0.487326
580,-0.041791
590,1.000000
600,0.936796
610,0.659672
620,1.000000
630,-0.806095
640,-0.136443
650,-0.935986
660,-0.463363
670,-0.113880
680,-0.026781
690,-0.718638
700,1.000000
710,-1.000000
720,-0.531962
730,-1.000000
740,0.346175
750,-1.000000
760,-1.000000
770,0.220539
780,0.887856
790,0.994190
800,-1.000000
810,0.723544
820,0.295126
830,-0.228309
840,0.359772
850,0.688272
860,0.106563
870,1.000000
880,-1.000000
890,1.000000
900,-0.556632
910,-0.590007
920,1.000000
930,0.945789
940,-1.000000
950,-0.519983
960,0.528880
970,0.059594
980,-0.607810
990,0.036057
1000,1.000000
1010,1.000000
1020,-0.545068
1030,0.548805
1040,-1.000000
1050,-1.000000
1060,-0.611609
1070,-1.000000
1080,0.372903
1090,-1.000000
1100,0.741826
1110,-0.183162
1120,-0.277106
1130,-0.620080
1140,-0.273888
1150,0.623608
1160,-0.452343
1170,0.976265
1180,0.954843
1190,-0.567633
1200,-0.624100
1210,-0.897312
1220,-0.604122
1230,-1.000000
1240,0.372756
1250,1.000000
1260,0.934506
1270,-0.824238
1280,1.000000
1290,-0.449296
1300,-1.000000
1310,0.660324
1320,1.000000
1330,1.000000
1340,-1.000000
1350,-1.000000
1360,-1.000000
1370,1.000000
1380,-0.471044
1390,0.584003
1400,-0.242105
1410,-0.537278
1420,-0.792853
1430,1.000000
1440,0.324978
1450,1.000000
1460,-1.000000
1470,1.000000
1480,0.388434
1490,1.000000
1500,-1.000000
1510,-0.817589
1520,-0.341021
1530,-0.103952
1540,-0.328683
1550,0.387176
1560,0.256839
1570,-0.857266
1580,-1.000000
1590,0.565022
1600,0.886215
1610,0.290117
1620,0.949214
1630,-1.000000
1640,0.772974
1650,-1.000000
1660,-1.000000
1670,0.165983
1680,0.391998
1690,-0.789958
1700,-0.231689
1710,0.302830
1720,0.409447
1730,-0.261874
1740,0.689486
1750,-0.539433
1760,-0.902978
1770,-1.000000
1780,-1.000000
1790,1.000000
1800,0.992312
1810,1.000000
1820,0.545533
1830,-0.715166
1840,-0.118205
1850,0.219518
1860,0.353101
1870,-0.014709
1880,0.095664
1890,0.660153
1900,1.000000
1910,0.285714
1920,-0.510301
1930,1.000000
