stamp_s,why,ey_m,epsi_rad,lane_width_m,n_lines,confidence,reason
1788182714.670,bad_width,0.04052,0.06425,0.20388,4,0.333,ok
1788182714.770,bad_width,0.05330,-0.09000,0.18582,3,0.271,ok
1788182714.871,unpaired,0.01477,0.06020,0.24576,2,0.208,single_line
1788182714.920,bad_width,0.04759,0.07065,0.17583,3,0.417,ok
1788182714.971,bad_width,0.03150,-0.40887,0.16944,4,0.333,ok
1788182715.070,bad_width,0.06482,-0.22134,0.15171,3,0.333,ok
1788182715.420,bad_width,0.03332,-0.41812,0.20170,3,0.646,ok
1788182715.420,bad_width,0.03332,-0.41812,0.20170,3,0.646,ok
1788182715.720,bad_width,-0.00376,0.06745,0.30383,3,0.562,ok
1788182715.770,bad_width,0.00412,0.06696,0.29554,2,0.646,ok
1788182715.920,bad_width,0.05877,0.05770,0.18814,2,0.583,ok
1788182716.170,unpaired,0.03055,0.00025,0.25233,3,0.208,single_line
1788182716.420,unpaired,0.02035,0.02181,0.25917,3,0.188,single_line
1788182716.470,bad_width,-0.01023,0.19489,0.33046,2,0.562,ok
1788182716.571,unpaired,0.02157,-0.01738,0.27343,3,0.208,single_line
1788182716.620,bad_width,0.06390,-0.15829,0.15880,3,0.417,ok
1788182716.669,bad_width,-0.07526,-0.24288,0.14537,3,0.375,ok
1788182716.770,bad_width,0.07162,-0.20208,0.17315,3,0.438,ok
1788182717.020,bad_width,-0.00438,0.04485,0.32320,3,0.500,ok
1788182717.120,bad_width,0.00570,0.04583,0.31015,3,0.562,ok
1788182717.320,bad_width,-0.00102,-0.03269,0.30811,3,0.562,ok
1788182717.370,bad_width,0.00324,0.03878,0.31918,3,0.562,ok
1788182717.420,bad_width,0.01439,0.05930,0.29651,3,0.500,ok
1788182717.470,bad_width,0.06896,-0.20095,0.17866,3,0.375,ok
1788182717.520,bad_width,0.08782,-0.27704,0.14172,3,0.271,ok
1788182717.670,bad_width,-0.00056,0.00930,0.33017,2,0.479,ok
1788182717.720,bad_width,-0.00642,0.00930,0.34189,2,0.458,ok
1788182717.770,bad_width,-0.00971,0.01228,0.32711,2,0.458,ok
1788182717.820,bad_width,-0.34748,-0.01275,0.19084,3,0.292,ok
1788182717.920,bad_width,0.00123,-0.01126,0.32574,2,0.458,ok
1788182718.020,bad_width,0.00156,0.14312,0.32430,2,0.500,ok
1788182718.120,bad_width,0.00418,0.04917,0.31182,2,0.458,ok
1788182718.220,unpaired,0.02471,-0.09741,0.28074,2,0.188,single_line
1788182718.470,unpaired,0.02964,-0.09778,0.26665,2,0.167,single_line
1788182718.520,unpaired,0.02824,-0.09373,0.26665,2,0.167,single_line
1788182718.570,unpaired,0.02759,-0.09621,0.26665,3,0.188,single_line
