episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency
0,1,-0.003907,-0.129241,0.582212,-0.006842,0.632856,0.000000,0.000000,-1.000000,-0.632856,0.367144,C-02;C-05,1
