stamp_s,why,ey_m,epsi_rad,lane_width_m,n_lines,confidence,reason
1788183936.470,bad_width,0.05695,0.03834,0.32420,2,0.521,ok
1788183936.570,bad_width,0.06088,0.06354,0.33214,2,0.500,ok
1788183936.770,bad_width,0.05993,0.06903,0.33627,3,0.500,ok
1788183936.870,bad_width,0.06008,0.06903,0.33597,2,0.500,ok
1788183936.921,bad_width,0.06246,0.04155,0.33173,3,0.500,ok
1788183936.970,bad_width,0.05671,0.04384,0.32459,2,0.521,ok
1788183937.020,bad_width,0.06143,0.04705,0.33370,3,0.500,ok
1788183937.070,bad_width,0.05673,0.04384,0.32437,2,0.521,ok
1788183937.320,bad_width,0.06168,0.04155,0.33328,2,0.500,ok
1788183937.370,bad_width,0.05618,0.06034,0.32538,2,0.521,ok
1788183937.470,bad_width,0.05553,0.06034,0.32640,3,0.521,ok
1788183937.570,bad_width,0.05503,0.04384,0.32749,3,0.521,ok
1788183937.670,bad_width,0.06111,0.04705,0.33394,3,0.500,ok
1788183937.720,bad_width,0.05821,0.06903,0.33762,2,0.500,ok
1788183937.770,bad_width,0.05666,0.04492,0.32509,2,0.521,ok
1788183937.870,bad_width,0.05979,0.06354,0.33458,2,0.500,ok
1788183937.970,bad_width,0.06084,0.04705,0.33280,3,0.500,ok
1788183938.020,bad_width,0.06336,0.04705,0.32985,3,0.500,ok
1788183938.121,bad_width,0.05846,0.01586,0.32682,2,0.521,ok
1788183938.420,bad_width,0.06124,0.06354,0.33378,3,0.500,ok
1788183938.470,bad_width,0.06160,0.04155,0.33345,3,0.500,ok
1788183938.570,bad_width,0.06121,0.04705,0.33414,2,0.500,ok
1788183938.620,bad_width,0.05555,0.06034,0.32618,3,0.521,ok
1788183938.720,bad_width,0.05568,0.06034,0.32609,2,0.521,ok
