timestep,ep_rew_mean,ep_len_mean,explained_variance,value_loss,entropy,approx_kl,clip_fraction,std,intervention_rate,emergency_rate,int_rate_C-01,int_rate_C-02,int_rate_C-03,int_rate_C-04,int_rate_C-05,int_rate_C-06
1024,14.469461,33.172,nan,nan,nan,nan,nan,nan,0.895508,0.022461,0.023438,0.050781,0.114258,0.000000,0.016602,0.868164
2048,14.317883,31.246,0.033705,0.819803,1.419382,0.004669,0.041113,0.995601,0.880859,0.030273,0.013672,0.040039,0.111328,0.000000,0.022461,0.857422
3072,17.314273,34.575,0.419935,0.440874,1.406537,0.034896,0.174316,0.977754,0.875000,0.019531,0.004883,0.036133,0.082031,0.000000,0.016602,0.862305
4096,17.934986,33.910,0.243898,0.252694,1.386339,0.051194,0.250000,0.954701,0.879883,0.025391,0.002930,0.028320,0.059570,0.000000,0.020508,0.866211
5120,23.061812,40.860,0.292762,0.219938,1.362412,0.072303,0.313770,0.931129,0.890625,0.009766,0.010742,0.032227,0.065430,0.000000,0.005859,0.882812
6144,27.555326,46.970,0.408371,0.269693,1.342628,0.062521,0.316992,0.916918,0.872070,0.009766,0.006836,0.030273,0.031250,0.000000,0.008789,0.864258
7168,33.768604,54.960,0.261008,0.470313,1.320959,0.075423,0.316016,0.889988,0.894531,0.008789,0.000000,0.037109,0.018555,0.000000,0.007812,0.887695
8192,39.111740,61.120,0.319168,0.270056,1.289168,0.100827,0.355566,0.858308,0.895508,0.006836,0.000000,0.014648,0.027344,0.000000,0.004883,0.890625
9216,44.826550,68.170,0.534218,0.204298,1.254820,0.101211,0.395117,0.831161,0.886719,0.008789,0.000000,0.012695,0.017578,0.000000,0.008789,0.884766
10240,54.536335,79.910,0.465857,0.326334,1.222949,0.136570,0.395117,0.803871,0.915039,0.004883,0.000000,0.044922,0.031250,0.000000,0.003906,0.909180
11264,58.496584,84.910,0.625234,0.130436,1.191676,0.135611,0.412988,0.782912,0.900391,0.003906,0.000000,0.024414,0.006836,0.000000,0.003906,0.895508
12288,63.991886,91.020,0.215346,0.173782,1.165240,0.122698,0.402344,0.761853,0.903320,0.003906,0.000000,0.027344,0.000000,0.000000,0.002930,0.898438
13312,72.157041,101.210,0.324491,0.122167,1.136663,0.139092,0.397656,0.740572,0.886719,0.004883,0.000000,0.021484,0.009766,0.000000,0.004883,0.883789
14336,80.826777,111.610,0.480856,0.156934,1.106848,0.164435,0.381543,0.715606,0.911133,0.001953,0.000000,0.025391,0.000000,0.000000,0.001953,0.907227
15360,85.134443,116.570,0.281939,0.093534,1.072546,0.143333,0.409961,0.693684,0.897461,0.005859,0.005859,0.044922,0.008789,0.000000,0.003906,0.887695
16384,94.691157,127.900,0.307199,0.213959,1.044616,0.115760,0.361719,0.677812,0.914062,0.003906,0.000000,0.047852,0.012695,0.000000,0.002930,0.904297
17408,100.641949,134.950,0.274586,0.128070,1.021097,0.157481,0.418848,0.659579,0.879883,0.007812,0.017578,0.012695,0.031250,0.000000,0.005859,0.870117
18432,110.159369,146.100,0.574421,0.157783,0.992675,0.132487,0.397559,0.642189,0.887695,0.003906,0.002930,0.015625,0.002930,0.000000,0.002930,0.884766
19456,116.955681,153.540,0.495270,0.099612,0.965234,0.178690,0.437793,0.623331,0.871094,0.002930,0.002930,0.028320,0.011719,0.000000,0.002930,0.867188
20480,126.190741,163.960,0.397941,0.120497,0.935684,0.195800,0.466113,0.603851,0.906250,0.001953,0.000000,0.071289,0.000000,0.000000,0.001953,0.895508
21504,132.401414,170.710,0.480773,0.071646,0.902880,0.215088,0.430273,0.586933,0.888672,0.000977,0.000000,0.041016,0.000000,0.000000,0.000977,0.881836
22528,141.041202,180.600,0.682126,0.058228,0.876968,0.224812,0.429883,0.571075,0.892578,0.001953,0.004883,0.047852,0.005859,0.000000,0.001953,0.883789
