confidence,curvature_est,dpsi_cmd,epsi_err,epsi_est,epsi_true,ey_cmd,ey_err,ey_est,ey_true,lane_width_est,level,mode,n_lines,ok,reason,s
0.6667,-0.17943,-0.1,0.11624,0.01291,-0.10333,-0.06,-0.0026,-0.0626,-0.06,0.26024,0.0,clean,2,1,ok,13.2
0.7083,-0.0949,0.0,0.11088,0.10755,-0.00333,-0.06,0.00525,-0.05475,-0.06,0.26787,0.0,clean,3,1,ok,13.2
0.7708,-0.14016,0.1,0.10851,0.20518,0.09667,-0.06,0.01961,-0.04039,-0.06,0.26607,0.0,clean,3,1,ok,13.2
0.7292,-0.14008,-0.1,0.10981,0.00648,-0.10333,0.0,-0.00331,-0.00331,-0.0,0.26628,0.0,clean,2,1,ok,13.2
0.75,-0.10527,0.0,0.11111,0.10778,-0.00333,0.0,0.00777,0.00777,-0.0,0.26716,0.0,clean,3,1,ok,13.2
0.6875,-0.10433,0.1,0.11477,0.21144,0.09667,0.0,0.02057,0.02057,-0.0,0.26585,0.0,clean,3,1,ok,13.2
0.6667,-0.17345,-0.1,0.11278,0.00945,-0.10333,0.06,-0.00013,0.05987,0.06,0.26757,0.0,clean,3,1,ok,13.2
0.5833,-0.11512,0.0,0.11219,0.10886,-0.00333,0.06,0.01044,0.07044,0.06,0.26909,0.0,clean,3,1,ok,13.2
0.5417,-0.119,0.1,0.15817,0.25484,0.09667,0.06,0.02202,0.08202,0.06,0.25508,0.0,clean,3,1,ok,13.2
0.5625,-0.14224,-0.1,0.11503,0.0117,-0.10333,0.12,0.0009,0.1209,0.12,0.27012,0.0,clean,3,1,ok,13.2
0.4583,-0.09301,0.0,0.10825,0.10492,-0.00333,0.12,0.00873,0.12873,0.12,0.25514,0.0,clean,3,1,ok,13.2
0.625,-0.19601,0.1,0.0963,0.19297,0.09667,0.12,-0.24213,-0.12213,0.12,0.26918,0.0,clean,3,1,ok,13.2
0.7083,-0.0037,-0.1,0.05523,-0.04703,-0.10226,-0.06,-0.01054,-0.07054,-0.06,0.27372,0.0,clean,2,1,ok,13.4
0.7083,-0.06142,0.0,0.05687,0.05462,-0.00226,-0.06,0.00486,-0.05514,-0.06,0.26909,0.0,clean,2,1,ok,13.4
0.7708,-0.09679,0.1,0.05287,0.15062,0.09774,-0.06,0.0192,-0.0408,-0.06,0.26706,0.0,clean,3,1,ok,13.4
0.7708,-0.0413,-0.1,0.05119,-0.05107,-0.10226,0.0,-0.00617,-0.00617,-0.0,0.27018,0.0,clean,2,1,ok,13.4
0.7292,-0.06031,0.0,0.05322,0.05097,-0.00226,0.0,0.00711,0.00711,-0.0,0.26855,0.0,clean,3,1,ok,13.4
0.7083,-0.06065,0.1,0.05597,0.15372,0.09774,0.0,0.01974,0.01974,-0.0,0.26467,0.0,clean,3,1,ok,13.4
0.6875,-0.04759,-0.1,0.05225,-0.05001,-0.10226,0.06,-0.00426,0.05574,0.06,0.26969,0.0,clean,3,1,ok,13.4
0.5833,-0.04867,0.0,0.05991,0.05765,-0.00226,0.06,0.0078,0.0678,0.06,0.26588,0.0,clean,3,1,ok,13.4
0.5625,-0.031,0.1,0.0806,0.17835,0.09774,0.06,0.01978,0.07978,0.06,0.26166,0.0,clean,3,1,ok,13.4
0.5833,-0.06379,-0.1,0.05723,-0.04502,-0.10226,0.12,-0.00219,0.11781,0.12,0.2666,0.0,clean,3,1,ok,13.4
0.5208,-0.03699,0.0,0.06057,0.05831,-0.00226,0.12,0.00818,0.12818,0.12,0.26376,0.0,clean,3,1,ok,13.4
0.5833,-0.06256,0.1,0.05312,0.15086,0.09774,0.12,-0.2462,-0.1262,0.12,0.26422,0.0,clean,3,1,ok,13.4
0.6875,0.03636,-0.1,0.02266,-0.07924,-0.1019,-0.06,-0.00841,-0.06841,-0.06,0.26942,0.0,clean,2,1,ok,13.6
0.6667,0.04405,0.0,0.02068,0.01878,-0.0019,-0.06,0.00451,-0.05549,-0.06,0.26947,0.0,clean,2,1,ok,13.6
0.7708,0.03539,0.1,0.02645,0.12455,0.0981,-0.06,0.01695,-0.04305,-0.06,0.26643,0.0,clean,2,1,ok,13.6
0.7292,0.05973,-0.1,0.03122,-0.07068,-0.1019,0.0,-0.00744,-0.00744,-0.0,0.26836,0.0,clean,2,1,ok,13.6
0.7292,0.03871,0.0,0.02741,0.02551,-0.0019,0.0,0.00634,0.00634,-0.0,0.26854,0.0,clean,3,1,ok,13.6
0.7083,0.04567,0.1,0.03181,0.12992,0.0981,0.0,0.01879,0.01879,-0.0,0.2662,0.0,clean,3,1,ok,13.6
0.7083,0.07212,-0.1,0.03055,-0.07134,-0.1019,0.06,-0.00604,0.05396,0.06,0.26783,0.0,clean,3,1,ok,13.6
0.6042,0.0607,0.0,0.03621,0.03431,-0.0019,0.06,0.00652,0.06652,0.06,0.26781,0.0,clean,3,1,ok,13.6
0.5625,0.07106,0.1,0.02897,0.12707,0.0981,0.06,0.01971,0.07971,0.06,0.26731,0.0,clean,3,1,ok,13.6
0.5625,0.072,-0.1,0.03696,-0.06493,-0.1019,0.12,-0.00484,0.11516,0.12,0.2684,0.0,clean,3,1,ok,13.6
0.5,0.0618,0.0,0.06586,0.06396,-0.0019,0.12,0.00761,0.12761,0.12,0.26548,0.0,clean,3,1,ok,13.6
0.5625,0.01199,0.1,0.01578,0.11388,0.0981,0.12,-0.24503,-0.12503,0.12,0.26201,0.0,clean,3,1,ok,13.6
0.7083,0.18196,-0.1,-0.01349,-0.11407,-0.10058,-0.06,-0.01071,-0.07071,-0.06,0.27051,0.0,clean,2,1,ok,13.8
0.6667,0.11682,0.0,-0.01463,-0.01521,-0.00058,-0.06,0.00602,-0.05398,-0.06,0.26278,0.0,clean,2,1,ok,13.8
0.7917,0.1143,0.1,-0.00176,0.09767,0.09942,-0.06,0.01748,-0.04252,-0.06,0.26603,0.0,clean,2,1,ok,13.8
0.75,0.15762,-0.1,-0.00308,-0.10366,-0.10058,0.0,-0.0075,-0.0075,-0.0,0.26957,0.0,clean,2,1,ok,13.8
0.75,0.13926,0.0,-0.00114,-0.00171,-0.00058,0.0,0.0058,0.0058,-0.0,0.26667,0.0,clean,2,1,ok,13.8
0.7292,0.12076,0.1,-0.00019,0.09923,0.09942,0.0,0.01959,0.01959,-0.0,0.26636,0.0,clean,3,1,ok,13.8
0.7292,0.15,-0.1,0.00144,-0.09913,-0.10058,0.06,-0.0055,0.0545,0.06,0.26807,0.0,clean,3,1,ok,13.8
0.625,0.13796,0.0,-0.00125,-0.00183,-0.00058,0.06,0.00723,0.06723,0.06,0.26413,0.0,clean,3,1,ok,13.8
0.5417,0.14664,0.1,0.00414,0.10356,0.09942,0.06,0.0197,0.0797,0.06,0.26371,0.0,clean,3,1,ok,13.8
0.5417,0.11635,-0.1,-0.00485,-0.10542,-0.10058,0.12,-0.00166,0.11834,0.12,0.26667,0.0,clean,3,1,ok,13.8
0.5,0.14496,0.0,-0.02611,-0.02669,-0.00058,0.12,0.00863,0.12863,0.12,0.2646,0.0,clean,3,1,ok,13.8
0.5417,0.09372,0.1,-0.00342,0.096,0.09942,0.12,-0.2447,-0.1247,0.12,0.26572,0.0,clean,3,1,ok,13.8
0.6875,0.31698,-0.1,-0.03949,-0.14089,-0.1014,-0.06,-0.01296,-0.07296,-0.06,0.2713,0.0,clean,2,1,ok,14.0
0.6458,0.29392,0.0,-0.03449,-0.03589,-0.0014,-0.06,0.00017,-0.05983,-0.06,0.27245,0.0,clean,2,1,ok,14.0
0.7917,0.32034,0.1,-0.02681,0.07179,0.0986,-0.06,0.01288,-0.04712,-0.06,0.27159,0.0,clean,3,1,ok,14.0
0.75,0.27682,-0.1,-0.03259,-0.13399,-0.1014,0.0,-0.00872,-0.00872,-0.0,0.26918,0.0,clean,2,1,ok,14.0
0.7292,0.26429,0.0,-0.02865,-0.03005,-0.0014,0.0,0.00405,0.00405,-0.0,0.26828,0.0,clean,2,1,ok,14.0
0.7292,0.30104,0.1,-0.02571,0.07289,0.0986,0.0,0.01568,0.01568,-0.0,0.26761,0.0,clean,3,1,ok,14.0
0.7083,0.26973,-0.1,-0.02418,-0.12558,-0.1014,0.06,-0.00673,0.05327,0.06,0.26998,0.0,clean,3,1,ok,14.0
0.625,0.26754,0.0,-0.02536,-0.02676,-0.0014,0.06,0.00493,0.06493,0.06,0.26499,0.0,clean,3,1,ok,14.0
0.5417,0.29474,0.1,-0.03093,0.06767,0.0986,0.06,0.0175,0.0775,0.06,0.26481,0.0,clean,3,1,ok,14.0
0.5417,0.24518,-0.1,-0.02403,-0.12543,-0.1014,0.12,-0.00379,0.11621,0.12,0.26619,0.0,clean,3,1,ok,14.0
0.5,0.24775,0.0,-0.03871,-0.04011,-0.0014,0.12,0.00787,0.12787,0.12,0.26738,0.0,clean,3,1,ok,14.0
0.5208,0.291,0.1,-0.03087,0.06772,0.0986,0.12,-0.25086,-0.13086,0.12,0.27529,0.0,clean,3,1,ok,14.0
0.6458,0.51135,-0.1,-0.08115,-0.18304,-0.1019,-0.06,-0.01467,-0.07467,-0.06,0.26322,0.0,clean,2,1,ok,14.2
0.6458,0.47502,0.0,-0.06695,-0.06885,-0.0019,-0.06,-0.00073,-0.06073,-0.06,0.2648,0.0,clean,2,1,ok,14.2
0.75,0.41606,0.1,-0.06821,0.0299,0.0981,-0.06,0.01441,-0.04559,-0.06,0.26274,0.0,clean,2,1,ok,14.2
0.75,0.51744,-0.1,-0.06392,-0.16582,-0.1019,0.0,-0.01306,-0.01306,-0.0,0.26552,0.0,clean,2,1,ok,14.2
0.7292,0.4662,0.0,-0.06107,-0.06297,-0.0019,0.0,0.00158,0.00158,-0.0,0.26501,0.0,clean,2,1,ok,14.2
0.7292,0.43413,0.1,-0.05936,0.03874,0.0981,0.0,0.01556,0.01556,-0.0,0.26485,0.0,clean,3,1,ok,14.2
0.7292,0.48999,-0.1,-0.06238,-0.16428,-0.1019,0.06,-0.00985,0.05015,0.06,0.26349,0.0,clean,2,1,ok,14.2
0.625,0.48169,0.0,-0.06304,-0.06494,-0.0019,0.06,0.00229,0.06229,0.06,0.26297,0.0,clean,3,1,ok,14.2
0.5625,0.45546,0.1,-0.07193,0.02617,0.0981,0.06,0.0167,0.0767,0.06,0.26472,0.0,clean,3,1,ok,14.2
0.5625,0.47669,-0.1,-0.06854,-0.17044,-0.1019,0.12,-0.00689,0.11311,0.12,0.26219,0.0,clean,3,1,ok,14.2
0.4583,0.22731,0.0,-0.06551,-0.06741,-0.0019,0.12,-0.23959,-0.11959,0.12,0.22513,0.0,clean,3,1,ok,14.2
0.4583,0.53746,0.1,-0.06628,0.03182,0.0981,0.12,0.01151,0.13151,0.12,0.25128,0.0,clean,3,1,ok,14.2
0.625,0.50822,-0.1,-0.137,-0.24069,-0.10369,-0.06,-0.00545,-0.06545,-0.06,0.25208,0.0,clean,2,1,ok,14.4
0.6667,0.43457,0.0,-0.13841,-0.1421,-0.00369,-0.06,0.01061,-0.04939,-0.06,0.25195,0.0,clean,2,1,ok,14.4
0.75,0.47285,0.1,-0.11467,-0.01836,0.09631,-0.06,0.01797,-0.04203,-0.06,0.26515,0.0,clean,2,1,ok,14.4
0.7708,0.51467,-0.1,-0.12308,-0.22677,-0.10369,0.0,-0.00429,-0.00429,-0.0,0.25439,0.0,clean,2,1,ok,14.4
0.75,0.50488,0.0,-0.11327,-0.11697,-0.00369,0.0,0.00631,0.00631,-0.0,0.2628,0.0,clean,2,1,ok,14.4
0.7708,0.49729,0.1,-0.11252,-0.01621,0.09631,0.0,0.019,0.019,-0.0,0.26634,0.0,clean,2,1,ok,14.4
0.7292,0.53389,-0.1,-0.11336,-0.21705,-0.10369,0.06,-0.00389,0.05611,0.06,0.2574,0.0,clean,2,1,ok,14.4
0.6667,0.49785,0.0,-0.11009,-0.11378,-0.00369,0.06,0.00832,0.06832,0.06,0.26293,0.0,clean,3,1,ok,14.4
0.6042,0.48063,0.1,-0.11908,-0.02277,0.09631,0.06,0.02183,0.08183,0.06,0.26714,0.0,clean,3,1,ok,14.4
0.625,0.54939,-0.1,-0.10987,-0.21356,-0.10369,0.12,-0.00337,0.11663,0.12,0.25632,0.0,clean,3,1,ok,14.4
0.4375,0.24683,0.0,-0.11601,-0.1197,-0.00369,0.12,-0.23303,-0.11303,0.12,0.21967,0.0,clean,3,1,ok,14.4
0.5208,0.41861,0.1,-0.14066,-0.04435,0.09631,0.12,-0.23618,-0.11618,0.12,0.25402,0.0,clean,3,1,ok,14.4
0.5833,0.55818,-0.1,-0.17537,-0.2786,-0.10322,-0.06,-0.01926,-0.07926,-0.06,0.28746,0.0,clean,2,1,ok,14.6
0.625,0.35105,0.0,-0.19423,-0.19745,-0.00322,-0.06,0.00692,-0.05308,-0.06,0.26431,0.0,clean,2,1,ok,14.6
0.6875,0.31832,0.1,-0.1901,-0.09332,0.09678,-0.06,0.02196,-0.03804,-0.06,0.26449,0.0,clean,2,1,ok,14.6
0.7083,0.41438,-0.1,-0.1959,-0.29912,-0.10322,0.0,-0.00474,-0.00474,-0.0,0.26141,0.0,clean,2,1,ok,14.6
0.75,0.38342,0.0,-0.18907,-0.19229,-0.00322,0.0,0.00812,0.00812,-0.0,0.26519,0.0,clean,2,1,ok,14.6
0.7708,0.35831,0.1,-0.1905,-0.09372,0.09678,0.0,0.02164,0.02164,-0.0,0.26938,0.0,clean,2,1,ok,14.6
0.7917,0.42794,-0.1,-0.18724,-0.29046,-0.10322,0.06,-0.0026,0.0574,0.06,0.26048,0.0,clean,2,1,ok,14.6
0.6875,0.36454,0.0,-0.19081,-0.19403,-0.00322,0.06,0.01114,0.07114,0.06,0.26679,0.0,clean,2,1,ok,14.6
0.6458,0.34355,0.1,-0.1998,-0.10302,0.09678,0.06,0.02443,0.08443,0.06,0.27034,0.0,clean,3,1,ok,14.6
0.625,0.39332,-0.1,-0.18286,-0.28608,-0.10322,0.12,0.00196,0.12196,0.12,0.26289,0.0,clean,2,1,ok,14.6
0.4375,0.19605,0.0,-0.20159,-0.20481,-0.00322,0.12,-0.23277,-0.11277,0.12,0.21465,0.0,clean,3,1,ok,14.6
0.4792,0.18614,0.1,-0.20328,-0.1065,0.09678,0.12,-0.22938,-0.10938,0.12,0.23754,0.0,clean,3,1,ok,14.6
