timestamp,mode,cage_version,raw_steering,raw_throttle,safe_steering,safe_throttle,emergency,rules_fired,cycles_since_last_state,oscillation_persistent,osc_rate_c01,osc_rate_c02,osc_rate_c03,ey,epsi,speed,kappa_ahead
1787733052.622534,monitoring,0.6.1,0.03644341975450516,0.8328894972801208,0.03644341975450516,0.8328894972801208,0,,0,0,0.0,0.0,0.0,-0.03178900631612813,-0.010611001170485797,0.0027576494385590173,0.3944817547713373
1787733052.770437,monitoring,0.6.1,0.03476148471236229,0.8315848112106323,0.03476148471236229,0.8315848112106323,0,,0,0,0.0,0.0,0.0,-0.02078564219574683,-0.010964259747320864,0.002384057427223031,0.3066692689921279
1787733052.869115,monitoring,0.6.1,0.03772105649113655,0.847020298242569,0.03772105649113655,0.847020298242569,0,,0,0,0.0,0.0,0.0,-0.02078564219574683,-0.010964259747320864,0.0025857990671477584,0.3066692689921279
1787733052.956842,monitoring,0.6.1,0.048065003007650375,0.8552300035953522,0.048065003007650375,0.8552300035953522,0,,0,0,0.0,0.0,0.0,-0.011574360054234484,-0.003620256259285831,0.0021064628483567108,0.020925416807480578
1787733053.059335,monitoring,0.6.1,0.020566850900650024,0.8529800474643707,0.020566850900650024,0.8529800474643707,0,,0,0,0.0,0.0,0.0,-0.011574360054234484,-0.003620256259285831,0.0021064628483567108,0.020925416807480578
1787733053.162602,monitoring,0.6.1,-0.00110147544182837,0.8374026417732239,-0.00110147544182837,0.8374026417732239,0,,0,0,0.0,0.0,0.0,-0.03661905150174072,0.009863511851691176,0.05465142840869842,0.5395657349572788
1787733053.260103,monitoring,0.6.1,0.015656953677535057,0.8257836103439331,0.015656953677535057,0.8257836103439331,0,,0,0,0.0,0.0,0.0,-0.020403779578970577,0.010408340481272657,0.05666386677630137,0.268090445460487
1787733053.398880,monitoring,0.6.1,-0.004332394804805517,0.8256200551986694,-0.004332394804805517,0.8256200551986694,0,,0,0,0.0,0.0,0.0,-0.02357538204994973,0.017474621450105633,0.07199274260909003,0.3093197077385495
1787733053.549758,monitoring,0.6.1,-0.0336977019906044,0.8554766476154327,-0.0336977019906044,0.8554766476154327,0,,0,0,0.0,0.0,0.0,0.0057443279428913,-0.0012568988997983682,0.1009458616896195,-0.10208703758180081
1787733053.636372,monitoring,0.6.1,-0.0309741273522377,0.8284518718719482,-0.0309741273522377,0.8284518718719482,0,,0,0,0.0,0.0,0.0,0.0057443279428913,-0.0012568988997983682,0.1009458616896195,-0.10208703758180081
1787733053.737683,monitoring,0.6.1,-0.025248276069760323,0.8544797301292419,-0.025248276069760323,0.8544797301292419,0,,0,0,0.0,0.0,0.0,-0.02647607083641866,-0.011860028092225505,0.1201019637737556,0.31855969491589553
1787733053.948749,monitoring,0.6.1,0.04490259289741516,0.8934188187122345,0.04490259289741516,0.8934188187122345,0,,0,0,0.0,0.0,0.0,-0.007691199517471908,0.0012498965660231764,0.15262653556064726,5.8316702206021725e-05
1787733054.034630,monitoring,0.6.1,0.11649517714977264,0.8606843054294586,0.11649517714977264,0.8606843054294586,0,,0,0,0.0,0.0,0.0,-0.007691199517471908,0.0012498965660231764,0.15262653556064726,5.8316702206021725e-05
1787733054.148007,monitoring,0.6.1,0.07410580664873123,0.8445384502410889,0.07410580664873123,0.8445384502410889,0,,0,0,0.0,0.0,0.0,-0.02106434104036671,-0.008698834714043136,0.1633310353375694,0.31417362147711214
1787733054.371970,monitoring,0.6.1,-0.002665540436282754,0.8086535632610321,-0.002665540436282754,0.8086535632610321,0,,0,0,0.0,0.0,0.0,-0.003637529127532138,-0.0006948630802137668,0.17464262681900233,-0.028791947622097518
1787733054.465122,monitoring,0.6.1,0.026252293959259987,0.7938536703586578,0.026252293959259987,0.7938536703586578,0,,0,0,0.0,0.0,0.0,-0.030707422665371728,0.003433444409386592,0.18027737495393983,0.4810781491398364
1787733054.549851,monitoring,0.6.1,0.04438556730747223,0.7653132081031799,0.04438556730747223,0.7653132081031799,0,,0,0,0.0,0.0,0.0,-0.004098082920930626,0.007106370349705362,0.18788012753332645,-0.009445283865271322
1787733054.775150,monitoring,0.6.1,-0.0012050343211740255,0.7855463027954102,-0.0012050343211740255,0.7855463027954102,0,,0,0,0.0,0.0,0.0,-0.02253456156857339,0.0106046282976903,0.19465624433317605,0.3317647695666055
1787733054.881442,monitoring,0.6.1,0.02871774137020111,0.8310436308383942,0.02871774137020111,0.8310436308383942,0,,0,0,0.0,0.0,0.0,-0.019385009271781897,0.011496880351398831,0.20211524002188458,0.3068570304417373
1787733054.964952,monitoring,0.6.1,0.03250152990221977,0.8283500075340271,0.03250152990221977,0.8283500075340271,0,,0,0,0.0,0.0,0.0,-0.004647168811879807,0.014735865541466223,0.18742780733603354,0.009190716322221569
1787733055.066220,monitoring,0.6.1,0.0892622321844101,0.8339117169380188,0.0892622321844101,0.8339117169380188,0,,0,0,0.0,0.0,0.0,0.0024194858390983037,0.013103931670233621,0.20368491654340953,-0.04570413497701735
1787733055.166536,monitoring,0.6.1,0.09542959928512573,0.8550279438495636,0.09542959928512573,0.8550279438495636,0,,0,0,0.0,0.0,0.0,-0.0029288518299995653,0.01222080626303601,0.20827309914046166,0.0026208295077339468
1787733055.252100,monitoring,0.6.1,0.09364986419677734,0.8672376573085785,0.09364986419677734,0.8672376573085785,0,,0,0,0.0,0.0,0.0,-0.02972072374603739,0.009013743158938742,0.21116145942695624,0.8335102970911525
