episode,step,x,y,yaw,ey,epsi,s,speed,raw_steer,safe_steer,steer_correction,interventions,emergency
0,1,-0.001715,-0.013275,0.188690,0.109039,0.302100,8.787522,0.046047,-1.000000,-1.000000,0.000000,,0
0,2,0.007941,-0.013421,0.111776,0.108990,0.162420,0.011736,0.109782,-1.000000,-1.000000,0.000000,,0
0,3,0.025290,-0.013682,0.030819,0.108746,0.081464,0.029085,0.174019,-1.000000,-1.000000,0.000000,,0
0,4,0.048772,-0.014035,-0.051865,0.108416,-0.001220,0.052567,0.199790,-0.987772,-0.987772,0.000000,,0
0,5,0.068733,-0.014341,-0.071093,0.108129,-0.020448,0.072529,0.199539,-0.268221,-0.268221,0.000000,C-06,0
0,6,0.092680,-0.015962,-0.061080,0.106531,-0.010435,0.096478,0.200086,0.131319,0.131319,0.000000,C-06,0
0,7,0.112643,-0.017222,-0.060179,0.105278,-0.047117,0.116544,0.200029,0.012032,0.012032,0.000000,,0
0,8,0.132620,-0.018461,-0.033432,0.104039,-0.020370,0.136520,0.200260,0.419508,0.419508,0.000000,C-06,0
0,9,0.152612,-0.019575,-0.024113,0.102925,-0.011051,0.156512,0.200206,0.130805,0.130805,0.000000,C-06,0
0,10,0.176605,-0.020223,-0.022635,0.102277,-0.009573,0.180505,0.200017,0.016688,0.016688,0.000000,,0
0,11,0.200599,-0.020797,-0.021971,0.101703,-0.008909,0.203900,0.200007,0.007860,0.007860,0.000000,,0
0,12,0.220594,-0.021243,-0.021845,0.101257,-0.021653,0.224494,0.200002,0.001752,0.001752,0.000000,,0
0,13,0.240591,-0.021687,-0.012074,0.100813,-0.011882,0.244491,0.200033,0.143796,0.143796,0.000000,,0
0,14,0.264590,-0.022090,-0.009612,0.100410,-0.009420,0.268490,0.200015,0.028164,0.028164,0.000000,,0
0,15,0.288589,-0.022352,-0.008959,0.100148,-0.008766,0.292489,0.200003,0.007570,0.007570,0.000000,,0
0,16,0.308588,-0.022538,-0.008816,0.099962,-0.008816,0.312488,0.200001,0.001974,0.001974,0.000000,,0
0,17,0.328587,-0.022722,-0.008599,0.099778,-0.008599,0.332487,0.200001,0.003100,0.003100,0.000000,,0
0,18,0.348586,-0.022897,-0.008539,0.099603,-0.008539,0.352486,0.200000,0.000833,0.000833,0.000000,,0
0,19,0.372586,-0.023104,-0.008496,0.099396,-0.008496,0.376486,0.200000,0.000516,0.000516,0.000000,,0
0,20,0.396585,-0.023309,-0.008472,0.099191,-0.008472,0.400485,0.200000,0.000293,0.000293,0.000000,,0
0,21,0.416584,-0.023480,-0.008453,0.099020,-0.008453,0.420484,0.200000,0.000274,0.000274,0.000000,,0
0,22,0.436583,-0.023650,-0.008435,0.098850,-0.008435,0.440483,0.200000,0.000264,0.000264,0.000000,,0
0,23,0.456583,-0.023819,-0.008418,0.098681,-0.008418,0.460483,0.200000,0.000260,0.000260,0.000000,,0
0,24,0.480582,-0.024022,-0.008397,0.098478,-0.008397,0.484482,0.200000,0.000259,0.000259,0.000000,,0
0,25,0.500581,-0.024191,-0.008379,0.098309,-0.008379,0.503900,0.200000,0.000258,0.000258,0.000000,,0
0,26,0.520580,-0.024360,-0.008362,0.098140,-0.008362,0.524480,0.200000,0.000257,0.000257,0.000000,,0
0,27,0.540580,-0.024528,-0.008344,0.097972,-0.008344,0.544480,0.200000,0.000257,0.000257,0.000000,,0
0,28,0.564579,-0.024729,-0.008323,0.097771,-0.008323,0.568479,0.200000,0.000256,0.000256,0.000000,,0
0,29,0.588578,-0.024930,-0.008303,0.097570,-0.008303,0.592478,0.200000,0.000255,0.000255,0.000000,,0
0,30,0.608577,-0.025097,-0.008285,0.097403,-0.008285,0.612477,0.200000,0.000255,0.000255,0.000000,,0
0,31,0.632576,-0.025297,-0.008257,0.097203,-0.008257,0.636476,0.200000,0.000348,0.000348,0.000000,,0
0,32,0.656576,-0.025496,-0.008236,0.097004,-0.008236,0.660476,0.200000,0.000254,0.000254,0.000000,,0
0,33,0.680575,-0.025694,-0.008215,0.096806,-0.008215,0.684475,0.200000,0.000258,0.000258,0.000000,,0
0,34,0.704574,-0.025893,-0.008195,0.096607,-0.008195,0.708474,0.200000,0.000252,0.000252,0.000000,,0
0,35,0.728573,-0.026090,-0.007656,0.096410,-0.007656,0.732473,0.200001,0.006427,0.006427,0.000000,,0
0,36,0.748573,-0.026245,-0.007631,0.096255,-0.007631,0.752473,0.200000,0.000300,0.000300,0.000000,,0
0,37,0.772572,-0.026429,-0.007583,0.096071,-0.007583,0.776472,0.200000,0.000583,0.000583,0.000000,,0
0,38,0.796571,-0.026612,-0.007563,0.095888,-0.007563,0.800471,0.200000,0.000240,0.000240,0.000000,,0
0,39,0.820571,-0.026795,-0.007543,0.095705,-0.007543,0.824471,0.200000,0.000252,0.000252,0.000000,,0
0,40,0.840570,-0.026946,-0.006726,0.095554,-0.006726,0.844470,0.200001,0.011712,0.011712,0.000000,,0
0,41,0.864570,-0.027117,-0.006533,0.095383,-0.006533,0.868470,0.200001,0.002199,0.002199,0.000000,,0
0,42,0.888569,-0.027277,-0.006462,0.095223,-0.006462,0.892469,0.200000,0.000835,0.000835,0.000000,,0
0,43,0.912569,-0.027433,-0.006436,0.095067,-0.006436,0.916469,0.200000,0.000314,0.000314,0.000000,,0
0,44,0.932568,-0.027563,-0.005725,0.094937,-0.005725,0.936468,0.200001,0.010197,0.010197,0.000000,,0
0,45,0.956568,-0.027709,-0.005546,0.094791,-0.005546,0.960468,0.200000,0.002046,0.002046,0.000000,,0
0,46,0.980567,-0.027845,-0.005485,0.094655,-0.005485,0.984467,0.200000,0.000714,0.000714,0.000000,,0
