event,reason,trigger_time,frame_stamp,filename
1,perception_invalid,1788171366.639601,1788171363.559115,e01_1788171363.559115.png
1,perception_invalid,1788171366.639601,1788171363.609400,e01_1788171363.609400.png
1,perception_invalid,1788171366.639601,1788171363.659173,e01_1788171363.659173.png
1,perception_invalid,1788171366.639601,1788171363.760028,e01_1788171363.760028.png
1,perception_invalid,1788171366.639601,1788171363.809489,e01_1788171363.809489.png
1,perception_invalid,1788171366.639601,1788171363.859884,e01_1788171363.859884.png
1,perception_invalid,1788171366.639601,1788171363.909359,e01_1788171363.909359.png
1,perception_invalid,1788171366.639601,1788171363.959473,e01_1788171363.959473.png
1,perception_invalid,1788171366.639601,1788171364.009634,e01_1788171364.009634.png
1,perception_invalid,1788171366.639601,1788171364.059699,e01_1788171364.059699.png
1,perception_invalid,1788171366.639601,1788171364.111406,e01_1788171364.111406.png
1,perception_invalid,1788171366.639601,1788171364.160501,e01_1788171364.160501.png
1,perception_invalid,1788171366.639601,1788171364.210121,e01_1788171364.210121.png
1,perception_invalid,1788171366.639601,1788171364.259922,e01_1788171364.259922.png
1,perception_invalid,1788171366.639601,1788171364.310136,e01_1788171364.310136.png
1,perception_invalid,1788171366.639601,1788171364.359637,e01_1788171364.359637.png
1,perception_invalid,1788171366.639601,1788171364.410913,e01_1788171364.410913.png
1,perception_invalid,1788171366.639601,1788171364.459149,e01_1788171364.459149.png
1,perception_invalid,1788171366.639601,1788171364.509132,e01_1788171364.509132.png
1,perception_invalid,1788171366.639601,1788171364.559389,e01_1788171364.559389.png
1,perception_invalid,1788171366.639601,1788171364.661885,e01_1788171364.661885.png
1,perception_invalid,1788171366.639601,1788171364.709285,e01_1788171364.709285.png
1,perception_invalid,1788171366.639601,1788171364.759483,e01_1788171364.759483.png
1,perception_invalid,1788171366.639601,1788171364.809522,e01_1788171364.809522.png
1,perception_invalid,1788171366.639601,1788171364.859103,e01_1788171364.859103.png
1,perception_invalid,1788171366.639601,1788171364.909470,e01_1788171364.909470.png
1,perception_invalid,1788171366.639601,1788171364.959768,e01_1788171364.959768.png
1,perception_invalid,1788171366.639601,1788171365.009233,e01_1788171365.009233.png
1,perception_invalid,1788171366.639601,1788171365.060037,e01_1788171365.060037.png
1,perception_invalid,1788171366.639601,1788171365.109512,e01_1788171365.109512.png
1,perception_invalid,1788171366.639601,1788171365.159253,e01_1788171365.159253.png
1,perception_invalid,1788171366.639601,1788171365.209497,e01_1788171365.209497.png
1,perception_invalid,1788171366.639601,1788171365.259593,e01_1788171365.259593.png
1,perception_invalid,1788171366.639601,1788171365.359608,e01_1788171365.359608.png
1,perception_invalid,1788171366.639601,1788171365.409896,e01_1788171365.409896.png
1,perception_invalid,1788171366.639601,1788171365.459430,e01_1788171365.459430.png
1,perception_invalid,1788171366.639601,1788171365.510012,e01_1788171365.510012.png
1,perception_invalid,1788171366.639601,1788171365.559775,e01_1788171365.559775.png
1,perception_invalid,1788171366.639601,1788171365.609432,e01_1788171365.609432.png
1,perception_invalid,1788171366.639601,1788171365.660002,e01_1788171365.660002.png
1,perception_invalid,1788171366.639601,1788171365.709412,e01_1788171365.709412.png
1,perception_invalid,1788171366.639601,1788171365.761013,e01_1788171365.761013.png
1,perception_invalid,1788171366.639601,1788171365.811363,e01_1788171365.811363.png
1,perception_invalid,1788171366.639601,1788171365.859332,e01_1788171365.859332.png
1,perception_invalid,1788171366.639601,1788171365.910187,e01_1788171365.910187.png
1,perception_invalid,1788171366.639601,1788171365.959683,e01_1788171365.959683.png
1,perception_invalid,1788171366.639601,1788171366.010496,e01_1788171366.010496.png
1,perception_invalid,1788171366.639601,1788171366.059837,e01_1788171366.059837.png
1,perception_invalid,1788171366.639601,1788171366.109305,e01_1788171366.109305.png
1,perception_invalid,1788171366.639601,1788171366.159574,e01_1788171366.159574.png
1,perception_invalid,1788171366.639601,1788171366.209421,e01_1788171366.209421.png
1,perception_invalid,1788171366.639601,1788171366.259333,e01_1788171366.259333.png
1,perception_invalid,1788171366.639601,1788171366.309497,e01_1788171366.309497.png
1,perception_invalid,1788171366.639601,1788171366.359245,e01_1788171366.359245.png
1,perception_invalid,1788171366.639601,1788171366.410251,e01_1788171366.410251.png
1,perception_invalid,1788171366.639601,1788171366.459252,e01_1788171366.459252.png
1,perception_invalid,1788171366.639601,1788171366.509700,e01_1788171366.509700.png
1,perception_invalid,1788171366.639601,1788171366.559042,e01_1788171366.559042.png
1,perception_invalid,1788171366.639601,1788171366.659514,e01_1788171366.659514.png
1,perception_invalid,1788171366.639601,1788171366.714908,e01_1788171366.714908.png
1,perception_invalid,1788171366.639601,1788171366.760231,e01_1788171366.760231.png
1,perception_invalid,1788171366.639601,1788171366.809058,e01_1788171366.809058.png
1,perception_invalid,1788171366.639601,1788171366.858953,e01_1788171366.858953.png
1,perception_invalid,1788171366.639601,1788171366.910042,e01_1788171366.910042.png
1,perception_invalid,1788171366.639601,1788171366.959477,e01_1788171366.959477.png
1,perception_invalid,1788171366.639601,1788171367.009517,e01_1788171367.009517.png
1,perception_invalid,1788171366.639601,1788171367.059071,e01_1788171367.059071.png
1,perception_invalid,1788171366.639601,1788171367.110139,e01_1788171367.110139.png
1,perception_invalid,1788171366.639601,1788171367.159250,e01_1788171367.159250.png
