timestamp,mode,cage_version,raw_steering,raw_throttle,safe_steering,safe_throttle,emergency,rules_fired,cycles_since_last_state,oscillation_persistent,osc_rate_c01,osc_rate_c02,osc_rate_c03,ey,epsi,speed,kappa_ahead
1787737896.254292,monitoring,0.6.1,-0.14036825299263,0.8257270753383636,-0.14036825299263,0.8257270753383636,0,,0,0,0.0,0.0,0.0,0.005367167658298394,0.05212613480558771,0.0027069408850018233,0.383577626774497
1787737896.323532,monitoring,0.6.1,-0.1409008502960205,0.8253822326660156,-0.1409008502960205,0.8253822326660156,0,,0,0,0.0,0.0,0.0,0.004971621181507152,0.052604724844624653,0.002097052646596094,0.3840591617517733
1787737896.414084,monitoring,0.6.1,-0.14022986590862274,0.8260223269462585,-0.14022986590862274,0.8260223269462585,0,,0,0,0.0,0.0,0.0,0.013755076131286847,-0.00521099299875445,0.002193395492417701,-0.04185541038016369
1787737896.528802,monitoring,0.6.1,-0.1305224746465683,0.8510967195034027,-0.1305224746465683,0.8510967195034027,0,,0,0,0.0,0.0,0.0,0.006381890591066822,0.06356362517652482,0.0019203304745620087,0.3774856779530111
1787737896.610253,monitoring,0.6.1,-0.1105857565999031,0.858122855424881,-0.1105857565999031,0.858122855424881,0,,0,0,0.0,0.0,0.0,0.023140516554063136,0.06904001812067688,0.011163204636691832,0.00252505056277986
1787737896.715363,monitoring,0.6.1,-0.10402452945709229,0.8631783127784729,-0.10402452945709229,0.8631783127784729,0,,0,0,0.0,0.0,0.0,0.022572436279974455,0.061769113205370346,0.03755202997202721,0.006929503074739782
1787737896.813281,monitoring,0.6.1,-0.14752143621444702,0.8082299828529358,-0.14752143621444702,0.8082299828529358,0,,0,0,0.0,0.0,0.0,0.03578527159602203,0.05905015790186985,0.039135035120935725,-0.09125781222986637
1787737896.908008,monitoring,0.6.1,-0.16937193274497986,0.8277075290679932,-0.16937193274497986,0.8277075290679932,0,,0,0,0.0,0.0,0.0,0.02519155608361895,0.055934301005129514,0.06084769850614267,-0.0031883225017846906
1787737897.011792,monitoring,0.6.1,-0.09639865905046463,0.7851182222366333,-0.09639865905046463,0.7851182222366333,0,,0,0,0.0,0.0,0.0,0.011342818888426698,0.05593770069342225,0.07842561107981555,0.3216235212577424
1787737897.101908,monitoring,0.6.1,-0.12028180062770844,0.8098215758800507,-0.12028180062770844,0.8098215758800507,0,,0,0,0.0,0.0,0.0,0.011342818888426698,0.05593770069342225,0.0848223532494491,0.3216235212577424
1787737897.205640,monitoring,0.6.1,-0.21964414417743683,0.7615335881710052,-0.21964414417743683,0.7615335881710052,0,,0,0,0.0,0.0,0.0,0.02135216516768869,0.010730839303224347,0.11441972272025551,0.0016421359370926442
1787737897.314293,monitoring,0.6.1,-0.14818528294563293,0.8091036975383759,-0.14818528294563293,0.8091036975383759,0,,0,0,0.0,0.0,0.0,0.02068027761331101,-0.00252894404238391,0.1186887327820048,4.240624224321858e-05
1787737897.424449,monitoring,0.6.1,-0.10758312791585922,0.8292637765407562,-0.10758312791585922,0.8292637765407562,0,,0,0,0.0,0.0,0.0,0.045664170045736766,-0.34768486220528255,0.14063320268875842,-0.1405438760341197
1787737897.500375,monitoring,0.6.1,-0.05739058554172516,0.8387172818183899,-0.05739058554172516,0.8387172818183899,0,,0,0,0.0,0.0,0.0,0.02365771515828128,-0.31354908354149746,0.15099248787776182,-0.021637612454651727
1787737897.626852,monitoring,0.6.1,-0.08164484798908234,0.75340536236763,-0.08164484798908234,0.75340536236763,0,,0,0,0.0,0.0,0.0,0.015998692645096194,-0.03798085282167608,0.1581460815656336,0.03598595133914408
1787737897.699509,monitoring,0.6.1,0.007041039410978556,0.7783970534801483,0.007041039410978556,0.7783970534801483,0,,0,0,0.0,0.0,0.0,0.0036511069990736444,-0.04226888104516562,0.1597447092596343,0.3274129888094276
1787737897.817811,monitoring,0.6.1,0.038724642246961594,0.8396831750869751,0.038724642246961594,0.8396831750869751,0,,0,0,0.0,0.0,0.0,0.012938486231106647,-0.045432311925214304,0.16337102294523836,0.03407279103147397
1787737897.924982,monitoring,0.6.1,-0.00761588616296649,0.8409729301929474,-0.00761588616296649,0.8409729301929474,0,,0,0,0.0,0.0,0.0,-0.0022477046518882132,-0.051243535143550255,0.17360589725191927,0.32870684524430327
1787737898.014868,monitoring,0.6.1,0.008185215294361115,0.8587910234928131,0.008185215294361115,0.8587910234928131,0,,0,0,0.0,0.0,0.0,-0.0020395133824374218,-0.05430952475870428,0.17599376705510986,0.3343118441365192
1787737898.109088,monitoring,0.6.1,-0.021439354866743088,0.8600635826587677,-0.021439354866743088,0.8600635826587677,0,,0,0,0.0,0.0,0.0,0.011574091237778222,-0.05892956127198457,0.18134726338733284,-0.012331144154832191
1787737898.213919,monitoring,0.6.1,0.009427966549992561,0.8687225878238678,0.009427966549992561,0.8687225878238678,0,,0,0,0.0,0.0,0.0,-0.004994904063632205,-0.054611363070605934,0.18050878669429865,0.3091080890069749
1787737898.309104,monitoring,0.6.1,0.05166710913181305,0.8809120655059814,0.05166710913181305,0.8809120655059814,0,,0,0,0.0,0.0,0.0,0.009971715473266543,-0.0506473037282464,0.18114899150420977,-0.005887914212208617
1787737898.407190,monitoring,0.6.1,0.07011528313159943,0.8526379764080048,0.07011528313159943,0.8526379764080048,0,,0,0,0.0,0.0,0.0,0.006921422608164765,-0.04724555521138993,0.18259411152672145,0.0011254531108227488
1787737898.503165,monitoring,0.6.1,-0.056186892092227936,0.8638183176517487,-0.056186892092227936,0.8638183176517487,0,,0,0,0.0,0.0,0.0,0.006921422608164765,-0.04724555521138993,0.18259411152672145,0.0011254531108227488
1787737898.615071,monitoring,0.6.1,-0.06491019576787949,0.831462562084198,-0.06491019576787949,0.831462562084198,0,,0,0,0.0,0.0,0.0,0.005133133275132679,-0.0601553384926832,0.2171045898938355,0.003846947748091486
1787737898.701534,monitoring,0.6.1,0.04181147739291191,0.8708638250827789,0.04181147739291191,0.8708638250827789,0,,0,0,0.0,0.0,0.0,0.0044065678475224,-0.06789884576478268,0.2204323788442718,0.002749659118147573
1787737898.802454,monitoring,0.6.1,0.10535630583763123,0.8932839632034302,0.10535630583763123,0.8932839632034302,0,,0,0,0.0,0.0,0.0,0.0033413599610781636,-0.06701765120095238,0.21852558225487512,0.00661523050443391
